seed,position,intensity,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep,career_output_sum,decisive_moments,clubs_served,longest_club_tenure,winning,accolades,output,longevity,decisive,loyalty,icon,head_to_head,score_Trophy Cabinet,score_Eye-Test Romantics,score_Stats Purists,score_Loyalty Traditionalists
747523,Forward,Medium,64,86,85,93,20,39,179,600,5,0,62,52,70,False,50,50,27193,0,1,20,100,25,53,100,0,100,50,50,59,37,62,75
747532,Forward,High,64,90,89,93,20,39,190,600,1,0,69,53,70,False,50,50,27702,0,1,20,20,5,57,100,0,100,50,50,28,26,53,61
747533,Midfielder,Low,64,81,79,93,20,39,35,600,4,0,69,53,70,False,50,50,27891,0,1,20,80,20,57,100,0,100,50,50,51,35,61,72
747534,Midfielder,Medium,64,87,85,94,20,39,34,600,0,0,67,54,70,False,50,50,27410,0,1,20,0,0,56,100,0,100,50,50,20,23,49,58
747535,Midfielder,High,64,89,87,93,20,39,36,600,4,0,67,54,70,False,50,50,27598,0,1,20,80,20,56,100,0,100,50,50,51,35,60,72
747528,Defender,Low,64,80,76,92,20,39,42,600,2,0,67,53,70,False,50,50,27529,0,1,20,40,10,56,100,0,100,50,50,36,29,55,65
747529,Defender,Medium,64,89,86,97,20,39,59,600,4,0,69,53,70,False,50,50,27814,0,1,20,80,20,57,100,0,100,50,50,51,35,61,72
747530,Defender,High,64,91,86,95,20,39,59,600,1,0,59,50,70,False,50,50,23760,0,1,20,20,5,49,100,0,100,50,50,27,25,49,60
747531,Forward,Low,62,85,83,96,20,39,152,600,1,0,61,51,70,False,50,50,24217,0,1,20,20,5,50,100,0,100,50,50,27,25,50,61
747540,Forward,Medium,64,87,85,93,20,39,181,600,1,0,66,53,70,False,50,50,28960,0,1,20,20,5,57,100,0,100,50,50,28,26,53,61
747541,Forward,High,64,91,89,94,20,39,199,600,4,0,66,53,70,False,50,50,28897,0,1,20,80,20,57,100,0,100,50,50,51,35,61,72
747542,Midfielder,Low,64,81,78,93,20,39,24,600,1,0,66,57,70,False,50,50,29628,0,1,20,20,5,57,100,0,100,50,50,28,26,53,61
747543,Midfielder,Medium,64,87,85,94,20,39,31,600,5,0,67,57,70,False,50,50,29563,0,1,20,100,25,58,100,0,100,50,50,59,38,64,75
747536,Midfielder,High,64,91,88,94,20,39,25,597,1,0,64,53,70,False,50,50,26469,0,1,20,20,5,54,100,0,100,50,50,28,26,51,61
747537,Defender,Low,64,83,79,95,20,39,43,595,3,0,63,53,70,False,50,50,26194,0,1,20,60,15,53,100,0,100,50,50,43,31,56,68
747538,Defender,Medium,64,85,82,93,20,39,54,600,3,0,62,53,70,False,50,50,26997,0,1,20,60,15,53,100,0,100,50,50,43,31,56,68
747539,Defender,High,64,90,83,94,20,39,60,600,4,0,61,52,70,False,50,50,26750,0,1,20,80,20,52,100,0,100,50,50,51,34,59,71
747548,Forward,Low,64,82,79,93,20,39,183,600,3,0,63,51,70,False,50,50,25029,0,1,20,60,15,52,100,0,100,50,50,43,31,56,68
747549,Forward,Medium,64,87,85,93,20,39,182,600,1,0,63,52,70,False,50,50,25153,0,1,20,20,5,52,100,0,100,50,50,27,25,51,61
747550,Forward,High,64,93,91,96,20,39,181,600,2,0,62,51,70,False,50,50,24307,0,1,20,40,10,51,100,0,100,50,50,35,28,53,64
747551,Midfielder,Low,64,81,79,93,20,39,32,600,3,0,61,51,70,False,50,50,24100,0,1,20,60,15,50,100,0,100,50,50,43,31,55,68
747544,Midfielder,Medium,64,88,85,95,20,39,33,600,2,0,60,50,70,False,50,50,25584,0,1,20,40,10,51,100,0,100,50,50,35,28,53,64
747545,Midfielder,High,64,89,87,93,20,39,26,600,2,0,61,52,70,False,50,50,25353,0,1,20,40,10,51,100,0,100,50,50,35,28,53,64
747546,Defender,Low,64,80,77,93,20,39,46,600,3,0,64,53,70,False,50,50,25743,0,1,20,60,15,53,100,0,100,50,50,43,31,56,68
747547,Defender,Medium,64,87,83,95,20,39,54,600,3,0,65,53,70,False,50,50,26484,0,1,20,60,15,54,100,0,100,50,50,43,32,57,68
747556,Defender,High,64,90,86,94,20,39,52,582,5,0,52,50,70,False,50,50,15166,0,1,20,100,25,39,100,0,100,50,50,57,35,56,73
747557,Forward,Low,64,84,82,96,20,39,167,581,4,0,52,50,70,False,50,50,15047,0,1,20,80,20,38,100,0,100,50,50,49,32,53,70
747558,Forward,Medium,64,88,87,95,20,39,178,580,2,0,52,50,70,False,50,50,15877,0,1,20,40,10,39,100,0,100,50,50,34,26,48,63
747559,Forward,High,63,91,89,94,20,39,200,579,1,0,52,50,70,False,50,50,15881,0,1,20,20,5,39,100,0,100,50,50,26,23,45,59
747552,Midfielder,Low,64,83,80,95,20,39,25,580,1,0,51,50,70,False,50,50,16277,0,1,20,20,5,39,100,0,100,50,50,26,23,45,59
747553,Midfielder,Medium,64,88,83,96,20,39,28,580,0,0,51,50,70,False,50,50,16271,0,1,20,0,0,39,100,0,100,50,50,18,20,43,56
747554,Midfielder,High,64,89,88,93,20,39,36,585,2,0,51,50,70,False,50,50,16024,0,1,20,40,10,39,100,0,100,50,50,34,26,48,63
747555,Defender,Low,64,83,80,96,20,39,64,585,3,0,51,50,70,False,50,50,16043,0,1,20,60,15,39,100,0,100,50,50,42,29,51,66
747564,Defender,Medium,64,85,82,92,20,39,60,584,5,0,52,50,70,False,50,50,16624,0,1,20,100,25,40,100,0,100,50,50,57,36,57,74
747565,Defender,High,64,92,88,96,20,39,53,583,0,0,51,50,70,False,50,50,16340,0,1,20,0,0,39,100,0,100,50,50,18,20,43,56
747566,Forward,Low,63,82,80,93,20,39,170,589,1,0,52,50,70,False,50,50,16160,0,1,20,20,5,39,100,0,100,50,50,26,23,45,59
747567,Forward,Medium,63,87,85,93,20,39,162,588,3,0,52,50,70,False,50,50,15751,0,1,20,60,15,39,100,0,100,50,50,42,29,51,66
747560,Forward,High,64,90,88,93,20,39,181,579,2,0,51,50,70,False,50,50,17030,0,1,20,40,10,40,100,0,100,50,50,34,27,49,63
747561,Midfielder,Low,64,80,78,92,20,39,30,580,3,0,51,50,70,False,50,50,16895,0,1,20,60,15,40,100,0,100,50,50,42,30,51,67
747562,Midfielder,Medium,64,86,80,92,20,39,32,578,3,0,51,50,70,False,50,50,15219,0,1,20,60,15,38,100,0,100,50,50,42,29,50,66
747563,Midfielder,High,64,92,81,96,20,39,34,577,3,0,51,50,70,False,50,50,15031,0,1,20,60,15,38,100,0,100,50,50,42,29,50,66
747572,Defender,Low,64,81,78,94,20,39,55,578,0,0,60,50,70,False,50,50,18107,0,1,20,0,0,45,100,0,100,50,50,19,21,45,57
747573,Defender,Medium,64,87,84,95,20,39,52,579,3,0,61,51,70,False,50,50,18281,0,1,20,60,15,46,100,0,100,50,50,42,30,54,67
747574,Defender,High,64,92,89,96,20,39,59,581,2,0,63,51,70,False,50,50,19059,0,1,20,40,10,47,100,0,100,50,50,35,28,51,64
747575,Forward,Low,62,79,77,90,20,39,153,581,0,0,64,51,70,False,50,50,19408,0,1,20,0,0,48,100,0,100,50,50,19,22,46,57
747568,Forward,Medium,64,88,86,94,20,39,173,583,3,0,54,50,70,False,50,50,17498,0,1,20,60,15,42,100,0,100,50,50,42,30,52,67
747569,Forward,High,64,90,88,93,20,39,179,582,3,0,55,50,70,False,50,50,17779,0,1,20,60,15,42,100,0,100,50,50,42,30,52,67
747570,Midfielder,Low,64,80,78,92,20,39,21,576,0,0,57,50,70,False,50,50,18030,0,1,20,0,0,44,100,0,100,50,50,19,21,45,56
747571,Midfielder,Medium,64,89,83,97,20,39,26,576,2,0,58,50,70,False,50,50,18268,0,1,20,40,10,44,100,0,100,50,50,34,27,50,63
747580,Midfielder,High,64,89,88,93,20,39,31,583,2,0,54,50,70,False,50,50,16911,0,1,20,40,10,41,100,0,100,50,50,34,27,49,63
747581,Defender,Low,64,81,78,94,20,39,66,584,2,0,55,50,70,False,50,50,16978,0,1,20,40,10,42,100,0,100,50,50,34,27,49,63
747582,Defender,Medium,64,87,84,95,20,39,59,582,4,0,58,50,70,False,50,50,18006,0,1,20,80,20,44,100,0,100,50,50,50,33,56,70
747583,Defender,High,64,92,89,97,20,39,58,582,1,0,58,50,70,False,50,50,17853,0,1,20,20,5,44,100,0,100,50,50,27,24,47,60
747576,Forward,Low,64,83,81,94,20,39,187,580,2,0,51,50,70,False,50,50,16752,0,1,20,40,10,39,100,0,100,50,50,34,26,48,63
747577,Forward,Medium,64,87,85,93,20,39,196,582,1,0,51,50,70,False,50,50,16420,0,1,20,20,5,39,100,0,100,50,50,26,23,45,59
747578,Forward,High,64,90,88,93,20,39,175,577,3,0,52,50,70,False,50,50,17766,0,1,20,60,15,41,100,0,100,50,50,42,30,52,67
747579,Midfielder,Low,64,84,79,97,20,39,22,577,4,0,51,50,70,False,50,50,17304,0,1,20,80,20,40,100,0,100,50,50,50,33,54,70
751556,Midfielder,Medium,64,84,80,91,20,39,28,594,2,0,43,50,70,False,50,50,14539,0,1,20,40,10,33,100,0,100,50,50,33,25,46,62
751557,Midfielder,High,64,90,86,94,20,39,30,595,2,0,44,50,70,False,50,50,14820,0,1,20,40,10,34,100,0,100,50,50,33,26,46,62
751558,Defender,Low,64,81,78,94,20,39,59,594,1,0,42,50,70,False,50,50,13363,0,1,20,20,5,32,100,0,100,50,50,25,22,43,59
751559,Defender,Medium,64,85,82,93,20,39,53,595,2,0,42,50,70,False,50,50,13599,0,1,20,40,10,32,100,0,100,50,50,33,25,45,62
751552,Defender,High,64,88,84,92,20,39,51,596,3,0,43,50,70,False,50,50,15127,0,1,20,60,15,34,100,0,100,50,50,41,29,49,66
751553,Forward,Low,64,84,82,96,20,39,178,596,3,0,44,50,70,False,50,50,15283,0,1,20,60,15,34,100,0,100,50,50,41,29,49,66
751554,Forward,Medium,64,87,85,93,20,39,162,594,4,0,42,50,70,False,50,50,14945,0,1,20,80,20,33,100,0,100,50,50,49,31,51,69
751555,Forward,High,63,89,87,92,20,39,173,594,2,0,42,50,70,False,50,50,15494,0,1,20,40,10,34,100,0,100,50,50,33,26,46,62
751564,Midfielder,Low,64,81,79,94,20,39,21,590,4,0,40,50,70,False,50,50,12635,0,1,20,80,20,30,100,0,100,50,50,49,31,50,69
751565,Midfielder,Medium,64,89,87,96,20,39,34,590,2,0,40,50,70,False,50,50,12844,0,1,20,40,10,30,100,0,100,50,50,33,25,45,62
751566,Midfielder,High,64,89,88,93,20,39,31,589,3,0,39,50,70,False,50,50,11623,0,1,20,60,15,29,100,0,100,50,50,41,28,47,65
751567,Defender,Low,64,82,78,95,20,39,64,591,4,0,39,50,70,False,50,50,11433,0,1,20,80,20,29,100,0,100,50,50,48,31,50,69
751560,Defender,Medium,64,88,83,96,20,39,62,598,2,0,40,50,70,False,50,50,13606,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
751561,Defender,High,64,93,90,97,20,39,58,598,4,0,40,50,70,False,50,50,13596,0,1,20,80,20,31,100,0,100,50,50,49,31,50,69
751562,Forward,Low,64,84,82,96,20,39,192,591,6,0,39,50,70,False,50,50,12691,0,1,20,100,30,30,100,0,100,50,50,57,35,54,73
751563,Forward,Medium,64,87,85,93,20,39,166,590,1,0,39,50,70,False,50,50,12151,0,1,20,20,5,29,100,0,100,50,50,25,22,41,58
751572,Forward,High,64,94,92,97,20,39,180,590,2,0,43,50,70,False,50,50,12280,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
751573,Midfielder,Low,64,82,79,94,20,39,35,590,5,0,43,50,70,False,50,50,12536,0,1,20,100,25,32,100,0,100,50,50,56,34,54,73
751574,Midfielder,Medium,64,85,81,92,20,39,33,587,2,0,42,50,70,False,50,50,12370,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
751575,Midfielder,High,64,88,86,91,20,39,31,588,4,0,42,50,70,False,50,50,12202,0,1,20,80,20,31,100,0,100,50,50,49,31,50,69
751568,Defender,Low,64,80,77,93,20,39,38,594,2,0,43,50,70,False,50,50,13697,0,1,20,40,10,33,100,0,100,50,50,33,25,46,62
751569,Defender,Medium,64,87,84,94,20,39,73,593,2,0,43,50,70,False,50,50,14233,0,1,20,40,10,33,100,0,100,50,50,33,25,46,62
751570,Defender,High,64,92,90,97,20,39,69,591,1,0,42,50,70,False,50,50,11957,0,1,20,20,5,31,100,0,100,50,50,25,22,42,59
751571,Forward,Low,64,82,80,93,20,39,183,591,4,0,42,50,70,False,50,50,12908,0,1,20,80,20,31,100,0,100,50,50,49,31,50,69
751580,Forward,Medium,64,89,88,96,20,39,161,587,4,0,39,50,70,False,50,50,11705,0,1,20,80,20,29,100,0,100,50,50,48,31,50,69
751581,Forward,High,64,91,89,94,20,39,177,586,2,0,39,50,70,False,50,50,11726,0,1,20,40,10,29,100,0,100,50,50,33,25,44,62
751582,Midfielder,Low,64,80,78,92,20,39,28,587,1,0,38,50,70,False,50,50,11105,0,1,20,20,5,28,100,0,100,50,50,25,22,41,58
751583,Midfielder,Medium,64,87,85,94,20,39,33,587,3,0,38,50,70,False,50,50,10971,0,1,20,60,15,28,100,0,100,50,50,41,28,46,65
751576,Midfielder,High,64,92,86,96,20,39,39,592,2,0,39,50,70,False,50,50,13625,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
751577,Defender,Low,64,84,80,97,20,39,47,592,1,0,39,50,70,False,50,50,13682,0,1,20,20,5,31,100,0,100,50,50,25,22,42,59
751578,Defender,Medium,64,85,82,93,20,39,59,587,2,0,38,50,70,False,50,50,11120,0,1,20,40,10,28,100,0,100,50,50,33,25,44,62
751579,Defender,High,64,90,87,94,20,39,67,586,3,0,38,50,70,False,50,50,10982,0,1,20,60,15,28,100,0,100,50,50,41,28,46,65
751588,Forward,Low,64,84,82,96,20,39,149,581,3,0,55,50,70,False,50,50,15701,0,1,20,60,15,41,100,0,100,50,50,42,30,52,67
751589,Forward,Medium,63,87,85,93,20,39,169,582,2,0,54,50,70,False,50,50,15636,0,1,20,40,10,40,100,0,100,50,50,34,27,49,63
751590,Forward,High,63,88,86,91,20,39,188,579,1,0,54,50,70,False,50,50,14418,0,1,20,20,5,39,100,0,100,50,50,26,23,45,59
751591,Midfielder,Low,64,83,81,95,20,39,29,578,1,0,54,50,70,False,50,50,14175,0,1,20,20,5,39,100,0,100,50,50,26,23,45,59
751584,Midfielder,Medium,64,87,85,94,20,39,27,583,3,0,55,50,70,False,50,50,17574,0,1,20,60,15,42,100,0,100,50,50,42,30,52,67
751585,Midfielder,High,64,90,88,93,20,39,26,584,1,0,56,50,70,False,50,50,17679,0,1,20,20,5,43,100,0,100,50,50,27,24,47,60
751586,Defender,Low,64,79,76,92,20,39,55,587,2,0,54,50,70,False,50,50,16684,0,1,20,40,10,41,100,0,100,50,50,34,27,49,63
751587,Defender,Medium,64,87,84,94,20,39,53,585,2,0,54,50,70,False,50,50,16213,0,1,20,40,10,40,100,0,100,50,50,34,27,49,63
751596,Defender,High,64,92,90,96,20,39,51,581,3,0,57,50,70,False,50,50,14595,0,1,20,60,15,41,100,0,100,50,50,42,30,52,67
751597,Forward,Low,64,83,80,94,20,39,171,581,1,0,57,50,70,False,50,50,14721,0,1,20,20,5,41,100,0,100,50,50,26,24,46,60
751598,Forward,Medium,63,85,84,91,20,39,185,583,2,0,61,52,70,False,50,50,17921,0,1,20,40,10,45,100,0,100,50,50,35,27,51,64
751599,Forward,High,63,90,88,93,20,39,186,585,4,0,62,52,70,False,50,50,17958,0,1,20,80,20,46,100,0,100,50,50,50,33,56,71
751592,Midfielder,Low,64,80,75,92,20,39,22,582,4,0,57,50,70,False,50,50,16259,0,1,20,80,20,42,100,0,100,50,50,50,33,55,70
751593,Midfielder,Medium,64,86,82,93,20,39,30,580,4,0,57,50,70,False,50,50,15884,0,1,20,80,20,42,100,0,100,50,50,50,33,55,70
751594,Midfielder,High,64,91,89,94,20,39,43,585,4,0,59,50,70,False,50,50,17104,0,1,20,80,20,44,100,0,100,50,50,50,33,56,70
751595,Defender,Low,64,81,77,94,20,39,44,585,1,0,59,50,70,False,50,50,17122,0,1,20,20,5,44,100,0,100,50,50,27,24,47,60
751604,Defender,Medium,64,87,84,95,20,39,50,578,0,0,63,51,70,False,50,50,16657,0,1,20,0,0,45,100,0,100,50,50,19,21,45,57
751605,Defender,High,64,90,88,95,20,39,40,577,1,0,63,51,70,False,50,50,16488,0,1,20,20,5,45,100,0,100,50,50,27,24,48,60
751606,Forward,Low,62,82,80,93,20,39,144,581,1,0,61,51,70,False,50,50,16293,0,1,20,20,5,44,100,0,100,50,50,27,24,47,60
751607,Forward,Medium,62,83,82,90,20,39,162,580,2,0,61,51,70,False,50,50,16455,0,1,20,40,10,44,100,0,100,50,50,34,27,50,63
751600,Forward,High,64,90,88,93,20,39,180,582,3,0,63,51,70,False,50,50,17235,0,1,20,60,15,46,100,0,100,50,50,42,30,54,67
751601,Midfielder,Low,64,81,77,93,20,39,25,582,2,0,63,51,70,False,50,50,17533,0,1,20,40,10,46,100,0,100,50,50,35,27,51,64
751602,Midfielder,Medium,64,88,81,95,20,39,33,571,0,0,61,51,70,False,50,50,15467,0,1,20,0,0,44,100,0,100,50,50,19,21,45,56
751603,Midfielder,High,64,89,88,93,20,39,31,571,2,0,61,51,70,False,50,50,15670,0,1,20,40,10,44,100,0,100,50,50,34,27,50,63
751612,Defender,Low,64,83,80,96,20,39,52,579,2,0,59,50,70,False,50,50,16435,0,1,20,40,10,43,100,0,100,50,50,34,27,50,63
751613,Defender,Medium,64,86,82,94,20,39,60,578,0,0,59,50,70,False,50,50,15990,0,1,20,0,0,43,100,0,100,50,50,19,21,44,56
751614,Defender,High,64,92,89,96,20,39,67,592,2,0,64,52,70,False,50,50,19804,0,1,20,40,10,48,100,0,100,50,50,35,28,52,64
751615,Forward,Low,64,84,82,95,20,39,157,591,1,0,64,52,70,False,50,50,19316,0,1,20,20,5,48,100,0,100,50,50,27,25,49,60
751608,Forward,Medium,62,87,85,93,20,39,169,581,0,0,59,50,70,False,50,50,15919,0,1,20,0,0,43,100,0,100,50,50,19,21,44,56
751609,Forward,High,64,90,88,92,20,39,183,580,2,0,59,50,70,False,50,50,16124,0,1,20,40,10,43,100,0,100,50,50,34,27,50,63
751610,Midfielder,Low,64,80,78,92,20,39,23,586,1,0,64,51,70,False,50,50,18086,0,1,20,20,5,47,100,0,100,50,50,27,25,49,60
751611,Midfielder,Medium,64,88,86,95,20,39,29,586,3,0,64,51,70,False,50,50,17956,0,1,20,60,15,47,100,0,100,50,50,42,31,54,67
751492,Midfielder,High,64,92,90,95,20,39,32,587,1,0,47,50,70,False,50,50,12693,0,1,20,20,5,34,100,0,100,50,50,26,23,43,59
751493,Defender,Low,64,82,78,94,20,39,38,586,2,0,46,50,70,False,50,50,12408,0,1,20,40,10,33,100,0,100,50,50,33,25,46,62
751494,Defender,Medium,64,86,82,93,20,39,54,575,1,0,41,50,70,False,50,50,10373,0,1,20,20,5,29,100,0,100,50,50,25,22,41,58
751495,Defender,High,64,89,86,93,20,39,53,576,2,0,41,50,70,False,50,50,10187,0,1,20,40,10,29,100,0,100,50,50,33,25,44,62
751488,Forward,Low,64,83,81,94,20,39,164,582,2,0,43,50,70,False,50,50,11736,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
751489,Forward,Medium,64,89,87,95,20,39,168,581,1,0,43,50,70,False,50,50,11559,0,1,20,20,5,31,100,0,100,50,50,25,22,42,59
751490,Forward,High,64,93,92,96,20,39,174,581,1,0,42,50,70,False,50,50,11419,0,1,20,20,5,30,100,0,100,50,50,25,22,42,59
751491,Midfielder,Low,64,82,77,94,20,39,34,581,3,0,42,50,70,False,50,50,11477,0,1,20,60,15,30,100,0,100,50,50,41,28,47,66
751500,Midfielder,Medium,64,86,85,93,20,39,31,587,2,0,40,50,70,False,50,50,11592,0,1,20,40,10,29,100,0,100,50,50,33,25,44,62
751501,Midfielder,High,64,93,91,96,20,39,24,587,1,0,41,50,70,False,50,50,11524,0,1,20,20,5,30,100,0,100,50,50,25,22,42,59
751502,Defender,Low,64,82,75,95,20,39,60,581,1,0,38,50,70,False,50,50,10474,0,1,20,20,5,28,100,0,100,50,50,25,22,41,58
751503,Defender,Medium,64,88,84,96,20,39,54,581,2,0,39,50,70,False,50,50,10311,0,1,20,40,10,28,100,0,100,50,50,33,25,44,62
751496,Defender,High,64,90,85,94,20,39,48,586,2,0,43,50,70,False,50,50,11980,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
751497,Forward,Low,63,85,83,96,20,39,142,587,1,0,44,50,70,False,50,50,12037,0,1,20,20,5,32,100,0,100,50,50,25,22,43,59
751498,Forward,Medium,64,87,85,93,20,39,182,585,3,0,40,50,70,False,50,50,10881,0,1,20,60,15,29,100,0,100,50,50,41,28,47,65
751499,Forward,High,64,90,88,93,20,39,182,583,4,0,40,50,70,False,50,50,10352,0,1,20,80,20,28,100,0,100,50,50,48,31,49,69
751508,Midfielder,Low,64,78,73,90,20,39,30,578,1,0,44,50,70,False,50,50,11907,0,1,20,20,5,32,100,0,100,50,50,25,22,43,59
751509,Midfielder,Medium,64,86,84,93,20,39,28,577,1,0,44,50,70,False,50,50,11888,0,1,20,20,5,32,100,0,100,50,50,25,22,43,59
751510,Midfielder,High,64,88,86,91,20,39,25,574,3,0,42,50,70,False,50,50,10368,0,1,20,60,15,30,100,0,100,50,50,41,28,47,66
751511,Defender,Low,64,83,80,96,20,39,52,575,2,0,42,50,70,False,50,50,10715,0,1,20,40,10,30,100,0,100,50,50,33,25,45,62
751504,Defender,Medium,64,88,85,95,20,39,52,587,2,0,44,50,70,False,50,50,12914,0,1,20,40,10,33,100,0,100,50,50,33,25,46,62
751505,Defender,High,64,90,87,94,20,39,49,587,4,0,44,50,70,False,50,50,13189,0,1,20,80,20,33,100,0,100,50,50,49,31,51,69
751506,Forward,Low,64,82,80,93,20,39,140,588,2,0,43,50,70,False,50,50,12126,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
751507,Forward,Medium,64,86,84,92,20,39,159,587,2,0,43,50,70,False,50,50,12073,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
751516,Forward,High,64,92,90,95,20,39,174,580,0,0,41,50,70,False,50,50,11343,0,1,20,0,0,30,100,0,100,50,50,18,19,39,55
751517,Midfielder,Low,64,82,80,95,20,39,29,581,1,0,41,50,70,False,50,50,11321,0,1,20,20,5,30,100,0,100,50,50,25,22,42,59
751518,Midfielder,Medium,64,87,83,94,20,39,28,576,2,0,40,50,70,False,50,50,9997,0,1,20,40,10,28,100,0,100,50,50,33,25,44,62
751519,Midfielder,High,64,90,87,93,20,39,21,576,3,0,40,50,70,False,50,50,10157,0,1,20,60,15,28,100,0,100,50,50,41,28,46,65
751512,Defender,Low,64,80,77,93,20,39,58,581,2,0,42,50,70,False,50,50,12675,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
751513,Defender,Medium,64,87,84,95,20,39,49,580,3,0,42,50,70,False,50,50,12717,0,1,20,60,15,31,100,0,100,50,50,41,28,48,66
751514,Defender,High,64,89,87,94,20,39,40,577,0,0,40,50,70,False,50,50,10412,0,1,20,0,0,29,100,0,100,50,50,17,19,39,55
751515,Forward,Low,63,83,81,94,20,39,158,577,2,0,40,50,70,False,50,50,10341,0,1,20,40,10,28,100,0,100,50,50,33,25,44,62
751524,Forward,Medium,64,86,84,93,20,39,151,597,3,0,52,50,70,False,50,50,17505,0,1,20,60,15,40,100,0,100,50,50,42,30,51,67
751525,Forward,High,64,92,90,95,20,39,186,598,0,0,52,50,70,False,50,50,17792,0,1,20,0,0,40,100,0,100,50,50,19,21,43,56
751526,Midfielder,Low,64,81,79,93,20,39,28,594,1,0,53,50,70,False,50,50,16871,0,1,20,20,5,40,100,0,100,50,50,26,24,46,60
751527,Midfielder,Medium,64,86,84,93,20,39,29,592,3,0,53,50,70,False,50,50,16735,0,1,20,60,15,40,100,0,100,50,50,42,30,51,67
751520,Midfielder,High,64,90,88,94,20,39,25,600,6,0,54,50,70,False,50,50,22001,0,1,20,100,30,45,100,0,100,50,50,59,37,60,75
751521,Defender,Low,64,82,78,94,20,39,41,600,5,0,54,50,70,False,50,50,22027,0,1,20,100,25,45,100,0,100,50,50,58,36,59,74
751522,Defender,Medium,64,89,86,97,20,39,62,600,2,0,52,50,70,False,50,50,19848,0,1,20,40,10,42,100,0,100,50,50,34,27,49,63
751523,Defender,High,64,90,85,94,20,39,60,600,2,0,51,50,70,False,50,50,19344,0,1,20,40,10,41,100,0,100,50,50,34,27,49,63
751532,Forward,Low,64,82,80,93,20,39,158,586,1,0,48,50,70,False,50,50,14926,0,1,20,20,5,36,100,0,100,50,50,26,23,44,59
751533,Forward,Medium,61,87,86,94,20,39,172,586,3,0,48,50,70,False,50,50,14824,0,1,20,60,15,36,100,0,100,50,50,41,29,50,66
751534,Forward,High,64,92,90,95,20,39,210,597,1,0,52,50,70,False,50,50,18009,0,1,20,20,5,41,100,0,100,50,50,26,24,46,60
751535,Midfielder,Low,64,84,82,96,20,39,30,597,0,0,52,50,70,False,50,50,18033,0,1,20,0,0,41,100,0,100,50,50,19,21,43,56
751528,Midfielder,Medium,64,86,84,93,20,39,25,594,2,0,49,50,70,False,50,50,16541,0,1,20,40,10,38,100,0,100,50,50,34,26,48,63
751529,Midfielder,High,64,91,88,95,20,39,20,595,4,0,49,50,70,False,50,50,16472,0,1,20,80,20,38,100,0,100,50,50,49,32,53,70
751530,Defender,Low,64,81,78,93,20,39,64,600,4,0,53,50,70,False,50,50,22561,0,1,20,80,20,45,100,0,100,50,50,50,33,56,71
751531,Defender,Medium,64,86,82,94,20,39,57,600,4,0,54,50,70,False,50,50,23263,0,1,20,80,20,46,100,0,100,50,50,50,33,56,71
751540,Defender,High,64,89,86,93,20,39,60,593,3,0,58,50,70,False,50,50,18406,0,1,20,60,15,44,100,0,100,50,50,42,30,53,67
751541,Forward,Low,60,79,77,90,20,39,136,594,2,0,58,50,70,False,50,50,18476,0,1,20,40,10,44,100,0,100,50,50,34,27,50,63
751542,Forward,Medium,63,89,87,95,20,39,163,589,2,0,59,50,70,False,50,50,18028,0,1,20,40,10,44,100,0,100,50,50,34,27,50,63
751543,Forward,High,64,90,89,93,20,39,178,589,1,0,58,50,70,False,50,50,17998,0,1,20,20,5,44,100,0,100,50,50,27,24,47,60
751536,Midfielder,Low,64,84,75,96,20,39,33,597,4,0,56,50,70,False,50,50,20426,0,1,20,80,20,45,100,0,100,50,50,50,33,56,71
751537,Midfielder,Medium,64,84,81,91,20,39,32,598,3,0,57,50,70,False,50,50,20778,0,1,20,60,15,45,100,0,100,50,50,42,30,53,67
751538,Midfielder,High,64,90,85,94,20,39,27,592,0,0,50,50,70,False,50,50,17625,0,1,20,0,0,39,100,0,100,50,50,18,20,43,56
751539,Defender,Low,64,83,80,96,20,39,50,593,3,0,51,50,70,False,50,50,18058,0,1,20,60,15,40,100,0,100,50,50,42,30,51,67
751548,Defender,Medium,64,87,84,95,20,39,61,600,4,0,53,50,70,False,50,50,19151,0,1,20,80,20,42,100,0,100,50,50,50,33,55,70
751549,Defender,High,64,89,86,93,20,39,50,600,3,0,54,50,70,False,50,50,18985,0,1,20,60,15,42,100,0,100,50,50,42,30,52,67
751550,Forward,Low,62,82,80,93,20,39,145,600,1,0,61,51,70,False,50,50,20332,0,1,20,20,5,47,100,0,100,50,50,27,25,49,60
751551,Forward,Medium,64,87,85,93,20,39,161,600,2,0,61,51,70,False,50,50,20313,0,1,20,40,10,47,100,0,100,50,50,35,28,51,64
751544,Forward,High,61,93,91,95,20,39,166,592,1,0,55,50,70,False,50,50,16592,0,1,20,20,5,41,100,0,100,50,50,26,24,46,60
