seed,position,intensity,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep,career_output_sum,decisive_moments,clubs_served,longest_club_tenure,winning,accolades,output,longevity,decisive,loyalty,icon,head_to_head,score_Trophy Cabinet,score_Eye-Test Romantics,score_Stats Purists,score_Loyalty Traditionalists
769297,Forward,High,64,89,87,92,20,39,191,571,3,0,54,50,70,False,50,50,13886,0,1,20,60,15,39,100,0,100,50,50,42,29,51,66
769298,Midfielder,Low,64,81,79,94,20,39,21,578,1,0,56,50,70,False,50,50,14449,0,1,20,20,5,40,100,0,100,50,50,26,24,46,60
769299,Midfielder,Medium,64,89,81,96,20,39,26,578,5,0,56,50,70,False,50,50,14860,0,1,20,100,25,40,100,0,100,50,50,57,36,57,74
769308,Midfielder,High,64,89,86,93,20,39,24,586,1,0,54,50,70,False,50,50,16683,0,1,20,20,5,41,100,0,100,50,50,26,24,46,60
769309,Defender,Low,64,80,77,93,20,39,52,585,2,0,54,50,70,False,50,50,16923,0,1,20,40,10,41,100,0,100,50,50,34,27,49,63
769310,Defender,Medium,64,87,82,94,20,39,55,582,3,0,54,50,70,False,50,50,14464,0,1,20,60,15,39,100,0,100,50,50,42,29,51,66
769311,Defender,High,64,91,86,96,20,39,63,581,2,0,54,50,70,False,50,50,14415,0,1,20,40,10,39,100,0,100,50,50,34,26,48,63
769304,Forward,Low,63,84,82,96,20,39,161,574,1,0,55,50,70,False,50,50,13756,0,1,20,20,5,39,100,0,100,50,50,26,23,45,59
769305,Forward,Medium,64,86,85,93,20,39,164,575,1,0,55,50,70,False,50,50,14085,0,1,20,20,5,39,100,0,100,50,50,26,23,45,59
769306,Forward,High,64,92,90,95,20,39,192,576,5,0,54,50,70,False,50,50,12720,0,1,20,100,25,38,100,0,100,50,50,57,35,56,73
769307,Midfielder,Low,64,82,80,94,20,39,25,574,1,0,53,50,70,False,50,50,12743,0,1,20,20,5,37,100,0,100,50,50,26,23,45,59
769316,Midfielder,Medium,64,86,83,93,20,39,36,599,2,0,44,50,70,False,50,50,19134,0,1,20,40,10,37,100,0,100,50,50,34,26,47,63
769317,Midfielder,High,64,91,89,94,20,39,32,598,4,0,44,50,70,False,50,50,18917,0,1,20,80,20,37,100,0,100,50,50,49,32,53,70
769318,Defender,Low,64,81,78,93,20,39,57,600,2,0,45,50,70,False,50,50,20168,0,1,20,40,10,39,100,0,100,50,50,34,26,48,63
769319,Defender,Medium,64,87,84,95,20,39,66,600,2,0,45,50,70,False,50,50,19901,0,1,20,40,10,39,100,0,100,50,50,34,26,48,63
769312,Defender,High,64,89,87,93,20,39,56,596,2,0,47,50,70,False,50,50,19511,0,1,20,40,10,39,100,0,100,50,50,34,26,48,63
769313,Forward,Low,64,84,82,95,20,39,162,597,6,0,47,50,70,False,50,50,19780,0,1,20,100,30,40,100,0,100,50,50,58,37,58,74
769314,Forward,Medium,64,86,85,93,20,39,192,599,3,0,45,50,70,False,50,50,19886,0,1,20,60,15,39,100,0,100,50,50,42,29,51,66
769315,Forward,High,64,92,90,95,20,39,203,600,5,0,45,50,70,False,50,50,19624,0,1,20,100,25,38,100,0,100,50,50,57,35,56,73
769324,Midfielder,Low,64,81,78,93,20,39,23,600,2,0,54,50,70,False,50,50,25036,0,1,20,40,10,47,100,0,100,50,50,35,28,51,64
769325,Midfielder,Medium,64,86,84,93,20,39,30,600,1,0,54,50,70,False,50,50,24591,0,1,20,20,5,47,100,0,100,50,50,27,25,49,60
769326,Midfielder,High,64,93,91,96,20,39,31,599,3,0,46,50,70,False,50,50,20138,0,1,20,60,15,39,100,0,100,50,50,42,29,51,66
769327,Defender,Low,64,82,78,94,20,39,57,599,3,0,46,50,70,False,50,50,19894,0,1,20,60,15,39,100,0,100,50,50,42,29,51,66
769320,Defender,Medium,64,86,82,93,20,39,49,600,2,0,50,50,70,False,50,50,22682,0,1,20,40,10,43,100,0,100,50,50,34,27,50,63
769321,Defender,High,64,89,86,93,20,39,65,600,4,0,48,50,70,False,50,50,21888,0,1,20,80,20,42,100,0,100,50,50,50,33,55,70
769322,Forward,Low,64,84,81,95,20,39,164,598,3,0,44,50,70,False,50,50,18491,0,1,20,60,15,37,100,0,100,50,50,41,29,50,66
769323,Forward,Medium,64,88,86,94,20,39,188,599,0,0,45,50,70,False,50,50,18319,0,1,20,0,0,37,100,0,100,50,50,18,20,42,56
769332,Forward,High,61,90,88,93,20,39,198,600,3,0,47,50,70,False,50,50,20545,0,1,20,60,15,40,100,0,100,50,50,42,30,51,67
769333,Midfielder,Low,64,77,75,89,20,39,40,600,3,0,47,50,70,False,50,50,21299,0,1,20,60,15,41,100,0,100,50,50,42,30,52,67
769334,Midfielder,Medium,64,86,85,93,20,39,25,600,3,0,47,50,70,False,50,50,19273,0,1,20,60,15,39,100,0,100,50,50,42,29,51,66
769335,Midfielder,High,64,90,87,93,20,39,39,600,5,0,47,50,70,False,50,50,19618,0,1,20,100,25,39,100,0,100,50,50,57,35,56,73
769328,Defender,Low,64,84,80,97,20,39,67,600,2,0,48,50,70,False,50,50,20969,0,1,20,40,10,41,100,0,100,50,50,34,27,49,63
769329,Defender,Medium,64,86,83,93,20,39,60,600,1,0,48,50,70,False,50,50,20198,0,1,20,20,5,40,100,0,100,50,50,26,24,46,60
769330,Defender,High,64,91,88,95,20,39,70,600,5,0,56,50,70,False,50,50,25592,0,1,20,100,25,49,100,0,100,50,50,58,37,60,74
769331,Forward,Low,63,80,78,91,20,39,168,600,3,0,56,50,70,False,50,50,25635,0,1,20,60,15,49,100,0,100,50,50,43,31,55,67
769340,Forward,Medium,63,86,84,92,20,39,196,597,4,0,48,50,70,False,50,50,19114,0,1,20,80,20,40,100,0,100,50,50,50,33,54,70
769341,Forward,High,62,90,88,92,20,39,159,597,0,0,48,50,70,False,50,50,18974,0,1,20,0,0,39,100,0,100,50,50,18,20,43,56
769342,Midfielder,Low,64,82,78,94,20,39,30,598,5,0,47,50,70,False,50,50,19019,0,1,20,100,25,39,100,0,100,50,50,57,35,56,73
769343,Midfielder,Medium,64,86,84,92,20,39,40,599,5,0,47,50,70,False,50,50,18821,0,1,20,100,25,39,100,0,100,50,50,57,35,56,73
769336,Midfielder,High,64,88,87,92,20,39,30,600,5,0,53,50,70,False,50,50,21718,0,1,20,100,25,44,100,0,100,50,50,58,36,58,74
769337,Defender,Low,64,80,77,93,20,39,63,600,3,0,53,50,70,False,50,50,21654,0,1,20,60,15,44,100,0,100,50,50,42,30,53,67
769338,Defender,Medium,64,86,83,94,20,39,67,600,3,0,47,50,70,False,50,50,20306,0,1,20,60,15,40,100,0,100,50,50,42,30,51,67
769339,Defender,High,64,89,86,93,20,39,69,600,3,0,47,50,70,False,50,50,20316,0,1,20,60,15,40,100,0,100,50,50,42,30,51,67
769220,Forward,Low,64,83,81,95,20,39,160,587,0,0,48,50,70,False,50,50,13885,0,1,20,0,0,35,100,0,100,50,50,18,20,41,56
769221,Forward,Medium,63,86,84,92,20,39,159,586,2,0,48,50,70,False,50,50,13876,0,1,20,40,10,35,100,0,100,50,50,34,26,47,63
769222,Forward,High,63,90,88,93,20,39,168,580,1,0,46,50,70,False,50,50,12540,0,1,20,20,5,33,100,0,100,50,50,26,22,43,59
769223,Midfielder,Low,64,80,78,92,20,39,35,581,3,0,46,50,70,False,50,50,12549,0,1,20,60,15,33,100,0,100,50,50,41,28,48,66
769216,Midfielder,Medium,64,86,84,93,20,39,25,591,0,0,48,50,70,False,50,50,12911,0,1,20,0,0,34,100,0,100,50,50,18,20,41,55
769217,Midfielder,High,64,90,88,94,20,39,20,592,1,0,48,50,70,False,50,50,13202,0,1,20,20,5,35,100,0,100,50,50,26,23,44,59
769218,Defender,Low,64,81,78,93,20,39,41,591,2,0,52,50,70,False,50,50,14509,0,1,20,40,10,38,100,0,100,50,50,34,26,48,63
769219,Defender,Medium,64,89,84,97,20,39,74,590,3,0,52,50,70,False,50,50,14773,0,1,20,60,15,38,100,0,100,50,50,42,29,50,66
769228,Defender,High,64,89,86,93,20,39,51,581,2,0,47,50,70,False,50,50,13449,0,1,20,40,10,35,100,0,100,50,50,34,26,47,63
769229,Forward,Low,64,85,82,97,20,39,165,581,2,0,47,50,70,False,50,50,13348,0,1,20,40,10,34,100,0,100,50,50,33,26,46,62
769230,Forward,Medium,63,86,85,93,20,39,149,586,1,0,51,50,70,False,50,50,13849,0,1,20,20,5,37,100,0,100,50,50,26,23,45,59
769231,Forward,High,64,90,88,93,20,39,163,586,0,0,51,50,70,False,50,50,13802,0,1,20,0,0,37,100,0,100,50,50,18,20,42,56
769224,Midfielder,Low,64,83,80,95,20,39,30,582,2,0,47,50,70,False,50,50,12933,0,1,20,40,10,34,100,0,100,50,50,33,26,46,62
769225,Midfielder,Medium,64,86,84,93,20,39,24,584,1,0,47,50,70,False,50,50,12784,0,1,20,20,5,34,100,0,100,50,50,26,23,43,59
769226,Midfielder,High,64,87,84,90,20,39,38,593,0,0,52,50,70,False,50,50,14468,0,1,20,0,0,38,100,0,100,50,50,18,20,42,56
769227,Defender,Low,64,82,77,95,20,39,44,592,5,0,52,50,70,False,50,50,14676,0,1,20,100,25,38,100,0,100,50,50,57,35,56,73
769236,Defender,Medium,64,87,84,94,20,39,48,591,3,0,51,50,70,False,50,50,15434,0,1,20,60,15,38,100,0,100,50,50,42,29,50,66
769237,Defender,High,64,89,85,93,20,39,79,592,0,0,51,50,70,False,50,50,15313,0,1,20,0,0,38,100,0,100,50,50,18,20,42,56
769238,Forward,Low,64,82,80,93,20,39,177,593,2,0,50,50,70,False,50,50,13191,0,1,20,40,10,36,100,0,100,50,50,34,26,47,63
769239,Forward,Medium,63,87,85,93,20,39,163,592,1,0,50,50,70,False,50,50,13351,0,1,20,20,5,36,100,0,100,50,50,26,23,44,59
769232,Forward,High,64,90,89,93,20,39,184,592,3,0,50,50,70,False,50,50,14212,0,1,20,60,15,37,100,0,100,50,50,41,29,50,66
769233,Midfielder,Low,64,83,80,95,20,39,32,593,4,0,50,50,70,False,50,50,14297,0,1,20,80,20,37,100,0,100,50,50,49,32,53,70
769234,Midfielder,Medium,64,87,86,94,20,39,28,594,1,0,49,50,70,False,50,50,14796,0,1,20,20,5,36,100,0,100,50,50,26,23,44,59
769235,Midfielder,High,64,89,88,93,20,39,22,593,5,0,49,50,70,False,50,50,14822,0,1,20,100,25,36,100,0,100,50,50,57,35,55,73
769244,Defender,Low,64,80,77,93,20,39,47,592,3,0,49,50,70,False,50,50,13978,0,1,20,60,15,36,100,0,100,50,50,41,29,50,66
769245,Defender,Medium,64,86,82,94,20,39,58,592,6,0,49,50,70,False,50,50,14384,0,1,20,100,30,36,100,0,100,50,50,58,36,56,74
769246,Defender,High,64,91,88,95,20,39,59,579,4,0,48,50,70,False,50,50,13008,0,1,20,80,20,35,100,0,100,50,50,49,32,52,70
769247,Forward,Low,64,84,82,96,20,39,169,579,1,0,48,50,70,False,50,50,13137,0,1,20,20,5,35,100,0,100,50,50,26,23,44,59
769240,Forward,Medium,60,84,82,90,20,39,164,590,3,0,50,50,70,False,50,50,12654,0,1,20,60,15,35,100,0,100,50,50,41,29,49,66
769241,Forward,High,64,90,88,93,20,39,189,588,4,0,50,50,70,False,50,50,12567,0,1,20,80,20,35,100,0,100,50,50,49,32,52,70
769242,Midfielder,Low,64,84,81,96,20,39,27,591,0,0,48,50,70,False,50,50,14353,0,1,20,0,0,36,100,0,100,50,50,18,20,41,56
769243,Midfielder,Medium,64,89,86,97,20,39,27,590,1,0,48,50,70,False,50,50,14412,0,1,20,20,5,36,100,0,100,50,50,26,23,44,59
769252,Midfielder,High,64,92,90,95,20,39,26,584,1,0,48,50,70,False,50,50,15394,0,1,20,20,5,37,100,0,100,50,50,26,23,45,59
769253,Defender,Low,64,82,79,95,20,39,41,583,1,0,48,50,70,False,50,50,15074,0,1,20,20,5,36,100,0,100,50,50,26,23,44,59
769254,Defender,Medium,64,87,83,94,20,39,57,594,5,0,48,50,70,False,50,50,16681,0,1,20,100,25,38,100,0,100,50,50,57,35,56,73
769255,Defender,High,64,93,90,97,20,39,63,593,3,0,48,50,70,False,50,50,16092,0,1,20,60,15,37,100,0,100,50,50,41,29,50,66
769248,Forward,Low,64,82,80,93,20,39,159,585,2,0,49,50,70,False,50,50,14385,0,1,20,40,10,36,100,0,100,50,50,34,26,47,63
769249,Forward,Medium,64,87,85,93,20,39,171,584,5,0,49,50,70,False,50,50,13630,0,1,20,100,25,36,100,0,100,50,50,57,35,55,73
769250,Forward,High,64,93,91,96,20,39,223,597,2,0,48,50,70,False,50,50,16961,0,1,20,40,10,38,100,0,100,50,50,34,26,48,63
769251,Midfielder,Low,64,81,79,93,20,39,38,597,2,0,48,50,70,False,50,50,16513,0,1,20,40,10,37,100,0,100,50,50,34,26,47,63
769260,Midfielder,Medium,64,84,82,91,20,39,25,585,1,0,49,50,70,False,50,50,14392,0,1,20,20,5,36,100,0,100,50,50,26,23,44,59
769261,Midfielder,High,64,90,88,93,20,39,36,585,5,0,49,50,70,False,50,50,14418,0,1,20,100,25,36,100,0,100,50,50,57,35,55,73
769262,Defender,Low,64,82,77,94,20,39,55,587,3,0,49,50,70,False,50,50,15002,0,1,20,60,15,37,100,0,100,50,50,41,29,50,66
769263,Defender,Medium,64,86,83,93,20,39,56,589,5,0,49,50,70,False,50,50,15233,0,1,20,100,25,37,100,0,100,50,50,57,35,56,73
769256,Defender,High,64,89,87,94,20,39,67,581,3,0,49,50,70,False,50,50,11861,0,1,20,60,15,34,100,0,100,50,50,41,29,49,66
769257,Forward,Low,64,83,81,94,20,39,153,585,3,0,49,50,70,False,50,50,11867,0,1,20,60,15,34,100,0,100,50,50,41,29,49,66
769258,Forward,Medium,64,89,87,95,20,39,179,589,2,0,50,50,70,False,50,50,16029,0,1,20,40,10,38,100,0,100,50,50,34,26,48,63
769259,Forward,High,64,94,92,97,20,39,193,591,3,0,50,50,70,False,50,50,16216,0,1,20,60,15,38,100,0,100,50,50,42,29,50,66
769268,Midfielder,Low,64,81,76,93,20,39,26,583,2,0,53,50,70,False,50,50,13269,0,1,20,40,10,37,100,0,100,50,50,34,26,47,63
769269,Midfielder,Medium,64,86,84,93,20,39,34,583,1,0,53,50,70,False,50,50,12974,0,1,20,20,5,37,100,0,100,50,50,26,23,45,59
769270,Midfielder,High,64,91,85,94,20,39,30,595,3,0,54,50,70,False,50,50,17627,0,1,20,60,15,41,100,0,100,50,50,42,30,52,67
769271,Defender,Low,64,82,78,95,20,39,61,596,5,0,54,50,70,False,50,50,17989,0,1,20,100,25,42,100,0,100,50,50,57,36,58,74
769264,Defender,Medium,64,86,81,93,20,39,54,588,2,0,54,50,70,False,50,50,17861,0,1,20,40,10,42,100,0,100,50,50,34,27,49,63
769265,Defender,High,64,91,88,95,20,39,55,589,3,0,54,50,70,False,50,50,17832,0,1,20,60,15,42,100,0,100,50,50,42,30,52,67
769266,Forward,Low,64,82,80,93,20,39,170,587,2,0,54,50,70,False,50,50,15901,0,1,20,40,10,40,100,0,100,50,50,34,27,49,63
769267,Forward,Medium,64,89,87,96,20,39,184,589,2,0,54,50,70,False,50,50,15850,0,1,20,40,10,40,100,0,100,50,50,34,27,49,63
769276,Forward,High,64,90,88,93,20,39,199,582,6,0,55,50,70,False,50,50,15082,0,1,20,100,30,40,100,0,100,50,50,58,37,58,74
769277,Midfielder,Low,64,79,77,91,20,39,38,584,1,0,55,50,70,False,50,50,15201,0,1,20,20,5,40,100,0,100,50,50,26,24,46,60
769278,Midfielder,Medium,64,89,85,97,20,39,28,593,1,0,55,50,70,False,50,50,16658,0,1,20,20,5,41,100,0,100,50,50,26,24,46,60
769279,Midfielder,High,64,91,89,95,20,39,25,593,1,0,55,50,70,False,50,50,16757,0,1,20,20,5,41,100,0,100,50,50,26,24,46,60
769272,Defender,Low,64,81,78,94,20,39,59,582,2,0,54,50,70,False,50,50,15536,0,1,20,40,10,40,100,0,100,50,50,34,27,49,63
769273,Defender,Medium,64,89,86,97,20,39,53,585,0,0,55,50,70,False,50,50,15488,0,1,20,0,0,40,100,0,100,50,50,19,21,43,56
769274,Defender,High,64,91,89,96,20,39,69,586,3,0,54,50,70,False,50,50,16176,0,1,20,60,15,40,100,0,100,50,50,42,30,51,67
769275,Forward,Low,64,82,80,94,20,39,175,584,1,0,54,50,70,False,50,50,15587,0,1,20,20,5,40,100,0,100,50,50,26,24,46,60
769156,Forward,Medium,64,86,85,93,20,39,167,572,2,0,47,50,70,False,50,50,10711,0,1,20,40,10,32,100,0,100,50,50,33,25,45,62
769157,Forward,High,64,90,88,93,20,39,183,573,3,0,47,50,70,False,50,50,10620,0,1,20,60,15,32,100,0,100,50,50,41,28,48,66
769158,Midfielder,Low,64,81,78,93,20,39,35,567,6,0,47,50,70,False,50,50,9691,0,1,20,100,30,32,100,0,100,50,50,57,35,54,73
769159,Midfielder,Medium,64,86,80,93,20,39,30,567,0,0,46,50,70,False,50,50,9535,0,1,20,0,0,31,100,0,100,50,50,18,19,39,55
769152,Midfielder,High,64,93,87,96,20,39,26,571,2,0,46,50,70,False,50,50,9616,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
769153,Defender,Low,64,83,79,95,20,39,52,570,3,0,47,50,70,False,50,50,9579,0,1,20,60,15,31,100,0,100,50,50,41,28,48,66
769154,Defender,Medium,64,89,86,97,20,39,57,569,3,0,47,50,70,False,50,50,11019,0,1,20,60,15,33,100,0,100,50,50,41,28,48,66
769155,Defender,High,64,88,83,92,20,39,46,569,5,0,47,50,70,False,50,50,11020,0,1,20,100,25,33,100,0,100,50,50,57,34,54,73
769164,Forward,Low,62,82,80,94,20,39,132,564,4,0,48,50,70,False,50,50,10236,0,1,20,80,20,33,100,0,100,50,50,49,31,51,69
769165,Forward,Medium,64,86,84,92,20,39,147,564,1,0,48,50,70,False,50,50,10333,0,1,20,20,5,33,100,0,100,50,50,26,22,43,59
769166,Forward,High,64,90,88,93,20,39,198,569,3,0,49,50,70,False,50,50,10957,0,1,20,60,15,34,100,0,100,50,50,41,29,49,66
769167,Midfielder,Low,64,82,80,94,20,39,20,569,2,0,49,50,70,False,50,50,11151,0,1,20,40,10,34,100,0,100,50,50,33,26,46,62
769160,Midfielder,Medium,64,89,85,96,20,39,25,570,0,0,49,50,70,False,50,50,11533,0,1,20,0,0,34,100,0,100,50,50,18,20,41,55
769161,Midfielder,High,64,92,86,95,20,39,36,570,4,0,49,50,70,False,50,50,11755,0,1,20,80,20,34,100,0,100,50,50,49,32,52,69
769162,Defender,Low,64,82,79,95,20,39,57,571,2,0,49,50,70,False,50,50,10593,0,1,20,40,10,33,100,0,100,50,50,33,25,46,62
769163,Defender,Medium,64,86,83,94,20,39,59,570,1,0,48,50,70,False,50,50,10132,0,1,20,20,5,32,100,0,100,50,50,25,22,43,59
769172,Defender,High,64,89,86,94,20,39,51,579,0,0,43,50,70,False,50,50,11346,0,1,20,0,0,31,100,0,100,50,50,18,19,39,55
769173,Forward,Low,63,82,80,93,20,39,144,579,1,0,43,50,70,False,50,50,11260,0,1,20,20,5,31,100,0,100,50,50,25,22,42,59
769174,Forward,Medium,60,83,81,89,20,39,154,570,4,0,44,50,70,False,50,50,10856,0,1,20,80,20,31,100,0,100,50,50,49,31,50,69
769175,Forward,High,63,88,86,91,20,39,176,569,3,0,44,50,70,False,50,50,10459,0,1,20,60,15,31,100,0,100,50,50,41,28,48,66
769168,Midfielder,Low,64,81,76,93,20,39,27,580,5,0,43,50,70,False,50,50,11689,0,1,20,100,25,31,100,0,100,50,50,56,34,53,73
769169,Midfielder,Medium,64,85,83,92,20,39,33,578,2,0,44,50,70,False,50,50,11108,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
769170,Midfielder,High,64,89,87,92,20,39,33,574,4,0,43,50,70,False,50,50,10307,0,1,20,80,20,30,100,0,100,50,50,49,31,50,69
769171,Defender,Low,64,80,77,93,20,39,48,573,4,0,43,50,70,False,50,50,10078,0,1,20,80,20,30,100,0,100,50,50,49,31,50,69
769180,Defender,Medium,64,85,82,93,20,39,41,578,2,0,45,50,70,False,50,50,12583,0,1,20,40,10,33,100,0,100,50,50,33,25,46,62
769181,Defender,High,64,90,87,94,20,39,51,579,3,0,45,50,70,False,50,50,13075,0,1,20,60,15,33,100,0,100,50,50,41,28,48,66
769182,Forward,Low,63,82,80,93,20,39,135,562,2,0,45,50,70,False,50,50,9755,0,1,20,40,10,31,100,0,100,50,50,33,25,45,62
769183,Forward,Medium,63,84,82,90,20,39,146,560,5,0,45,50,70,False,50,50,9861,0,1,20,100,25,31,100,0,100,50,50,56,34,53,73
769176,Forward,High,64,90,89,93,20,39,158,573,3,0,45,50,70,False,50,50,10209,0,1,20,60,15,31,100,0,100,50,50,41,28,48,66
769177,Midfielder,Low,64,81,78,93,20,39,22,573,4,0,45,50,70,False,50,50,10836,0,1,20,80,20,31,100,0,100,50,50,49,31,50,69
769178,Midfielder,Medium,64,87,84,94,20,39,21,569,0,0,45,50,70,False,50,50,8971,0,1,20,0,0,30,100,0,100,50,50,18,19,39,55
769179,Midfielder,High,64,88,86,91,20,39,33,570,2,0,45,50,70,False,50,50,9308,0,1,20,40,10,30,100,0,100,50,50,33,25,45,62
769188,Defender,Low,64,80,76,92,20,39,47,586,3,0,49,50,70,False,50,50,18094,0,1,20,60,15,39,100,0,100,50,50,42,29,51,66
769189,Defender,Medium,64,86,83,94,20,39,57,586,2,0,48,50,70,False,50,50,17910,0,1,20,40,10,39,100,0,100,50,50,34,26,48,63
769190,Defender,High,64,89,86,93,20,39,61,587,1,0,47,50,70,False,50,50,16195,0,1,20,20,5,37,100,0,100,50,50,26,23,45,59
769191,Forward,Low,64,84,82,96,20,39,170,588,1,0,47,50,70,False,50,50,16182,0,1,20,20,5,37,100,0,100,50,50,26,23,45,59
769184,Forward,Medium,64,87,85,93,20,39,157,581,2,0,47,50,70,False,50,50,14126,0,1,20,40,10,35,100,0,100,50,50,34,26,47,63
769185,Forward,High,62,93,91,96,20,39,180,582,2,0,46,50,70,False,50,50,14275,0,1,20,40,10,35,100,0,100,50,50,34,26,47,63
769186,Midfielder,Low,64,80,78,92,20,39,31,594,3,0,51,50,70,False,50,50,18390,0,1,20,60,15,40,100,0,100,50,50,42,30,51,67
769187,Midfielder,Medium,64,86,84,93,20,39,27,596,0,0,51,50,70,False,50,50,18574,0,1,20,0,0,41,100,0,100,50,50,19,21,43,56
769196,Midfielder,High,64,89,88,93,20,39,22,586,2,0,46,50,70,False,50,50,16826,0,1,20,40,10,37,100,0,100,50,50,34,26,47,63
769197,Defender,Low,64,81,78,94,20,39,48,588,0,0,47,50,70,False,50,50,17317,0,1,20,0,0,38,100,0,100,50,50,18,20,42,56
769198,Defender,Medium,64,88,84,95,20,39,66,584,3,0,45,50,70,False,50,50,13542,0,1,20,60,15,34,100,0,100,50,50,41,29,49,66
769199,Defender,High,64,89,86,93,20,39,71,586,2,0,45,50,70,False,50,50,13709,0,1,20,40,10,34,100,0,100,50,50,33,26,46,62
769192,Forward,Low,63,83,81,94,20,39,154,588,3,0,44,50,70,False,50,50,13359,0,1,20,60,15,33,100,0,100,50,50,41,28,48,66
769193,Forward,Medium,64,87,85,93,20,39,163,588,0,0,44,50,70,False,50,50,13188,0,1,20,0,0,33,100,0,100,50,50,18,19,40,55
769194,Forward,High,64,91,90,94,20,39,171,589,0,0,48,50,70,False,50,50,16392,0,1,20,0,0,37,100,0,100,50,50,18,20,42,56
769195,Midfielder,Low,64,83,74,95,20,39,24,590,3,0,48,50,70,False,50,50,16729,0,1,20,60,15,38,100,0,100,50,50,42,29,50,66
769204,Midfielder,Medium,64,89,88,97,20,39,32,586,2,0,50,50,70,False,50,50,16343,0,1,20,40,10,38,100,0,100,50,50,34,26,48,63
769205,Midfielder,High,64,90,88,93,20,39,28,585,1,0,50,50,70,False,50,50,16113,0,1,20,20,5,38,100,0,100,50,50,26,23,45,59
769206,Defender,Low,64,84,80,96,20,39,52,586,1,0,51,50,70,False,50,50,14964,0,1,20,20,5,38,100,0,100,50,50,26,23,45,59
769207,Defender,Medium,64,88,85,95,20,39,52,586,2,0,51,50,70,False,50,50,15061,0,1,20,40,10,38,100,0,100,50,50,34,26,48,63
769200,Defender,High,64,92,89,96,20,39,56,585,2,0,50,50,70,False,50,50,18756,0,1,20,40,10,41,100,0,100,50,50,34,27,49,63
769201,Forward,Low,63,81,79,92,20,39,145,588,2,0,50,50,70,False,50,50,19806,0,1,20,40,10,41,100,0,100,50,50,34,27,49,63
769202,Forward,Medium,63,86,85,93,20,39,153,588,1,0,50,50,70,False,50,50,17323,0,1,20,20,5,39,100,0,100,50,50,26,23,45,59
769203,Forward,High,64,93,91,96,20,39,185,590,2,0,50,50,70,False,50,50,17869,0,1,20,40,10,40,100,0,100,50,50,34,27,49,63
769212,Midfielder,Low,64,81,78,93,20,39,41,575,3,0,50,50,70,False,50,50,15652,0,1,20,60,15,38,100,0,100,50,50,42,29,50,66
769213,Midfielder,Medium,64,86,81,92,20,39,23,576,2,0,49,50,70,False,50,50,15535,0,1,20,40,10,37,100,0,100,50,50,34,26,47,63
769214,Midfielder,High,64,90,88,94,20,39,27,590,3,0,49,50,70,False,50,50,16329,0,1,20,60,15,38,100,0,100,50,50,42,29,50,66
769215,Defender,Low,64,82,78,95,20,39,50,591,1,0,49,50,70,False,50,50,16181,0,1,20,20,5,38,100,0,100,50,50,26,23,45,59
769208,Defender,Medium,64,86,83,94,20,39,70,587,2,0,49,50,70,False,50,50,16904,0,1,20,40,10,38,100,0,100,50,50,34,26,48,63
769209,Defender,High,64,88,85,93,20,39,57,588,4,0,49,50,70,False,50,50,17269,0,1,20,80,20,39,100,0,100,50,50,49,32,54,70
769210,Forward,Low,64,82,80,93,20,39,155,578,2,0,49,50,70,False,50,50,15242,0,1,20,40,10,37,100,0,100,50,50,34,26,47,63
769211,Forward,Medium,62,85,83,91,20,39,179,578,4,0,48,50,70,False,50,50,15381,0,1,20,80,20,37,100,0,100,50,50,49,32,53,70
769092,Forward,High,64,91,90,94,20,39,175,583,1,0,60,50,70,False,50,50,20204,0,1,20,20,5,47,100,0,100,50,50,27,25,49,60
769093,Midfielder,Low,64,81,77,93,20,39,25,581,3,0,59,50,70,False,50,50,19993,0,1,20,60,15,46,100,0,100,50,50,42,30,54,67
769094,Midfielder,Medium,64,88,86,95,20,39,28,593,2,0,67,51,70,False,50,50,23975,0,1,20,40,10,53,100,0,100,50,50,35,28,54,64
769095,Midfielder,High,64,89,87,92,20,39,31,594,0,0,67,51,70,False,50,50,24160,0,1,20,0,0,53,100,0,100,50,50,20,22,48,57
769088,Defender,Low,64,82,79,95,20,39,47,596,4,0,63,51,70,False,50,50,23481,0,1,20,80,20,51,100,0,100,50,50,51,34,58,71
769089,Defender,Medium,64,85,82,93,20,39,47,596,1,0,63,51,70,False,50,50,23417,0,1,20,20,5,51,100,0,100,50,50,27,25,50,61
769090,Defender,High,64,92,89,96,20,39,50,600,1,0,71,54,70,False,50,50,26604,0,1,20,20,5,57,100,0,100,50,50,28,26,53,61
769091,Forward,Low,64,82,80,93,20,39,166,600,2,0,71,54,70,False,50,50,26641,0,1,20,40,10,57,100,0,100,50,50,36,29,55,65
769100,Forward,Medium,64,89,87,95,20,39,168,594,2,0,57,50,70,False,50,50,21424,0,1,20,40,10,46,100,0,100,50,50,35,27,51,64
769101,Forward,High,64,91,89,94,20,39,202,596,2,0,57,50,70,False,50,50,21899,0,1,20,40,10,46,100,0,100,50,50,35,27,51,64
769102,Midfielder,Low,64,83,79,96,20,39,23,587,1,0,59,50,70,False,50,50,21007,0,1,20,20,5,47,100,0,100,50,50,27,25,49,60
