seed,position,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep
732094,Midfielder,73,90,88,93,20,39,23,589,0,0,53,50,70,false,50,50
732095,Defender,75,92,89,96,20,39,56,591,2,0,53,50,70,false,50,50
732088,Forward,64,90,88,93,20,39,165,592,2,0,54,50,70,false,50,50
732089,Midfielder,75,91,89,94,20,39,38,592,1,0,54,50,70,false,50,50
732090,Defender,75,93,90,97,20,39,48,599,0,0,54,50,70,false,50,50
732091,Forward,64,90,88,93,20,39,196,598,3,0,54,50,70,false,50,50
731972,Midfielder,75,91,87,94,20,39,30,588,3,0,45,50,70,false,50,50
731973,Defender,72,93,90,96,20,39,53,590,0,0,45,50,70,false,50,50
731974,Forward,62,89,87,92,20,39,146,575,2,0,45,50,70,false,50,50
731975,Midfielder,76,92,90,95,20,39,24,577,0,0,45,50,70,false,50,50
731968,Defender,76,91,87,94,20,39,49,578,1,0,45,50,70,false,50,50
731969,Forward,64,90,88,93,20,39,152,579,2,0,45,50,70,false,50,50
731970,Midfielder,75,91,87,94,20,39,38,578,3,0,44,50,70,false,50,50
731971,Defender,75,90,87,94,20,39,57,578,5,0,44,50,70,false,50,50
731980,Forward,65,91,89,93,20,39,201,579,2,0,45,50,70,false,50,50
731981,Midfielder,74,90,87,93,20,39,47,580,4,0,45,50,70,false,50,50
731982,Defender,74,92,89,95,20,39,74,576,1,0,45,50,70,false,50,50
731983,Forward,65,91,89,93,20,39,171,575,1,0,45,50,70,false,50,50
731976,Midfielder,73,90,88,93,20,39,26,577,0,0,45,50,70,false,50,50
731977,Defender,78,93,88,96,20,39,60,578,0,0,46,50,70,false,50,50
731978,Forward,63,93,91,96,20,39,156,579,2,0,46,50,70,false,50,50
731979,Midfielder,70,92,90,95,20,39,31,581,3,0,45,50,70,false,50,50
731988,Defender,73,89,86,92,20,39,57,590,3,0,47,50,70,false,50,50
731989,Forward,64,89,87,92,20,39,177,592,4,0,47,50,70,false,50,50
731990,Midfielder,75,91,88,94,20,39,26,586,6,0,46,50,70,false,50,50
731991,Defender,75,90,87,94,20,39,50,586,2,0,46,50,70,false,50,50
731984,Forward,64,91,89,93,20,39,171,574,1,0,47,50,70,false,50,50
731985,Midfielder,73,89,86,92,20,39,30,576,2,0,47,50,70,false,50,50
731986,Defender,75,90,88,94,20,39,61,584,2,0,46,50,70,false,50,50
731987,Forward,62,88,86,91,20,39,160,582,2,0,46,50,70,false,50,50
731996,Midfielder,77,93,91,96,20,39,43,585,4,0,47,50,70,false,50,50
731997,Defender,75,92,89,96,20,39,62,586,3,0,47,50,70,false,50,50
731998,Forward,67,94,92,97,20,39,178,583,6,0,48,50,70,false,50,50
731999,Midfielder,72,91,89,94,20,39,32,583,1,0,48,50,70,false,50,50
731992,Defender,77,92,89,96,20,39,63,586,1,0,47,50,70,false,50,50
731993,Forward,64,90,88,93,20,39,167,587,1,0,47,50,70,false,50,50
731994,Midfielder,74,90,88,93,20,39,41,576,2,0,48,50,70,false,50,50
731995,Defender,75,92,89,95,20,39,65,577,2,0,48,50,70,false,50,50
732004,Forward,64,90,88,93,20,39,192,588,1,0,50,50,70,false,50,50
732005,Midfielder,75,91,86,94,20,39,30,588,1,0,50,50,70,false,50,50
732006,Defender,75,91,88,94,20,39,58,582,5,0,49,50,70,false,50,50
732007,Forward,66,92,90,95,20,39,194,582,4,0,50,50,70,false,50,50
732000,Midfielder,75,91,88,94,20,39,37,587,4,0,49,50,70,false,50,50
732001,Defender,75,91,88,94,20,39,76,586,3,0,49,50,70,false,50,50
732002,Forward,65,92,90,95,20,39,186,589,2,0,49,50,70,false,50,50
732003,Midfielder,73,90,88,93,20,39,42,588,2,0,49,50,70,false,50,50
732012,Defender,76,91,82,95,20,39,58,577,3,0,50,50,70,false,50,50
732013,Forward,65,91,89,94,20,39,200,578,6,0,50,50,70,false,50,50
732014,Midfielder,75,90,88,93,20,39,34,584,3,0,50,50,70,false,50,50
732015,Defender,71,91,88,94,20,39,43,586,2,0,50,50,70,false,50,50
732008,Forward,61,92,90,95,20,39,158,592,0,0,50,50,70,false,50,50
732009,Midfielder,73,93,91,96,20,39,33,594,5,0,50,50,70,false,50,50
732010,Defender,76,92,89,95,20,39,68,583,2,0,49,50,70,false,50,50
732011,Forward,63,88,86,91,20,39,175,583,4,0,49,50,70,false,50,50
732020,Midfielder,73,90,88,93,20,39,32,590,7,0,50,50,70,false,50,50
732021,Defender,75,93,90,96,20,39,59,590,3,0,50,50,70,false,50,50
732022,Forward,65,91,89,94,20,39,172,587,2,0,50,50,70,false,50,50
732023,Midfielder,75,91,85,94,20,39,35,588,1,0,50,50,70,false,50,50
732016,Defender,74,90,87,93,20,39,59,587,1,0,49,50,70,false,50,50
732017,Forward,65,91,89,94,20,39,190,587,4,0,50,50,70,false,50,50
732018,Midfielder,73,89,87,92,20,39,41,589,1,0,50,50,70,false,50,50
732019,Defender,75,90,87,94,20,39,63,589,0,0,50,50,70,false,50,50
732028,Forward,65,91,89,94,20,39,171,590,1,0,50,50,70,false,50,50
732029,Midfielder,74,91,89,94,20,39,17,590,3,0,50,50,70,false,50,50
732030,Defender,75,91,88,94,20,39,61,593,2,0,50,50,70,false,50,50
732031,Forward,61,90,88,93,20,39,161,594,3,0,50,50,70,false,50,50
732024,Midfielder,73,91,89,93,20,39,33,594,2,0,49,50,70,false,50,50
732025,Defender,74,89,85,92,20,39,55,595,2,0,49,50,70,false,50,50
732026,Forward,67,93,91,96,20,39,204,589,6,0,49,50,70,false,50,50
732027,Midfielder,74,92,90,95,20,39,33,590,6,0,49,50,70,false,50,50
731908,Defender,76,91,87,94,20,39,53,595,1,0,49,50,70,false,50,50
731909,Forward,62,89,87,92,20,39,164,596,1,0,49,50,70,false,50,50
731910,Midfielder,71,87,85,90,20,39,32,597,3,0,49,50,70,false,50,50
731911,Defender,74,90,87,94,20,39,64,600,4,0,50,50,70,false,50,50
731904,Forward,62,88,86,91,20,39,165,591,2,0,50,50,70,false,50,50
731905,Midfielder,74,91,89,94,20,39,27,593,0,0,50,50,70,false,50,50
731906,Defender,71,91,88,94,20,39,72,595,4,0,49,50,70,false,50,50
731907,Forward,62,90,88,93,20,39,167,594,0,0,48,50,70,false,50,50
731916,Midfielder,75,91,86,93,20,39,33,599,4,0,49,50,70,false,50,50
731917,Defender,74,90,87,94,20,39,52,599,2,0,49,50,70,false,50,50
731918,Forward,67,93,91,96,20,39,189,595,1,0,48,50,70,false,50,50
731919,Midfielder,72,88,82,91,20,39,28,594,3,0,48,50,70,false,50,50
731912,Defender,73,90,87,93,20,39,62,596,5,0,49,50,70,false,50,50
731913,Forward,67,94,92,97,20,39,194,596,5,0,49,50,70,false,50,50
731914,Midfielder,77,93,89,96,20,39,37,592,1,0,49,50,70,false,50,50
731915,Defender,75,91,88,94,20,39,65,593,4,0,49,50,70,false,50,50
731924,Forward,65,91,89,94,20,39,185,600,1,0,48,50,70,false,50,50
731925,Midfielder,74,90,88,93,20,39,34,600,1,0,48,50,70,false,50,50
731926,Defender,77,92,89,95,20,39,53,599,1,0,45,50,70,false,50,50
731927,Forward,64,94,92,96,20,39,189,599,3,0,45,50,70,false,50,50
731920,Midfielder,71,90,88,92,20,39,31,589,4,0,46,50,70,false,50,50
731921,Defender,75,91,88,94,20,39,56,590,3,0,46,50,70,false,50,50
731922,Forward,64,93,92,96,20,39,173,600,4,0,46,50,70,false,50,50
731923,Midfielder,73,90,88,93,20,39,29,600,4,0,46,50,70,false,50,50
731932,Defender,74,91,88,94,20,39,60,600,2,0,46,50,70,false,50,50
731933,Forward,64,90,88,93,20,39,196,600,2,0,46,50,70,false,50,50
731934,Midfielder,74,92,90,95,20,39,37,597,1,0,48,50,70,false,50,50
731935,Defender,74,89,85,93,20,39,55,596,3,0,48,50,70,false,50,50
731928,Forward,64,89,87,92,20,39,147,598,0,0,47,50,70,false,50,50
731929,Midfielder,74,90,87,93,20,39,40,598,3,0,48,50,70,false,50,50
731930,Defender,71,89,86,92,20,39,44,588,3,0,45,50,70,false,50,50
731931,Forward,64,90,88,93,20,39,155,589,2,0,45,50,70,false,50,50
731940,Midfielder,77,93,88,96,20,39,42,572,2,0,49,50,70,false,50,50
731941,Defender,75,89,87,93,20,39,61,571,3,0,49,50,70,false,50,50
731942,Forward,64,94,92,96,20,39,164,569,1,0,49,50,70,false,50,50
731943,Midfielder,74,90,88,93,20,39,30,569,2,0,48,50,70,false,50,50
731936,Defender,75,90,84,93,20,39,65,572,2,0,49,50,70,false,50,50
731937,Forward,64,93,91,96,20,39,175,574,3,0,49,50,70,false,50,50
731938,Midfielder,72,88,84,91,20,39,34,565,4,0,49,50,70,false,50,50
731939,Defender,76,91,87,94,20,39,54,566,0,0,49,50,70,false,50,50
731948,Forward,62,87,86,90,20,39,165,560,4,0,49,50,70,false,50,50
731949,Midfielder,74,92,90,95,20,39,32,562,4,0,49,50,70,false,50,50
731950,Defender,75,92,89,95,20,39,49,578,5,0,49,50,70,false,50,50
731951,Forward,64,90,89,93,20,39,177,580,0,0,49,50,70,false,50,50
731944,Midfielder,73,94,92,97,20,39,30,573,4,0,49,50,70,false,50,50
731945,Defender,74,88,86,92,20,39,38,573,1,0,49,50,70,false,50,50
731946,Forward,64,90,88,93,20,39,199,567,2,0,49,50,70,false,50,50
731947,Midfielder,73,89,82,92,20,39,27,568,1,0,49,50,70,false,50,50
731956,Defender,75,91,88,94,20,39,57,587,3,0,49,50,70,false,50,50
731957,Forward,63,93,91,96,20,39,160,587,1,0,49,50,70,false,50,50
731958,Midfielder,74,90,86,92,20,39,37,575,4,0,50,50,70,false,50,50
731959,Defender,72,91,88,94,20,39,59,576,3,0,49,50,70,false,50,50
731952,Forward,65,91,90,94,20,39,176,580,1,0,50,50,70,false,50,50
731953,Midfielder,75,90,83,93,20,39,28,581,2,0,49,50,70,false,50,50
731954,Defender,75,90,87,94,20,39,65,581,3,0,49,50,70,false,50,50
731955,Forward,62,88,86,91,20,39,171,582,1,0,49,50,70,false,50,50
731964,Midfielder,74,90,83,92,20,39,40,573,3,0,50,50,70,false,50,50
731965,Defender,75,90,87,93,20,39,57,574,2,0,49,50,70,false,50,50
731966,Forward,62,90,89,93,20,39,160,579,1,0,49,50,70,false,50,50
731967,Midfielder,74,90,86,92,20,39,30,581,2,0,49,50,70,false,50,50
731960,Defender,72,89,86,92,20,39,55,580,4,0,49,50,70,false,50,50
731961,Forward,64,90,88,93,20,39,164,580,1,0,49,50,70,false,50,50
731962,Midfielder,73,88,83,91,20,39,44,572,3,0,50,50,70,false,50,50
731963,Defender,75,92,89,95,20,39,55,573,2,0,49,50,70,false,50,50
731844,Forward,63,89,87,92,20,39,174,600,1,0,57,50,70,false,50,50
731845,Midfielder,75,91,87,94,20,39,32,600,2,0,57,50,70,false,50,50
731846,Defender,73,93,90,96,20,39,51,600,1,0,51,50,70,false,50,50
731847,Forward,63,88,86,91,20,39,147,600,1,0,51,50,70,false,50,50
731840,Midfielder,74,90,87,93,20,39,35,600,2,0,52,50,70,false,50,50
731841,Defender,75,89,86,93,20,39,50,600,3,0,51,50,70,false,50,50
731842,Forward,64,91,89,94,20,39,185,599,2,0,55,50,70,false,50,50
731843,Midfielder,75,91,87,93,20,39,41,599,3,0,55,50,70,false,50,50
731852,Defender,77,92,88,96,20,39,57,597,2,0,51,50,70,false,50,50
731853,Forward,63,90,88,93,20,39,169,597,4,0,51,50,70,false,50,50
731854,Midfielder,72,90,88,93,20,39,33,598,2,0,52,50,70,false,50,50
731855,Defender,74,89,87,93,20,39,65,600,4,0,52,50,70,false,50,50
731848,Forward,66,92,90,95,20,39,202,600,5,0,51,50,70,false,50,50
731849,Midfielder,75,91,85,94,20,39,34,600,2,0,51,50,70,false,50,50
731850,Defender,73,90,87,94,20,39,59,600,1,0,54,50,70,false,50,50
731851,Forward,67,94,92,97,20,39,182,600,4,0,54,50,70,false,50,50
731860,Midfielder,74,90,87,93,20,39,31,600,2,0,58,50,70,false,50,50
731861,Defender,74,89,86,93,20,39,58,600,1,0,57,50,70,false,50,50
731862,Forward,63,90,88,93,20,39,181,600,0,0,50,50,70,false,50,50
731863,Midfielder,74,93,91,96,20,39,26,600,0,0,51,50,70,false,50,50
731856,Defender,75,91,88,94,20,39,56,597,2,0,49,50,70,false,50,50
731857,Forward,64,90,88,93,20,39,162,599,1,0,50,50,70,false,50,50
731858,Midfielder,75,91,87,94,20,39,28,598,2,0,56,50,70,false,50,50
731859,Defender,75,90,87,94,20,39,65,599,1,0,56,50,70,false,50,50
731868,Forward,65,91,89,94,20,39,194,600,1,0,54,50,70,false,50,50
731869,Midfielder,75,91,85,94,20,39,37,600,3,0,54,50,70,false,50,50
731870,Defender,74,90,87,93,20,39,55,600,1,0,49,50,70,false,50,50
731871,Forward,65,91,89,94,20,39,208,600,5,0,50,50,70,false,50,50
731864,Midfielder,74,90,88,93,20,39,27,600,2,0,53,50,70,false,50,50
731865,Defender,70,89,86,92,20,39,51,600,1,0,54,50,70,false,50,50
731866,Forward,64,90,88,93,20,39,188,600,3,0,52,50,70,false,50,50
731867,Midfielder,75,91,88,94,20,39,32,600,2,0,52,50,70,false,50,50
731876,Defender,74,92,89,95,20,39,55,599,4,0,49,50,70,false,50,50
731877,Forward,65,91,89,93,20,39,193,600,3,0,49,50,70,false,50,50
731878,Midfielder,73,88,86,91,20,39,39,596,5,0,48,50,70,false,50,50
731879,Defender,72,92,89,95,20,39,56,597,3,0,48,50,70,false,50,50
731872,Forward,66,92,90,95,20,39,175,600,1,0,49,50,70,false,50,50
731873,Midfielder,75,91,88,94,20,39,29,600,0,0,48,50,70,false,50,50
731874,Defender,75,90,87,94,20,39,58,597,2,0,49,50,70,false,50,50
731875,Forward,66,92,90,95,20,39,188,598,3,0,49,50,70,false,50,50
731884,Midfielder,74,90,86,93,20,39,31,595,3,0,47,50,70,false,50,50
731885,Defender,74,89,86,93,20,39,56,594,2,0,47,50,70,false,50,50
731886,Forward,64,92,90,95,20,39,199,597,2,0,50,50,70,false,50,50
731887,Midfielder,73,89,85,92,20,39,33,596,2,0,50,50,70,false,50,50
731880,Defender,76,91,85,95,20,39,64,600,3,0,51,50,70,false,50,50
731881,Forward,66,93,91,96,20,39,196,600,1,0,50,50,70,false,50,50
731882,Midfielder,76,92,89,95,20,39,23,600,2,0,52,50,70,false,50,50
731883,Defender,74,89,87,93,20,39,62,600,2,0,51,50,70,false,50,50
731892,Forward,65,91,90,94,20,39,178,599,1,0,49,50,70,false,50,50
731893,Midfielder,76,93,91,96,20,39,40,599,2,0,49,50,70,false,50,50
731894,Defender,75,90,87,94,20,39,73,600,2,0,54,50,70,false,50,50
731895,Forward,64,90,88,93,20,39,181,600,4,0,56,50,70,false,50,50
731888,Midfielder,77,93,89,96,20,39,33,600,2,0,51,50,70,false,50,50
731889,Defender,74,90,87,93,20,39,59,600,2,0,51,50,70,false,50,50
731890,Forward,64,90,88,93,20,39,172,594,3,0,48,50,70,false,50,50
731891,Midfielder,74,90,87,93,20,39,37,595,1,0,48,50,70,false,50,50
731900,Defender,73,90,87,93,20,39,61,589,1,0,50,50,70,false,50,50
731901,Forward,62,89,88,92,20,39,183,587,1,0,50,50,70,false,50,50
731902,Midfielder,75,91,89,94,20,39,40,597,2,0,55,50,70,false,50,50
731903,Defender,75,90,87,93,20,39,62,597,1,0,55,50,70,false,50,50
731896,Forward,64,90,88,93,20,39,177,600,2,0,58,50,70,false,50,50
731897,Midfielder,74,90,88,93,20,39,34,600,2,0,58,50,70,false,50,50
731898,Defender,75,90,87,94,20,39,75,600,0,0,53,50,70,false,50,50
731899,Forward,67,93,91,96,20,39,207,600,7,0,52,50,70,false,50,50
731780,Midfielder,73,89,81,91,20,39,37,588,2,0,49,50,70,false,50,50
731781,Defender,75,93,90,97,20,39,56,589,3,0,50,50,70,false,50,50
731782,Forward,63,91,89,94,20,39,168,586,3,0,49,50,70,false,50,50
731783,Midfielder,73,91,89,94,20,39,31,586,3,0,49,50,70,false,50,50
731776,Defender,74,89,86,93,20,39,65,585,3,0,49,50,70,false,50,50
731777,Forward,64,92,90,95,20,39,164,585,3,0,49,50,70,false,50,50
731778,Midfielder,73,88,86,91,20,39,35,579,3,0,49,50,70,false,50,50
731779,Defender,71,86,83,89,20,39,42,580,2,0,49,50,70,false,50,50
731788,Forward,63,91,89,94,20,39,162,579,4,0,48,50,70,false,50,50
731789,Midfielder,75,93,91,96,20,39,25,579,3,0,49,50,70,false,50,50
731790,Defender,75,90,87,94,20,39,68,584,6,0,49,50,70,false,50,50
731791,Forward,65,91,89,94,20,39,196,585,5,0,49,50,70,false,50,50
731784,Midfielder,73,90,88,93,20,39,29,591,3,0,50,50,70,false,50,50
731785,Defender,73,88,85,91,20,39,61,592,3,0,50,50,70,false,50,50
731786,Forward,65,92,90,95,20,39,184,575,2,0,49,50,70,false,50,50
731787,Midfielder,77,93,88,96,20,39,24,577,2,0,49,50,70,false,50,50
731796,Defender,78,93,90,97,20,39,64,577,2,0,42,50,70,false,50,50
731797,Forward,65,91,89,94,20,39,201,577,5,0,42,50,70,false,50,50
731798,Midfielder,75,91,86,94,20,39,29,582,4,0,41,50,70,false,50,50
731799,Defender,73,89,87,93,20,39,55,581,2,0,42,50,70,false,50,50
731792,Forward,63,90,88,93,20,39,186,581,1,0,42,50,70,false,50,50
731793,Midfielder,75,92,90,94,20,39,26,580,5,0,42,50,70,false,50,50
731794,Defender,76,92,89,95,20,39,47,578,1,0,45,50,70,false,50,50
731795,Forward,64,90,88,93,20,39,168,578,6,0,45,50,70,false,50,50
731804,Midfielder,74,90,87,92,20,39,29,580,1,0,42,50,70,false,50,50
731805,Defender,75,89,87,93,20,39,48,578,3,0,42,50,70,false,50,50
731806,Forward,65,91,89,93,20,39,176,581,2,0,42,50,70,false,50,50
731807,Midfielder,75,91,88,94,20,39,27,583,2,0,42,50,70,false,50,50
731800,Defender,75,90,87,94,20,39,51,589,1,0,42,50,70,false,50,50
731801,Forward,65,93,91,96,20,39,169,589,2,0,43,50,70,false,50,50
731802,Midfielder,73,89,86,92,20,39,34,588,4,0,42,50,70,false,50,50
731803,Defender,74,89,86,93,20,39,49,586,3,0,42,50,70,false,50,50
731812,Forward,63,88,86,91,20,39,178,594,2,0,55,50,70,false,50,50
731813,Midfielder,73,89,85,91,20,39,32,595,4,0,54,50,70,false,50,50
731814,Defender,74,89,84,93,20,39,53,595,5,0,54,50,70,false,50,50
731815,Forward,63,93,91,96,20,39,175,597,2,0,55,50,70,false,50,50
731808,Midfielder,75,91,88,94,20,39,26,594,1,0,51,50,70,false,50,50
731809,Defender,77,93,86,96,20,39,48,595,1,0,52,50,70,false,50,50
731810,Forward,64,91,89,93,20,39,172,584,1,0,54,50,70,false,50,50
731811,Midfielder,72,91,89,94,20,39,31,585,1,0,55,50,70,false,50,50
731820,Defender,75,94,90,97,20,39,53,592,3,0,58,50,70,false,50,50
731821,Forward,64,91,90,94,20,39,181,593,3,0,59,50,70,false,50,50
731822,Midfielder,73,89,86,92,20,39,45,590,0,0,52,50,70,false,50,50
731823,Defender,76,92,89,96,20,39,55,592,3,0,53,50,70,false,50,50
731816,Forward,67,94,92,96,20,39,181,597,4,0,61,51,70,false,50,50
731817,Midfielder,70,92,90,95,20,39,35,598,4,0,61,51,70,false,50,50
731818,Defender,73,90,87,93,20,39,59,584,2,0,50,50,70,false,50,50
731819,Forward,64,90,88,93,20,39,177,584,2,0,49,50,70,false,50,50
731828,Midfielder,75,91,89,94,20,39,24,595,4,0,53,50,70,false,50,50
731829,Defender,75,93,90,96,20,39,51,595,4,0,53,50,70,false,50,50
731830,Forward,65,91,89,94,20,39,180,598,1,0,59,50,70,false,50,50
731831,Midfielder,72,91,89,94,20,39,35,598,4,0,58,50,70,false,50,50
731824,Defender,74,92,90,96,20,39,50,594,6,0,55,50,70,false,50,50
731825,Forward,64,91,89,94,20,39,160,594,1,0,54,50,70,false,50,50
731826,Midfielder,77,93,90,96,20,39,31,589,5,0,52,50,70,false,50,50
731827,Defender,77,93,87,96,20,39,69,588,1,0,52,50,70,false,50,50
731836,Forward,65,90,88,93,20,39,162,584,4,0,51,50,70,false,50,50
731837,Midfielder,76,92,90,95,20,39,29,585,2,0,51,50,70,false,50,50
731838,Defender,75,92,89,95,20,39,67,591,2,0,53,50,70,false,50,50
731839,Forward,67,93,91,96,20,39,174,592,3,0,52,50,70,false,50,50
731832,Midfielder,70,89,87,91,20,39,22,599,4,0,59,50,70,false,50,50
731833,Defender,77,93,90,96,20,39,56,599,2,0,58,50,70,false,50,50
731834,Forward,64,91,89,93,20,39,173,598,3,0,57,50,70,false,50,50
731835,Midfielder,77,93,88,96,20,39,44,599,2,0,57,50,70,false,50,50
731716,Defender,76,93,90,96,20,39,44,600,1,0,46,50,70,false,50,50
731717,Forward,64,90,88,92,20,39,149,600,2,0,46,50,70,false,50,50
731718,Midfielder,73,91,89,93,20,39,32,600,3,0,48,50,70,false,50,50
731719,Defender,77,92,86,96,20,39,58,600,4,0,49,50,70,false,50,50
731712,Forward,61,89,87,91,20,39,175,600,4,0,47,50,70,false,50,50
731713,Midfielder,73,88,86,91,20,39,31,600,4,0,47,50,70,false,50,50
731714,Defender,76,91,87,94,20,39,59,600,3,0,50,50,70,false,50,50
731715,Forward,64,90,88,93,20,39,170,600,4,0,50,50,70,false,50,50
731724,Midfielder,77,94,88,97,20,39,31,600,4,0,54,50,70,false,50,50
731725,Defender,76,92,87,95,20,39,51,600,0,0,55,50,70,false,50,50
731726,Forward,66,92,90,95,20,39,174,600,2,0,57,50,70,false,50,50
731727,Midfielder,76,92,87,95,20,39,27,600,4,0,57,50,70,false,50,50
731720,Defender,75,91,88,94,20,39,65,600,2,0,50,50,70,false,50,50
731721,Forward,65,91,89,94,20,39,169,600,2,0,50,50,70,false,50,50
731722,Midfielder,75,91,86,94,20,39,32,600,2,0,46,50,70,false,50,50
731723,Defender,75,93,91,97,20,39,69,600,2,0,47,50,70,false,50,50
731732,Forward,62,91,90,94,20,39,182,600,4,0,51,50,70,false,50,50
731733,Midfielder,73,90,88,93,20,39,22,600,4,0,52,50,70,false,50,50
731734,Defender,74,89,86,93,20,39,60,600,2,0,44,50,70,false,50,50
731735,Forward,64,89,87,92,20,39,171,600,1,0,43,50,70,false,50,50
731728,Midfielder,75,91,88,94,20,39,28,600,0,0,53,50,70,false,50,50
731729,Defender,75,91,88,94,20,39,58,600,4,0,54,50,70,false,50,50
731730,Forward,63,89,87,92,20,39,164,600,1,0,50,50,70,false,50,50
731731,Midfielder,73,93,91,96,20,39,34,600,4,0,51,50,70,false,50,50
731740,Defender,75,91,88,94,20,39,64,600,3,0,62,51,70,false,50,50
731741,Forward,65,91,89,94,20,39,173,600,2,0,60,50,70,false,50,50
731742,Midfielder,75,91,88,93,20,39,25,600,3,0,56,50,70,false,50,50
731743,Defender,75,90,87,93,20,39,57,600,4,0,56,50,70,false,50,50
731736,Forward,62,89,87,91,20,39,151,600,3,0,46,50,70,false,50,50
731737,Midfielder,69,85,83,88,20,39,42,600,3,0,46,50,70,false,50,50
731738,Defender,75,90,86,93,20,39,53,600,5,0,52,50,70,false,50,50
731739,Forward,65,91,89,94,20,39,179,600,3,0,54,50,70,false,50,50
731748,Midfielder,74,90,88,93,20,39,36,591,2,0,46,50,70,false,50,50
731749,Defender,76,92,87,95,20,39,59,588,6,0,45,50,70,false,50,50
731750,Forward,67,94,92,96,20,39,183,589,1,0,46,50,70,false,50,50
731751,Midfielder,73,89,87,92,20,39,26,588,0,0,45,50,70,false,50,50
731744,Defender,75,90,86,94,20,39,71,584,2,0,45,50,70,false,50,50
731745,Forward,64,90,88,93,20,39,192,586,3,0,45,50,70,false,50,50
731746,Midfielder,74,90,86,93,20,39,31,592,3,0,45,50,70,false,50,50
731747,Defender,73,88,84,91,20,39,67,592,4,0,45,50,70,false,50,50
731756,Forward,62,92,90,95,20,39,171,592,1,0,46,50,70,false,50,50
731757,Midfielder,75,92,88,94,20,39,31,593,3,0,46,50,70,false,50,50
731758,Defender,75,90,86,94,20,39,56,589,1,0,46,50,70,false,50,50
731759,Forward,65,90,88,93,20,39,160,590,3,0,45,50,70,false,50,50
731752,Midfielder,74,90,87,93,20,39,24,589,4,0,48,50,70,false,50,50
731753,Defender,75,90,87,94,20,39,53,589,2,0,48,50,70,false,50,50
731754,Forward,67,93,91,96,20,39,175,586,5,0,47,50,70,false,50,50
731755,Midfielder,74,90,87,93,20,39,41,585,1,0,47,50,70,false,50,50
731764,Defender,73,89,86,93,20,39,51,594,1,0,50,50,70,false,50,50
731765,Forward,65,92,90,95,20,39,181,596,3,0,48,50,70,false,50,50
731766,Midfielder,74,91,89,94,20,39,32,584,1,0,44,50,70,false,50,50
731767,Defender,78,93,90,97,20,39,59,584,1,0,44,50,70,false,50,50
731760,Forward,65,91,89,94,20,39,188,591,2,0,49,50,70,false,50,50
731761,Midfielder,77,94,89,97,20,39,34,590,2,0,48,50,70,false,50,50
731762,Defender,75,89,87,93,20,39,52,587,4,0,46,50,70,false,50,50
731763,Forward,66,93,91,96,20,39,173,586,3,0,46,50,70,false,50,50
731772,Midfielder,73,94,92,96,20,39,29,600,5,0,52,50,70,false,50,50
731773,Defender,75,92,89,96,20,39,71,600,4,0,51,50,70,false,50,50
731774,Forward,66,93,91,96,20,39,185,593,2,0,46,50,70,false,50,50
731775,Midfielder,76,92,90,95,20,39,28,594,4,0,46,50,70,false,50,50
731768,Defender,75,90,87,94,20,39,64,582,4,0,48,50,70,false,50,50
731769,Forward,65,91,89,93,20,39,193,581,2,0,48,50,70,false,50,50
731770,Midfielder,74,90,87,93,20,39,36,583,4,0,48,50,70,false,50,50
731771,Defender,75,91,88,94,20,39,61,582,4,0,48,50,70,false,50,50
731652,Forward,63,92,90,95,20,39,164,600,1,0,61,51,70,false,50,50
731653,Midfielder,73,90,88,93,20,39,34,600,3,0,61,51,70,false,50,50
731654,Defender,75,90,86,93,20,39,60,600,1,0,60,50,70,false,50,50
731655,Forward,63,93,92,96,20,39,156,600,0,0,59,50,70,false,50,50
731648,Midfielder,74,91,89,94,20,39,31,600,4,0,65,52,70,false,50,50
731649,Defender,75,90,87,93,20,39,47,600,2,0,66,52,70,false,50,50
731650,Forward,62,87,85,90,20,39,159,600,2,0,74,57,70,false,50,50
731651,Midfielder,75,91,86,93,20,39,33,600,3,0,75,58,70,false,50,50
731660,Defender,76,91,87,95,20,39,51,600,0,0,68,55,70,false,50,50
731661,Forward,65,91,89,93,20,39,173,600,2,0,67,54,70,false,50,50
731662,Midfielder,72,87,85,90,20,39,33,600,2,0,69,58,70,false,50,50
731663,Defender,71,89,86,93,20,39,57,600,3,0,69,59,70,false,50,50
731656,Forward,63,88,86,91,20,39,159,600,3,0,65,52,70,false,50,50
731657,Midfielder,74,90,87,93,20,39,26,600,1,0,62,51,70,false,50,50
731658,Defender,76,91,87,94,20,39,45,600,2,0,64,52,70,false,50,50
731659,Forward,65,91,88,93,20,39,170,600,3,0,64,52,70,false,50,50
731668,Midfielder,75,91,88,94,20,39,25,600,4,0,62,52,70,false,50,50
731669,Defender,75,90,87,94,20,39,46,600,3,0,61,52,70,false,50,50
731670,Forward,65,91,89,94,20,39,204,600,2,0,63,52,70,false,50,50
731671,Midfielder,75,91,86,94,20,39,36,600,0,0,62,52,70,false,50,50
731664,Defender,75,90,86,93,20,39,63,600,2,0,66,55,70,false,50,50
731665,Forward,64,90,88,93,20,39,192,600,2,0,67,55,70,false,50,50
731666,Midfielder,75,90,86,93,20,39,34,600,2,0,64,54,70,false,50,50
731667,Defender,74,90,87,93,20,39,50,600,2,0,61,51,70,false,50,50
