seed,position,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep
776970,Forward,64,92,90,95,20,39,173,593,2,0,58,50,70,false,50,50
776971,Midfielder,72,87,85,90,20,39,31,594,1,0,58,50,70,false,50,50
776980,Defender,73,91,87,94,20,39,50,598,1,0,62,51,70,false,50,50
776981,Forward,66,92,90,95,20,39,188,598,4,0,62,51,70,false,50,50
776982,Midfielder,74,90,87,93,20,39,27,589,3,0,56,50,70,false,50,50
776983,Defender,75,92,88,95,20,39,58,590,2,0,57,50,70,false,50,50
776976,Forward,64,90,88,93,20,39,200,594,5,0,61,51,70,false,50,50
776977,Midfielder,76,92,89,95,20,39,35,594,1,0,61,51,70,false,50,50
776978,Defender,76,91,87,94,20,39,65,588,1,0,58,50,70,false,50,50
776979,Forward,64,90,88,93,20,39,180,589,2,0,58,50,70,false,50,50
776988,Midfielder,72,88,85,91,20,39,34,589,2,0,58,50,70,false,50,50
776989,Defender,75,89,87,93,20,39,72,591,5,0,59,50,70,false,50,50
776990,Forward,66,93,92,96,20,39,190,587,1,0,56,50,70,false,50,50
776991,Midfielder,73,88,83,91,20,39,46,587,2,0,56,50,70,false,50,50
776984,Defender,73,90,87,93,20,39,53,586,1,0,58,50,70,false,50,50
776985,Forward,65,91,90,94,20,39,176,585,0,0,58,50,70,false,50,50
776986,Midfielder,77,94,87,96,20,39,35,591,3,0,61,51,70,false,50,50
776987,Defender,72,91,87,94,20,39,53,590,2,0,61,51,70,false,50,50
776996,Forward,63,90,89,93,20,39,167,600,0,0,59,50,70,false,50,50
776997,Midfielder,76,93,91,96,20,39,36,600,0,0,59,50,70,false,50,50
776998,Defender,74,89,86,93,20,39,65,600,4,0,59,50,70,false,50,50
776999,Forward,65,91,89,94,20,39,189,600,2,0,59,50,70,false,50,50
776992,Midfielder,73,93,91,95,20,39,33,589,3,0,56,50,70,false,50,50
776993,Defender,74,91,88,94,20,39,45,590,1,0,56,50,70,false,50,50
776994,Forward,64,89,87,92,20,39,158,599,0,0,64,51,70,false,50,50
776995,Midfielder,73,90,88,93,20,39,41,599,0,0,64,51,70,false,50,50
777004,Defender,74,89,87,93,20,39,76,600,2,0,62,51,70,false,50,50
777005,Forward,65,93,92,96,20,39,192,600,2,0,62,51,70,false,50,50
777006,Midfielder,75,91,89,94,20,39,28,591,2,0,55,50,70,false,50,50
777007,Defender,70,88,85,91,20,39,51,592,2,0,55,50,70,false,50,50
777000,Forward,67,94,92,97,20,39,191,593,6,0,54,50,70,false,50,50
777001,Midfielder,73,90,88,93,20,39,35,596,2,0,54,50,70,false,50,50
777002,Defender,74,90,87,94,20,39,54,595,2,0,50,50,70,false,50,50
777003,Forward,67,93,91,96,20,39,197,595,2,0,50,50,70,false,50,50
777012,Midfielder,73,89,87,92,20,39,26,600,0,0,50,50,70,false,50,50
777013,Defender,74,91,88,94,20,39,56,600,1,0,50,50,70,false,50,50
777014,Forward,62,91,89,94,20,39,179,591,3,0,49,50,70,false,50,50
777015,Midfielder,76,94,92,97,20,39,39,591,3,0,49,50,70,false,50,50
777008,Defender,78,93,89,96,20,39,76,594,1,0,53,50,70,false,50,50
777009,Forward,64,90,88,93,20,39,176,596,0,0,53,50,70,false,50,50
777010,Midfielder,75,91,88,94,20,39,44,594,4,0,56,50,70,false,50,50
777011,Defender,75,91,88,94,20,39,61,595,4,0,57,50,70,false,50,50
777020,Forward,65,91,89,94,20,39,169,600,2,0,57,50,70,false,50,50
777021,Midfielder,72,90,88,93,20,39,32,600,3,0,57,50,70,false,50,50
777022,Defender,76,91,88,95,20,39,62,596,1,0,54,50,70,false,50,50
777023,Forward,62,90,88,93,20,39,153,597,2,0,53,50,70,false,50,50
777016,Midfielder,74,90,86,93,20,39,32,596,3,0,56,50,70,false,50,50
777017,Defender,74,91,88,94,20,39,62,597,4,0,56,50,70,false,50,50
777018,Forward,66,93,91,96,20,39,177,596,1,0,51,50,70,false,50,50
777019,Midfielder,74,90,88,93,20,39,32,598,3,0,51,50,70,false,50,50
776900,Defender,75,90,85,93,20,39,65,592,4,0,38,50,70,false,50,50
776901,Forward,63,89,87,92,20,39,157,592,3,0,38,50,70,false,50,50
776902,Midfielder,73,90,88,93,20,39,26,594,3,0,38,50,70,false,50,50
776903,Defender,76,94,90,97,20,39,53,594,4,0,38,50,70,false,50,50
776896,Forward,64,90,88,93,20,39,186,592,3,0,38,50,70,false,50,50
776897,Midfielder,69,92,90,95,20,39,32,592,5,0,38,50,70,false,50,50
776898,Defender,72,89,86,93,20,39,56,591,3,0,38,50,70,false,50,50
776899,Forward,66,92,90,95,20,39,181,590,3,0,38,50,70,false,50,50
776908,Midfielder,73,91,89,94,20,39,36,592,1,0,38,50,70,false,50,50
776909,Defender,77,92,84,95,20,39,52,591,2,0,38,50,70,false,50,50
776910,Forward,64,91,89,93,20,39,171,584,4,0,38,50,70,false,50,50
776911,Midfielder,73,88,84,91,20,39,28,583,2,0,38,50,70,false,50,50
776904,Defender,73,90,87,94,20,39,54,595,4,0,38,50,70,false,50,50
776905,Forward,65,91,89,94,20,39,165,591,1,0,38,50,70,false,50,50
776906,Midfielder,75,91,88,94,20,39,34,599,1,0,38,50,70,false,50,50
776907,Defender,71,89,85,92,20,39,55,599,0,0,38,50,70,false,50,50
776916,Forward,65,92,90,95,20,39,203,599,2,0,39,50,70,false,50,50
776917,Midfielder,74,90,87,93,20,39,36,599,1,0,39,50,70,false,50,50
776918,Defender,75,93,90,97,20,39,56,591,2,0,38,50,70,false,50,50
776919,Forward,63,92,90,95,20,39,172,591,6,0,38,50,70,false,50,50
776912,Midfielder,74,90,88,93,20,39,23,595,2,0,39,50,70,false,50,50
776913,Defender,74,89,86,92,20,39,59,594,4,0,39,50,70,false,50,50
776914,Forward,65,91,89,94,20,39,188,591,1,0,39,50,70,false,50,50
776915,Midfielder,74,94,92,97,20,39,36,591,2,0,39,50,70,false,50,50
776924,Defender,75,90,87,94,20,39,51,595,4,0,39,50,70,false,50,50
776925,Forward,66,92,90,95,20,39,188,596,2,0,39,50,70,false,50,50
776926,Midfielder,75,91,89,94,20,39,35,600,1,0,38,50,70,false,50,50
776927,Defender,70,87,84,90,20,39,56,600,0,0,38,50,70,false,50,50
776920,Forward,66,93,91,96,20,39,179,599,0,0,39,50,70,false,50,50
776921,Midfielder,74,90,88,93,20,39,40,598,1,0,39,50,70,false,50,50
776922,Defender,74,89,85,92,20,39,59,593,2,0,39,50,70,false,50,50
776923,Forward,64,90,88,93,20,39,177,592,2,0,39,50,70,false,50,50
776932,Midfielder,77,93,89,96,20,39,34,586,3,0,33,50,70,false,50,50
776933,Defender,75,90,87,94,20,39,56,583,1,0,33,50,70,false,50,50
776934,Forward,64,90,88,93,20,39,177,591,3,0,34,50,70,false,50,50
776935,Midfielder,73,94,92,97,20,39,30,590,2,0,34,50,70,false,50,50
776928,Defender,77,92,88,96,20,39,69,586,3,0,34,50,70,false,50,50
776929,Forward,67,93,91,96,20,39,192,585,3,0,34,50,70,false,50,50
776930,Midfielder,73,89,87,92,20,39,27,585,3,0,33,50,70,false,50,50
776931,Defender,76,92,88,95,20,39,59,586,3,0,33,50,70,false,50,50
776940,Forward,64,92,90,95,20,39,175,587,2,0,33,50,70,false,50,50
776941,Midfielder,73,90,88,93,20,39,27,588,1,0,33,50,70,false,50,50
776942,Defender,77,93,87,96,20,39,58,586,2,0,34,50,70,false,50,50
776943,Forward,65,91,90,94,20,39,166,586,2,0,34,50,70,false,50,50
776936,Midfielder,75,91,88,94,20,39,47,582,2,0,34,50,70,false,50,50
776937,Defender,74,93,90,97,20,39,63,582,0,0,34,50,70,false,50,50
776938,Forward,65,91,89,94,20,39,174,592,3,0,33,50,70,false,50,50
776939,Midfielder,74,90,87,93,20,39,26,593,1,0,33,50,70,false,50,50
776948,Defender,74,93,90,97,20,39,54,598,4,0,34,50,70,false,50,50
776949,Forward,64,93,91,96,20,39,167,598,3,0,33,50,70,false,50,50
776950,Midfielder,75,91,87,94,20,39,33,592,2,0,34,50,70,false,50,50
776951,Defender,74,89,87,93,20,39,67,590,1,0,34,50,70,false,50,50
776944,Forward,63,92,90,95,20,39,169,588,1,0,34,50,70,false,50,50
776945,Midfielder,74,92,90,95,20,39,32,588,8,0,34,50,70,false,50,50
776946,Defender,76,92,87,95,20,39,56,575,2,0,34,50,70,false,50,50
776947,Forward,64,90,88,93,20,39,214,576,4,0,34,50,70,false,50,50
776956,Midfielder,73,89,87,92,20,39,43,589,2,0,34,50,70,false,50,50
776957,Defender,72,89,86,92,20,39,66,588,1,0,33,50,70,false,50,50
776958,Forward,64,89,87,92,20,39,192,585,2,0,34,50,70,false,50,50
776959,Midfielder,74,90,86,93,20,39,23,585,2,0,34,50,70,false,50,50
776952,Defender,77,92,87,95,20,39,52,584,1,0,34,50,70,false,50,50
776953,Forward,63,92,90,95,20,39,182,584,1,0,34,50,70,false,50,50
776954,Midfielder,75,91,88,93,20,39,33,576,4,0,34,50,70,false,50,50
776955,Defender,74,89,86,92,20,39,64,578,1,0,34,50,70,false,50,50
776836,Forward,65,93,92,96,20,39,211,582,4,0,44,50,70,false,50,50
776837,Midfielder,71,91,89,94,20,39,34,582,5,0,44,50,70,false,50,50
776838,Defender,73,90,87,94,20,39,44,574,3,0,43,50,70,false,50,50
776839,Forward,65,92,90,95,20,39,172,575,1,0,43,50,70,false,50,50
776832,Midfielder,76,93,84,96,20,39,34,570,1,0,42,50,70,false,50,50
776833,Defender,74,93,90,97,20,39,64,572,0,0,42,50,70,false,50,50
776834,Forward,67,93,91,96,20,39,167,577,3,0,43,50,70,false,50,50
776835,Midfielder,73,89,87,92,20,39,38,577,0,0,43,50,70,false,50,50
776844,Defender,71,88,85,91,20,39,54,580,2,0,44,50,70,false,50,50
776845,Forward,65,91,89,94,20,39,182,581,5,0,44,50,70,false,50,50
776846,Midfielder,77,94,92,97,20,39,36,572,1,0,43,50,70,false,50,50
776847,Defender,76,91,86,94,20,39,48,571,3,0,43,50,70,false,50,50
776840,Forward,64,90,88,93,20,39,158,581,2,0,42,50,70,false,50,50
776841,Midfielder,73,90,88,93,20,39,37,581,3,0,42,50,70,false,50,50
776842,Defender,76,91,87,94,20,39,61,585,0,0,43,50,70,false,50,50
776843,Forward,62,91,89,94,20,39,172,587,2,0,43,50,70,false,50,50
776852,Midfielder,73,89,87,92,20,39,33,568,0,0,45,50,70,false,50,50
776853,Defender,75,91,88,94,20,39,63,572,3,0,44,50,70,false,50,50
776854,Forward,60,86,84,89,20,39,169,570,2,0,44,50,70,false,50,50
776855,Midfielder,72,93,91,96,20,39,34,570,0,0,44,50,70,false,50,50
776848,Defender,76,91,87,95,20,39,60,576,1,0,43,50,70,false,50,50
776849,Forward,67,93,91,96,20,39,185,578,3,0,43,50,70,false,50,50
776850,Midfielder,75,92,90,94,20,39,39,574,1,0,44,50,70,false,50,50
776851,Defender,75,91,88,95,20,39,49,574,4,0,43,50,70,false,50,50
776860,Forward,63,89,87,92,20,39,190,575,2,0,45,50,70,false,50,50
776861,Midfielder,76,92,89,95,20,39,38,576,3,0,44,50,70,false,50,50
776862,Defender,74,91,88,94,20,39,63,571,4,0,44,50,70,false,50,50
776863,Forward,65,92,91,95,20,39,188,571,3,0,44,50,70,false,50,50
776856,Midfielder,73,90,88,93,20,39,25,570,2,0,43,50,70,false,50,50
776857,Defender,73,89,86,93,20,39,48,572,0,0,43,50,70,false,50,50
776858,Forward,66,93,91,96,20,39,189,581,4,0,44,50,70,false,50,50
776859,Midfielder,73,91,89,93,20,39,44,581,1,0,43,50,70,false,50,50
776868,Defender,78,93,87,96,20,39,68,599,2,0,46,50,70,false,50,50
776869,Forward,64,89,87,92,20,39,164,599,0,0,46,50,70,false,50,50
776870,Midfielder,75,91,88,94,20,39,50,589,2,0,46,50,70,false,50,50
776871,Defender,75,90,85,93,20,39,48,589,3,0,46,50,70,false,50,50
776864,Forward,64,89,87,92,20,39,190,593,2,0,47,50,70,false,50,50
776865,Midfielder,73,89,86,92,20,39,33,594,4,0,47,50,70,false,50,50
776866,Defender,75,90,88,94,20,39,59,600,2,0,46,50,70,false,50,50
776867,Forward,64,90,88,93,20,39,179,600,3,0,47,50,70,false,50,50
776876,Midfielder,77,94,88,96,20,39,33,600,3,0,46,50,70,false,50,50
776877,Defender,76,91,87,94,20,39,70,600,3,0,46,50,70,false,50,50
776878,Forward,65,91,89,94,20,39,192,600,5,0,46,50,70,false,50,50
776879,Midfielder,72,90,88,92,20,39,32,599,2,0,46,50,70,false,50,50
776872,Defender,75,89,86,93,20,39,57,600,1,0,47,50,70,false,50,50
776873,Forward,63,89,87,92,20,39,177,600,2,0,47,50,70,false,50,50
776874,Midfielder,75,94,92,97,20,39,28,597,2,0,46,50,70,false,50,50
776875,Defender,74,89,86,92,20,39,65,596,2,0,47,50,70,false,50,50
776884,Forward,62,89,87,92,20,39,159,598,1,0,46,50,70,false,50,50
776885,Midfielder,73,91,89,94,20,39,33,598,2,0,47,50,70,false,50,50
776886,Defender,75,89,87,93,20,39,55,600,4,0,46,50,70,false,50,50
776887,Forward,64,91,90,94,20,39,172,600,1,0,47,50,70,false,50,50
776880,Midfielder,74,91,89,93,20,39,30,600,3,0,48,50,70,false,50,50
776881,Defender,75,93,90,97,20,39,71,600,2,0,48,50,70,false,50,50
776882,Forward,64,90,89,93,20,39,199,597,2,0,47,50,70,false,50,50
776883,Midfielder,75,91,86,93,20,39,37,596,2,0,47,50,70,false,50,50
776892,Defender,71,89,86,93,20,39,66,600,3,0,46,50,70,false,50,50
776893,Forward,64,91,89,94,20,39,210,600,7,0,47,50,70,false,50,50
776894,Midfielder,74,90,88,93,20,39,31,591,6,0,46,50,70,false,50,50
776895,Defender,69,91,88,94,20,39,55,590,1,0,47,50,70,false,50,50
776888,Forward,65,90,88,93,20,39,195,594,1,0,48,50,70,false,50,50
776889,Midfielder,75,91,87,94,20,39,35,593,3,0,48,50,70,false,50,50
776890,Defender,72,90,86,93,20,39,47,597,2,0,47,50,70,false,50,50
776891,Forward,65,91,89,94,20,39,173,596,1,0,47,50,70,false,50,50
776772,Midfielder,74,91,89,94,20,39,33,579,3,0,49,50,70,false,50,50
776773,Defender,72,88,85,92,20,39,64,576,0,0,49,50,70,false,50,50
776774,Forward,64,91,89,94,20,39,190,573,1,0,49,50,70,false,50,50
776775,Midfielder,75,91,88,94,20,39,24,574,0,0,49,50,70,false,50,50
776768,Defender,76,91,87,94,20,39,69,575,1,0,48,50,70,false,50,50
776769,Forward,64,91,89,93,20,39,191,574,2,0,48,50,70,false,50,50
776770,Midfielder,74,90,88,93,20,39,29,576,5,0,48,50,70,false,50,50
776771,Defender,73,91,88,94,20,39,49,575,2,0,48,50,70,false,50,50
776780,Forward,64,90,88,93,20,39,189,574,2,0,49,50,70,false,50,50
776781,Midfielder,74,90,86,93,20,39,46,575,3,0,49,50,70,false,50,50
776782,Defender,75,89,86,93,20,39,62,586,0,0,49,50,70,false,50,50
776783,Forward,65,92,90,94,20,39,196,586,2,0,49,50,70,false,50,50
776776,Midfielder,75,91,85,94,20,39,32,575,0,0,49,50,70,false,50,50
776777,Defender,73,90,87,93,20,39,70,574,2,0,49,50,70,false,50,50
776778,Forward,65,91,89,94,20,39,213,573,2,0,48,50,70,false,50,50
776779,Midfielder,75,90,86,93,20,39,33,571,0,0,49,50,70,false,50,50
776788,Defender,76,92,90,96,20,39,62,572,4,0,50,50,70,false,50,50
776789,Forward,67,93,91,96,20,39,204,569,1,0,50,50,70,false,50,50
776790,Midfielder,74,90,88,93,20,39,30,566,2,0,50,50,70,false,50,50
776791,Defender,75,93,90,97,20,39,62,566,4,0,50,50,70,false,50,50
776784,Forward,64,90,88,93,20,39,178,566,4,0,49,50,70,false,50,50
776785,Midfielder,77,94,92,97,20,39,31,566,4,0,49,50,70,false,50,50
776786,Defender,73,90,87,93,20,39,55,576,1,0,49,50,70,false,50,50
776787,Forward,60,91,89,94,20,39,176,573,3,0,49,50,70,false,50,50
776796,Midfielder,74,90,88,93,20,39,43,569,2,0,49,50,70,false,50,50
776797,Defender,73,89,86,93,20,39,56,566,1,0,49,50,70,false,50,50
776798,Forward,64,89,87,92,20,39,170,567,3,0,49,50,70,false,50,50
776799,Midfielder,73,93,91,96,20,39,32,568,0,0,50,50,70,false,50,50
776792,Defender,76,92,89,95,20,39,71,570,4,0,50,50,70,false,50,50
776793,Forward,64,91,90,94,20,39,202,571,3,0,50,50,70,false,50,50
776794,Midfielder,73,90,88,93,20,39,39,575,3,0,49,50,70,false,50,50
776795,Defender,75,91,88,94,20,39,51,574,1,0,49,50,70,false,50,50
776804,Forward,67,93,91,96,20,39,195,576,1,0,47,50,70,false,50,50
776805,Midfielder,73,89,85,92,20,39,36,575,3,0,46,50,70,false,50,50
776806,Defender,73,90,87,93,20,39,55,578,5,0,47,50,70,false,50,50
776807,Forward,65,91,89,94,20,39,172,577,3,0,47,50,70,false,50,50
776800,Midfielder,75,91,88,94,20,39,20,582,4,0,48,50,70,false,50,50
776801,Defender,74,89,84,92,20,39,46,583,3,0,48,50,70,false,50,50
776802,Forward,64,91,89,93,20,39,174,579,1,0,47,50,70,false,50,50
776803,Midfielder,76,92,88,95,20,39,27,580,0,0,48,50,70,false,50,50
776812,Defender,74,89,86,93,20,39,60,582,1,0,49,50,70,false,50,50
776813,Forward,63,87,86,90,20,39,173,582,7,0,49,50,70,false,50,50
776814,Midfielder,74,90,82,93,20,39,35,578,1,0,49,50,70,false,50,50
776815,Defender,74,91,88,94,20,39,56,578,3,0,49,50,70,false,50,50
776808,Forward,64,93,91,96,20,39,177,587,3,0,49,50,70,false,50,50
776809,Midfielder,71,91,89,93,20,39,41,588,1,0,49,50,70,false,50,50
776810,Defender,74,89,86,93,20,39,69,584,3,0,49,50,70,false,50,50
776811,Forward,62,93,91,96,20,39,180,583,1,0,49,50,70,false,50,50
776820,Midfielder,77,94,90,97,20,39,35,579,2,0,48,50,70,false,50,50
776821,Defender,77,92,88,95,20,39,61,578,1,0,47,50,70,false,50,50
776822,Forward,64,91,89,93,20,39,167,574,0,0,48,50,70,false,50,50
776823,Midfielder,74,92,90,95,20,39,29,576,1,0,48,50,70,false,50,50
776816,Defender,77,93,88,96,20,39,67,578,3,0,48,50,70,false,50,50
776817,Forward,64,91,89,94,20,39,174,579,2,0,49,50,70,false,50,50
776818,Midfielder,73,90,88,93,20,39,34,591,2,0,48,50,70,false,50,50
776819,Defender,72,88,86,92,20,39,64,590,1,0,48,50,70,false,50,50
776828,Forward,64,91,89,94,20,39,178,574,3,0,50,50,70,false,50,50
776829,Midfielder,75,91,89,94,20,39,39,574,1,0,49,50,70,false,50,50
776830,Defender,73,92,89,95,20,39,61,576,3,0,50,50,70,false,50,50
776831,Forward,64,90,88,93,20,39,184,577,3,0,49,50,70,false,50,50
776824,Midfielder,72,91,89,94,20,39,40,572,4,0,49,50,70,false,50,50
776825,Defender,75,93,90,97,20,39,63,573,2,0,49,50,70,false,50,50
776826,Forward,65,91,89,94,20,39,170,574,2,0,50,50,70,false,50,50
776827,Midfielder,74,91,89,94,20,39,36,574,3,0,50,50,70,false,50,50
776708,Defender,75,91,88,94,20,39,67,573,4,0,48,50,70,false,50,50
776709,Forward,65,90,88,93,20,39,159,572,1,0,48,50,70,false,50,50
776710,Midfielder,74,90,88,93,20,39,28,580,3,0,49,50,70,false,50,50
776711,Defender,75,90,87,94,20,39,57,580,2,0,48,50,70,false,50,50
776704,Forward,66,92,90,95,20,39,178,567,3,0,47,50,70,false,50,50
776705,Midfielder,77,93,86,96,20,39,25,566,5,0,47,50,70,false,50,50
776706,Defender,75,90,87,93,20,39,48,575,1,0,47,50,70,false,50,50
776707,Forward,62,86,84,89,20,39,169,574,5,0,47,50,70,false,50,50
776716,Midfielder,76,92,89,95,20,39,31,560,1,0,48,50,70,false,50,50
776717,Defender,72,91,88,94,20,39,44,562,2,0,48,50,70,false,50,50
776718,Forward,63,89,87,92,20,39,163,569,2,0,49,50,70,false,50,50
776719,Midfielder,74,91,89,94,20,39,23,569,2,0,49,50,70,false,50,50
776712,Defender,74,90,87,93,20,39,54,567,3,0,48,50,70,false,50,50
776713,Forward,61,94,92,96,20,39,173,568,2,0,48,50,70,false,50,50
776714,Midfielder,75,91,86,93,20,39,24,575,2,0,49,50,70,false,50,50
776715,Defender,73,92,89,96,20,39,68,575,3,0,49,50,70,false,50,50
776724,Forward,64,90,88,93,20,39,178,574,0,0,47,50,70,false,50,50
776725,Midfielder,74,90,88,93,20,39,31,574,1,0,47,50,70,false,50,50
776726,Defender,74,90,87,93,20,39,60,576,2,0,47,50,70,false,50,50
776727,Forward,62,90,88,92,20,39,159,577,1,0,47,50,70,false,50,50
776720,Midfielder,74,91,89,94,20,39,36,562,1,0,46,50,70,false,50,50
776721,Defender,74,93,90,97,20,39,53,560,1,0,46,50,70,false,50,50
776722,Forward,66,92,90,95,20,39,162,565,1,0,46,50,70,false,50,50
776723,Midfielder,77,93,87,96,20,39,44,566,0,0,46,50,70,false,50,50
776732,Defender,76,93,90,97,20,39,51,570,2,0,47,50,70,false,50,50
776733,Forward,61,93,92,96,20,39,140,571,1,0,47,50,70,false,50,50
776734,Midfielder,74,90,85,93,20,39,35,569,2,0,48,50,70,false,50,50
776735,Defender,75,90,87,94,20,39,43,571,1,0,48,50,70,false,50,50
776728,Forward,62,91,90,94,20,39,155,569,3,0,47,50,70,false,50,50
776729,Midfielder,73,90,88,93,20,39,30,570,1,0,47,50,70,false,50,50
776730,Defender,78,93,87,96,20,39,52,567,4,0,48,50,70,false,50,50
776731,Forward,64,91,89,94,20,39,174,568,1,0,48,50,70,false,50,50
776740,Midfielder,71,92,90,95,20,39,34,569,1,0,53,50,70,false,50,50
776741,Defender,74,93,90,96,20,39,54,566,2,0,53,50,70,false,50,50
776742,Forward,64,90,88,93,20,39,180,571,2,0,54,50,70,false,50,50
776743,Midfielder,75,91,89,94,20,39,28,570,0,0,54,50,70,false,50,50
776736,Defender,75,91,88,94,20,39,50,569,3,0,54,50,70,false,50,50
776737,Forward,66,92,90,95,20,39,191,568,0,0,54,50,70,false,50,50
776738,Midfielder,75,91,87,94,20,39,33,572,2,0,55,50,70,false,50,50
776739,Defender,73,89,86,92,20,39,68,572,3,0,55,50,70,false,50,50
776748,Forward,63,88,86,91,20,39,171,571,2,0,52,50,70,false,50,50
776749,Midfielder,75,91,85,94,20,39,37,572,1,0,52,50,70,false,50,50
776750,Defender,72,91,88,94,20,39,64,560,2,0,51,50,70,false,50,50
776751,Forward,62,93,92,96,20,39,142,561,1,0,51,50,70,false,50,50
776744,Midfielder,74,91,89,94,20,39,34,578,2,0,52,50,70,false,50,50
776745,Defender,76,91,88,94,20,39,55,577,2,0,52,50,70,false,50,50
776746,Forward,64,91,89,94,20,39,167,571,2,0,53,50,70,false,50,50
776747,Midfielder,71,91,89,94,20,39,28,571,5,0,53,50,70,false,50,50
776756,Defender,74,91,88,94,20,39,52,577,1,0,54,50,70,false,50,50
776757,Forward,64,90,89,93,20,39,165,579,0,0,54,50,70,false,50,50
776758,Midfielder,72,89,87,91,20,39,31,581,2,0,54,50,70,false,50,50
776759,Defender,74,90,87,93,20,39,46,579,3,0,54,50,70,false,50,50
776752,Forward,64,90,88,93,20,39,179,574,0,0,55,50,70,false,50,50
776753,Midfielder,73,91,89,94,20,39,24,574,4,0,55,50,70,false,50,50
776754,Defender,72,91,87,94,20,39,51,589,1,0,56,50,70,false,50,50
776755,Forward,65,91,89,93,20,39,174,588,5,0,55,50,70,false,50,50
776764,Midfielder,74,90,87,93,20,39,39,575,1,0,52,50,70,false,50,50
776765,Defender,76,91,87,94,20,39,49,576,1,0,53,50,70,false,50,50
776766,Forward,64,90,88,93,20,39,165,575,2,0,52,50,70,false,50,50
776767,Midfielder,74,91,89,94,20,39,32,576,0,0,52,50,70,false,50,50
776760,Defender,73,90,87,93,20,39,59,567,4,0,53,50,70,false,50,50
776761,Forward,65,90,88,93,20,39,164,568,5,0,53,50,70,false,50,50
776762,Midfielder,77,93,88,96,20,39,25,573,3,0,53,50,70,false,50,50
776763,Defender,75,89,86,93,20,39,48,573,2,0,53,50,70,false,50,50
776644,Forward,65,93,92,96,20,39,188,591,1,0,50,50,70,false,50,50
776645,Midfielder,75,91,88,94,20,39,33,590,1,0,50,50,70,false,50,50
776646,Defender,75,93,89,96,20,39,57,594,6,0,51,50,70,false,50,50
776647,Forward,64,90,88,92,20,39,191,593,2,0,51,50,70,false,50,50
776640,Midfielder,74,90,87,92,20,39,41,595,2,0,51,50,70,false,50,50
776641,Defender,74,90,87,93,20,39,54,594,1,0,51,50,70,false,50,50
776642,Forward,67,94,92,96,20,39,208,592,4,0,51,50,70,false,50,50
776643,Midfielder,76,92,86,95,20,39,33,595,0,0,51,50,70,false,50,50
776652,Defender,76,91,86,94,20,39,63,588,4,0,49,50,70,false,50,50
776653,Forward,64,93,92,96,20,39,169,588,2,0,49,50,70,false,50,50
776654,Midfielder,74,91,89,94,20,39,35,593,5,0,49,50,70,false,50,50
776655,Defender,75,89,87,93,20,39,57,595,2,0,50,50,70,false,50,50
776648,Forward,63,90,88,92,20,39,187,583,4,0,50,50,70,false,50,50
776649,Midfielder,74,90,88,93,20,39,32,583,4,0,50,50,70,false,50,50
776650,Defender,72,91,88,94,20,39,47,590,1,0,50,50,70,false,50,50
776651,Forward,64,91,90,94,20,39,159,591,0,0,50,50,70,false,50,50
776660,Midfielder,76,92,90,95,20,39,23,581,4,0,49,50,70,false,50,50
776661,Defender,74,89,86,92,20,39,61,583,3,0,49,50,70,false,50,50
776662,Forward,65,91,89,94,20,39,179,590,2,0,49,50,70,false,50,50
776663,Midfielder,73,90,88,93,20,39,34,591,5,0,49,50,70,false,50,50
776656,Defender,74,89,86,93,20,39,52,589,5,0,51,50,70,false,50,50
776657,Forward,66,92,90,95,20,39,175,589,2,0,50,50,70,false,50,50
776658,Midfielder,74,91,89,94,20,39,30,600,1,0,50,50,70,false,50,50
776659,Defender,74,91,87,94,20,39,60,600,3,0,50,50,70,false,50,50
776668,Forward,64,90,88,93,20,39,179,592,5,0,48,50,70,false,50,50
776669,Midfielder,77,94,82,96,20,39,24,593,3,0,48,50,70,false,50,50
776670,Defender,73,93,90,96,20,39,70,583,2,0,47,50,70,false,50,50
776671,Forward,64,90,88,93,20,39,194,582,1,0,48,50,70,false,50,50
776664,Midfielder,72,88,86,91,20,39,42,597,1,0,51,50,70,false,50,50
776665,Defender,72,93,90,96,20,39,47,598,1,0,50,50,70,false,50,50
776666,Forward,63,91,89,94,20,39,183,595,2,0,50,50,70,false,50,50
776667,Midfielder,75,91,88,94,20,39,32,596,0,0,49,50,70,false,50,50
776676,Defender,72,87,84,90,20,39,65,600,3,0,57,50,70,false,50,50
776677,Forward,64,91,89,94,20,39,179,600,2,0,58,50,70,false,50,50
776678,Midfielder,75,91,86,94,20,39,22,600,0,0,50,50,70,false,50,50
776679,Defender,75,90,86,94,20,39,59,600,2,0,49,50,70,false,50,50
776672,Forward,61,85,83,88,20,39,158,600,0,0,60,50,70,false,50,50
776673,Midfielder,74,90,88,93,20,39,25,600,0,0,61,51,70,false,50,50
776674,Defender,75,91,88,94,20,39,53,600,1,0,62,51,70,false,50,50
776675,Forward,62,87,85,89,20,39,175,600,3,0,62,51,70,false,50,50
776684,Midfielder,72,91,89,93,20,39,26,600,2,0,60,50,70,false,50,50
776685,Defender,72,90,87,93,20,39,54,600,2,0,61,51,70,false,50,50
776686,Forward,64,91,90,94,20,39,171,600,6,0,69,61,70,false,50,50
776687,Midfielder,76,92,84,95,20,39,43,600,1,0,70,63,70,false,50,50
