seed,position,intensity,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep,career_output_sum,scouted_avg,offer_seasons,offers_total,offers_wage_avg,offers_wage_max
741080,Defender,Low,64,83,76,96,20,39,51,600,2,0,52,50,70,false,50,50,25639,99,7,10,209,289
741081,Defender,Medium,64,87,82,94,20,39,45,600,2,0,54,50,70,false,50,50,26632,99,9,13,208,290
741082,Defender,High,64,89,85,93,20,39,64,600,3,0,53,50,70,false,50,50,22912,99,9,15,200,284
741083,Forward,Low,64,85,82,96,20,39,178,600,5,0,53,50,70,false,50,50,23378,99,8,12,189,285
741092,Forward,Medium,64,89,87,95,20,39,179,569,4,0,45,50,70,false,50,50,9975,96,10,18,200,300
741093,Forward,High,63,90,88,93,20,39,191,569,5,0,45,50,70,false,50,50,9810,97,10,14,201,269
741094,Midfielder,Low,64,82,80,94,20,39,40,576,2,0,46,50,70,false,50,50,10164,97,14,20,209,283
741095,Midfielder,Medium,64,88,82,95,20,39,25,577,0,0,46,50,70,false,50,50,10237,97,9,13,198,266
741088,Midfielder,High,64,89,87,93,20,39,35,584,3,0,44,50,70,false,50,50,10416,99,9,13,196,279
741089,Defender,Low,64,82,74,95,20,39,53,584,2,0,44,50,70,false,50,50,10670,99,9,15,225,292
741090,Defender,Medium,64,85,82,93,20,39,55,576,1,0,46,50,70,false,50,50,10140,97,11,20,192,277
741091,Defender,High,64,89,86,93,20,39,45,576,0,0,46,50,70,false,50,50,10218,98,14,22,215,298
741100,Forward,Low,64,82,80,93,20,39,166,578,3,0,45,50,70,false,50,50,9958,98,12,17,224,302
741101,Forward,Medium,63,89,87,95,20,39,162,576,6,0,45,50,70,false,50,50,9839,97,13,20,222,300
741102,Forward,High,64,92,90,95,20,39,177,591,0,0,46,50,70,false,50,50,11252,98,9,9,201,259
741103,Midfielder,Low,64,82,79,94,20,39,23,591,4,0,46,50,70,false,50,50,11316,99,9,13,198,287
741096,Midfielder,Medium,64,87,85,93,20,39,22,576,1,0,44,50,70,false,50,50,10393,95,7,10,218,295
741097,Midfielder,High,64,92,86,96,20,39,20,575,0,0,44,50,70,false,50,50,10222,96,12,20,204,282
741098,Defender,Low,64,82,78,95,20,39,42,596,1,0,46,50,70,false,50,50,12188,98,10,15,240,310
741099,Defender,Medium,64,86,83,93,20,39,40,594,2,0,46,50,70,false,50,50,11925,98,9,13,224,292
741108,Defender,High,64,92,87,96,20,39,60,582,2,0,44,50,70,false,50,50,11314,99,10,15,216,287
741109,Forward,Low,64,82,80,93,20,39,163,581,1,0,44,50,70,false,50,50,11206,99,12,16,213,285
741110,Forward,Medium,64,89,87,95,20,39,172,578,1,0,46,50,70,false,50,50,11669,99,9,13,205,276
741111,Forward,High,63,91,89,94,20,39,156,579,1,0,46,50,70,false,50,50,11480,99,11,18,216,305
741104,Midfielder,Low,64,84,82,97,20,39,30,575,1,0,43,50,70,false,50,50,11184,99,11,18,207,308
741105,Midfielder,Medium,64,86,84,93,20,39,29,573,1,0,44,50,70,false,50,50,10883,99,12,21,194,284
741106,Midfielder,High,64,91,89,94,20,39,23,579,1,0,45,50,70,false,50,50,11462,99,14,20,220,293
741107,Defender,Low,64,81,77,94,20,39,55,579,0,0,45,50,70,false,50,50,11345,99,12,19,197,303
741116,Defender,Medium,64,88,85,95,20,39,63,571,0,0,44,50,70,false,50,50,10053,99,10,16,200,278
741117,Defender,High,64,90,87,94,20,39,59,572,2,0,44,50,70,false,50,50,10194,98,12,21,235,310
741118,Forward,Low,64,82,80,93,20,39,162,578,0,0,45,50,70,false,50,50,10812,99,10,16,225,305
741119,Forward,Medium,64,87,85,93,20,39,170,578,1,0,46,50,70,false,50,50,10838,99,8,12,226,291
741112,Forward,High,62,91,89,94,20,39,169,584,2,0,44,50,70,false,50,50,10972,99,10,14,234,306
741113,Midfielder,Low,64,83,80,95,20,39,26,583,4,0,44,50,70,false,50,50,10945,99,11,16,215,299
741114,Midfielder,Medium,64,88,86,95,20,39,33,576,2,0,45,50,70,false,50,50,10870,99,11,18,226,303
741115,Midfielder,High,64,91,88,94,20,39,37,577,1,0,46,50,70,false,50,50,10829,99,8,11,210,266
740996,Defender,Low,64,80,77,93,20,39,60,595,6,0,53,50,70,false,50,50,14254,99,9,13,229,295
740997,Defender,Medium,64,86,83,93,20,39,55,595,0,0,53,50,70,false,50,50,14329,99,12,17,228,291
740998,Defender,High,64,89,86,93,20,39,66,596,5,0,54,50,70,false,50,50,15536,99,9,16,200,270
740999,Forward,Low,64,83,81,94,20,39,188,596,4,0,54,50,70,false,50,50,15251,99,10,15,219,302
740992,Forward,Medium,63,86,85,93,20,39,168,596,7,0,55,50,70,false,50,50,14021,99,12,19,214,313
740993,Forward,High,63,88,86,91,20,39,202,595,2,0,55,50,70,false,50,50,13547,99,12,18,209,287
740994,Midfielder,Low,64,81,77,93,20,39,35,596,3,0,53,50,70,false,50,50,13398,99,11,18,231,290
740995,Midfielder,Medium,64,88,86,96,20,39,24,596,5,0,53,50,70,false,50,50,13299,99,12,19,213,294
741004,Midfielder,High,64,89,87,93,20,39,33,590,4,0,51,50,70,false,50,50,12678,99,10,14,240,285
741005,Defender,Low,64,83,79,96,20,39,52,588,3,0,51,50,70,false,50,50,12793,99,10,13,202,294
741006,Defender,Medium,64,86,81,94,20,39,57,596,4,0,54,50,70,false,50,50,13398,99,10,11,215,280
741007,Defender,High,64,89,87,93,20,39,55,595,4,0,54,50,70,false,50,50,13388,99,9,14,197,296
741000,Forward,Low,64,82,79,93,20,39,164,594,2,0,55,50,70,false,50,50,14261,99,12,21,210,288
741001,Forward,Medium,64,87,85,93,20,39,178,595,4,0,56,50,70,false,50,50,14919,99,9,13,210,268
741002,Forward,High,64,92,90,95,20,39,187,594,4,0,54,50,70,false,50,50,12550,99,10,13,226,288
741003,Midfielder,Low,64,81,79,93,20,39,25,593,1,0,53,50,70,false,50,50,12511,99,8,12,201,270
741012,Midfielder,Medium,64,86,84,93,20,39,28,600,1,0,56,50,70,false,50,50,17215,99,10,13,210,311
741013,Midfielder,High,64,89,88,93,20,39,30,598,1,0,56,50,70,false,50,50,16581,99,10,14,219,283
741014,Defender,Low,64,80,77,93,20,39,67,595,4,0,54,50,70,false,50,50,13735,99,11,15,231,301
741015,Defender,Medium,64,88,85,95,20,39,71,594,7,0,53,50,70,false,50,50,13986,99,9,14,228,294
741008,Defender,High,64,89,86,93,20,39,65,594,3,0,55,50,70,false,50,50,13324,99,9,14,211,286
741009,Forward,Low,62,79,76,89,20,39,180,594,4,0,54,50,70,false,50,50,13416,99,7,10,234,309
741010,Forward,Medium,64,88,86,95,20,39,170,600,2,0,53,50,70,false,50,50,17693,99,12,19,214,292
741011,Forward,High,63,91,90,94,20,39,185,600,0,0,53,50,70,false,50,50,17712,99,11,19,240,312
741020,Midfielder,Low,64,81,79,93,20,39,27,597,1,0,52,50,70,false,50,50,14838,99,8,11,211,268
741021,Midfielder,Medium,64,87,84,94,20,39,24,596,3,0,51,50,70,false,50,50,14917,99,9,14,217,304
741022,Midfielder,High,64,89,87,93,20,39,36,600,3,0,54,50,70,false,50,50,16484,99,13,20,215,287
741023,Defender,Low,64,82,79,95,20,39,56,600,0,0,55,50,70,false,50,50,17208,99,8,9,199,272
741016,Defender,Medium,64,89,86,96,20,39,60,600,3,0,56,50,70,false,50,50,18767,99,10,17,204,271
741017,Defender,High,64,91,89,95,20,39,56,600,2,0,56,50,70,false,50,50,18249,99,6,10,228,299
741018,Forward,Low,64,85,83,96,20,39,141,589,6,0,53,50,70,false,50,50,11730,99,9,15,220,309
741019,Forward,Medium,61,87,85,93,20,39,167,587,2,0,52,50,70,false,50,50,11839,99,6,8,228,294
741028,Forward,High,63,90,88,93,20,39,182,567,2,0,54,50,70,false,50,50,11015,96,13,17,203,263
741029,Midfielder,Low,64,81,78,93,20,39,35,567,5,0,54,50,70,false,50,50,11083,97,13,20,214,293
741030,Midfielder,Medium,64,86,84,93,20,39,28,576,1,0,54,50,70,false,50,50,10965,97,9,13,194,271
741031,Midfielder,High,64,86,85,90,20,39,31,577,3,0,55,50,70,false,50,50,11300,99,13,21,218,299
741024,Defender,Low,64,81,78,93,20,39,49,567,4,0,52,50,70,false,50,50,10232,95,10,17,212,317
741025,Defender,Medium,64,88,85,96,20,39,66,570,3,0,52,50,70,false,50,50,10368,96,10,15,216,291
741026,Defender,High,64,91,88,95,20,39,52,568,1,0,56,50,70,false,50,50,11082,96,11,19,228,295
741027,Forward,Low,64,82,80,93,20,39,150,569,1,0,56,50,70,false,50,50,11394,96,9,12,210,281
741036,Forward,Medium,64,87,85,93,20,39,173,567,1,0,54,50,70,false,50,50,10952,97,8,13,215,289
741037,Forward,High,63,88,87,91,20,39,184,567,0,0,54,50,70,false,50,50,10809,97,11,17,220,303
741038,Midfielder,Low,64,81,77,93,20,39,27,576,0,0,52,50,70,false,50,50,11305,97,6,8,231,292
741039,Midfielder,Medium,64,85,83,92,20,39,24,576,3,0,52,50,70,false,50,50,11135,97,10,15,213,295
741032,Midfielder,High,64,90,85,93,20,39,25,562,4,0,53,50,70,false,50,50,10399,94,9,15,218,282
741033,Defender,Low,64,84,80,96,20,39,62,561,2,0,53,50,70,false,50,50,10384,94,11,15,200,300
741034,Defender,Medium,64,86,83,93,20,39,60,572,3,0,57,50,70,false,50,50,11612,94,8,11,239,307
741035,Defender,High,64,90,86,94,20,39,64,571,0,0,56,50,70,false,50,50,11318,95,7,11,238,290
741044,Forward,Low,64,82,80,94,20,39,157,569,2,0,54,50,70,false,50,50,11397,98,10,12,211,280
741045,Forward,Medium,63,86,84,92,20,39,163,567,2,0,54,50,70,false,50,50,11359,98,12,19,212,289
741046,Forward,High,64,93,92,96,20,39,185,565,2,0,58,50,70,false,50,50,11872,98,11,16,217,290
741047,Midfielder,Low,64,80,78,92,20,39,36,564,2,0,57,50,70,false,50,50,11871,98,10,15,222,289
741040,Midfielder,Medium,64,89,84,97,20,39,35,549,2,0,53,50,70,false,50,50,10410,98,10,12,207,293
741041,Midfielder,High,64,90,88,93,20,39,33,551,4,0,53,50,70,false,50,50,10472,97,12,17,225,288
741042,Defender,Low,64,83,78,96,20,39,65,561,3,0,56,50,70,false,50,50,10967,98,10,17,201,291
741043,Defender,Medium,64,88,85,95,20,39,46,562,2,0,56,50,70,false,50,50,11085,98,11,20,205,303
741052,Defender,High,64,92,88,97,20,39,58,555,5,0,54,50,70,false,50,50,10165,96,13,19,231,315
741053,Forward,Low,64,83,81,95,20,39,188,555,0,0,55,50,70,false,50,50,10373,97,7,10,232,296
741054,Forward,Medium,64,88,86,94,20,39,176,556,3,0,53,50,70,false,50,50,9532,98,7,11,215,300
741055,Forward,High,60,89,88,92,20,39,158,558,1,0,53,50,70,false,50,50,9751,98,8,10,216,298
741048,Midfielder,Low,64,82,80,94,20,39,18,566,3,0,53,50,70,false,50,50,10516,97,11,16,231,304
741049,Midfielder,Medium,64,87,85,94,20,39,25,565,4,0,53,50,70,false,50,50,10263,98,13,18,209,299
741050,Midfielder,High,64,91,89,94,20,39,22,562,3,0,57,50,70,false,50,50,10961,97,10,15,206,280
741051,Defender,Low,64,83,79,95,20,39,48,561,5,0,57,50,70,false,50,50,11220,98,12,20,221,297
740932,Defender,Medium,64,85,82,93,20,39,54,572,4,0,44,50,70,false,50,50,11332,96,7,11,208,283
740933,Defender,High,64,91,88,95,20,39,56,574,5,0,43,50,70,false,50,50,11244,96,12,21,223,294
740934,Forward,Low,62,81,79,92,20,39,135,571,3,0,44,50,70,false,50,50,11493,98,7,10,206,302
740935,Forward,Medium,64,87,85,93,20,39,183,573,4,0,44,50,70,false,50,50,11165,98,14,21,204,278
740928,Forward,High,61,90,89,93,20,39,174,584,2,0,44,50,70,false,50,50,12531,99,9,13,231,291
740929,Midfielder,Low,64,82,79,95,20,39,27,582,3,0,44,50,70,false,50,50,12178,99,8,11,230,308
740930,Midfielder,Medium,64,89,87,97,20,39,28,578,1,0,44,50,70,false,50,50,12374,98,9,16,216,297
740931,Midfielder,High,64,89,87,93,20,39,33,579,2,0,44,50,70,false,50,50,12502,97,11,14,203,304
740940,Defender,Low,64,81,77,94,20,39,60,578,4,0,48,50,70,false,50,50,11442,99,11,16,204,284
740941,Defender,Medium,64,87,84,94,20,39,51,579,3,0,48,50,70,false,50,50,11410,99,12,20,189,273
740942,Defender,High,64,89,86,93,20,39,50,576,2,0,48,50,70,false,50,50,12090,99,13,22,220,293
740943,Forward,Low,63,82,80,93,20,39,180,577,3,0,47,50,70,false,50,50,11950,98,11,18,216,291
740936,Forward,Medium,64,87,85,93,20,39,156,574,3,0,48,50,70,false,50,50,11600,99,11,15,232,288
740937,Forward,High,64,93,92,96,20,39,170,574,1,0,48,50,70,false,50,50,11659,99,8,13,219,295
740938,Midfielder,Low,64,79,77,91,20,39,34,576,3,0,48,50,70,false,50,50,11973,99,8,11,224,282
740939,Midfielder,Medium,64,84,83,91,20,39,33,578,2,0,48,50,70,false,50,50,12243,98,11,16,227,297
740948,Midfielder,High,64,89,88,93,20,39,32,573,1,0,43,50,70,false,50,50,10701,99,10,13,194,283
740949,Defender,Low,64,81,77,94,20,39,63,573,6,0,43,50,70,false,50,50,10477,99,7,9,216,308
740950,Defender,Medium,64,88,85,96,20,39,52,587,5,0,43,50,70,false,50,50,12862,99,9,15,214,290
740951,Defender,High,64,92,82,96,20,39,57,586,1,0,43,50,70,false,50,50,12504,99,10,14,187,272
740944,Forward,Low,64,82,79,93,20,39,155,584,2,0,43,50,70,false,50,50,12190,99,12,19,234,297
740945,Forward,Medium,64,87,85,93,20,39,195,584,2,0,43,50,70,false,50,50,11887,99,10,18,213,298
740946,Forward,High,64,91,90,94,20,39,181,579,1,0,43,50,70,false,50,50,11393,99,8,10,221,296
740947,Midfielder,Low,64,82,79,94,20,39,31,579,4,0,43,50,70,false,50,50,11112,99,10,15,193,280
740956,Midfielder,Medium,64,88,86,96,20,39,23,579,2,0,47,50,70,false,50,50,11239,99,10,17,185,287
740957,Midfielder,High,64,88,86,91,20,39,27,579,2,0,47,50,70,false,50,50,11341,99,12,18,199,274
740958,Defender,Low,64,84,81,97,20,39,48,581,1,0,47,50,70,false,50,50,11283,99,11,17,200,271
740959,Defender,Medium,64,88,85,96,20,39,73,581,2,0,47,50,70,false,50,50,10945,99,9,12,195,279
740952,Defender,High,64,88,85,92,20,39,77,583,3,0,48,50,70,false,50,50,12327,99,9,14,233,292
740953,Forward,Low,64,82,80,93,20,39,170,585,6,0,47,50,70,false,50,50,12269,99,9,9,238,286
740954,Forward,Medium,64,90,88,96,20,39,184,588,2,0,48,50,70,false,50,50,12481,99,7,9,234,291
740955,Forward,High,63,91,89,94,20,39,177,586,0,0,48,50,70,false,50,50,12151,98,11,17,187,260
740964,Midfielder,Low,64,79,77,91,20,39,31,598,4,0,52,50,70,false,50,50,23090,99,12,20,209,293
740965,Midfielder,Medium,64,87,85,93,20,39,35,598,4,0,52,50,70,false,50,50,23193,99,10,16,224,308
740966,Midfielder,High,64,93,92,97,20,39,22,597,2,0,52,50,70,false,50,50,22734,99,10,14,243,294
740967,Defender,Low,64,83,76,96,20,39,54,596,1,0,52,50,70,false,50,50,22343,99,9,13,191,282
740960,Defender,Medium,64,86,83,94,20,39,57,600,2,0,51,50,70,false,50,50,23769,99,9,13,209,287
740961,Defender,High,64,90,87,94,20,39,65,600,5,0,51,50,70,false,50,50,23605,99,9,13,203,284
740962,Forward,Low,64,84,82,96,20,39,168,597,2,0,52,50,70,false,50,50,22072,99,10,18,211,299
740963,Forward,Medium,62,90,88,96,20,39,137,597,2,0,51,50,70,false,50,50,21958,99,9,13,229,288
740972,Forward,High,62,93,92,96,20,39,169,600,4,0,46,50,70,false,50,50,22227,99,7,12,222,273
740973,Midfielder,Low,64,81,78,93,20,39,27,600,4,0,46,50,70,false,50,50,21915,99,12,18,210,279
740974,Midfielder,Medium,64,85,82,92,20,39,21,600,2,0,52,50,70,false,50,50,26116,99,9,12,207,298
740975,Midfielder,High,64,86,85,89,20,39,19,600,1,0,51,50,70,false,50,50,25558,99,9,14,226,286
740968,Defender,Low,64,81,78,94,20,39,42,598,2,0,48,50,70,false,50,50,21252,99,8,11,223,300
740969,Defender,Medium,64,85,82,93,20,39,53,600,3,0,48,50,70,false,50,50,21508,99,12,19,233,308
740970,Defender,High,64,89,86,94,20,39,53,600,2,0,46,50,70,false,50,50,21734,99,10,15,201,281
740971,Forward,Low,64,84,82,95,20,39,132,600,1,0,46,50,70,false,50,50,21185,99,11,16,232,298
740980,Forward,Medium,64,87,85,93,20,39,193,598,4,0,53,50,70,false,50,50,20891,99,9,14,202,293
740981,Forward,High,64,90,88,93,20,39,184,598,2,0,53,50,70,false,50,50,21140,99,10,15,190,254
740982,Midfielder,Low,64,81,78,93,20,39,27,600,3,0,54,50,70,false,50,50,27096,99,9,13,234,306
740983,Midfielder,Medium,64,86,84,93,20,39,23,600,1,0,54,50,70,false,50,50,26255,99,6,11,197,252
740976,Midfielder,High,64,90,87,93,20,39,30,600,3,0,52,50,70,false,50,50,25236,99,11,20,220,290
740977,Defender,Low,64,80,77,93,20,39,39,600,7,0,52,50,70,false,50,50,25271,99,7,10,210,306
740978,Defender,Medium,64,87,82,95,20,39,59,600,5,0,57,50,70,false,50,50,28024,99,13,20,218,292
740979,Defender,High,64,89,86,93,20,39,63,600,4,0,57,50,70,false,50,50,28303,99,9,13,217,290
740988,Forward,Low,64,83,81,94,20,39,159,598,1,0,47,50,70,false,50,50,19015,99,9,13,225,288
740989,Forward,Medium,63,86,85,93,20,39,189,600,3,0,47,50,70,false,50,50,19926,99,12,17,235,309
740990,Forward,High,64,90,88,93,20,39,167,597,3,0,48,50,70,false,50,50,18651,99,11,18,198,290
740991,Midfielder,Low,64,82,79,94,20,39,37,598,1,0,47,50,70,false,50,50,18630,99,11,18,208,291
740984,Midfielder,Medium,64,88,86,95,20,39,23,600,1,0,50,50,70,false,50,50,22897,99,9,16,207,298
740985,Midfielder,High,64,91,90,95,20,39,32,600,1,0,51,50,70,false,50,50,23773,99,8,13,222,296
740986,Defender,Low,64,83,80,96,20,39,57,600,3,0,51,50,70,false,50,50,26007,99,9,14,218,283
740987,Defender,Medium,64,88,85,96,20,39,56,600,3,0,51,50,70,false,50,50,26593,99,9,12,204,265
740868,Defender,High,64,89,86,93,20,39,62,564,2,0,50,50,70,false,50,50,11621,96,9,13,210,293
740869,Forward,Low,64,82,79,93,20,39,168,565,1,0,50,50,70,false,50,50,11485,97,8,9,211,263
740870,Forward,Medium,64,87,85,94,20,39,175,562,3,0,52,50,70,false,50,50,11297,96,12,16,216,292
740871,Forward,High,64,92,90,95,20,39,177,563,5,0,52,50,70,false,50,50,11221,97,10,17,215,291
740864,Midfielder,Low,64,81,78,92,20,39,40,577,2,0,55,50,70,false,50,50,13165,96,8,14,213,312
740865,Midfielder,Medium,64,87,83,94,20,39,28,578,2,0,55,50,70,false,50,50,13031,97,8,14,206,295
740866,Midfielder,High,64,93,88,97,20,39,23,571,1,0,50,50,70,false,50,50,11804,97,10,13,207,281
740867,Defender,Low,64,80,77,93,20,39,56,572,7,0,51,50,70,false,50,50,11947,97,14,21,230,301
740876,Defender,Medium,64,84,81,91,20,39,55,574,3,0,53,50,70,false,50,50,12101,99,10,15,221,294
740877,Defender,High,64,91,86,95,20,39,66,574,2,0,53,50,70,false,50,50,11853,98,12,17,206,290
740878,Forward,Low,63,81,79,92,20,39,169,569,2,0,50,50,70,false,50,50,11530,99,10,12,183,276
740879,Forward,Medium,64,88,86,94,20,39,181,568,0,0,50,50,70,false,50,50,11462,99,10,16,215,294
740872,Forward,High,64,92,90,95,20,39,191,571,4,0,51,50,70,false,50,50,11330,98,10,14,203,286
740873,Midfielder,Low,64,81,76,93,20,39,22,571,0,0,51,50,70,false,50,50,11321,98,7,13,210,281
740874,Midfielder,Medium,64,84,83,91,20,39,33,568,2,0,53,50,70,false,50,50,11983,98,6,9,208,267
740875,Midfielder,High,64,91,84,94,20,39,28,570,3,0,53,50,70,false,50,50,11914,98,10,18,228,298
740884,Defender,Low,64,83,79,96,20,39,57,564,3,0,49,50,70,false,50,50,11251,99,11,16,211,277
740885,Defender,Medium,64,86,82,94,20,39,63,566,3,0,49,50,70,false,50,50,11028,98,11,14,216,277
740886,Defender,High,64,89,86,93,20,39,62,578,3,0,50,50,70,false,50,50,13181,99,12,21,227,303
740887,Forward,Low,62,83,81,94,20,39,143,577,5,0,50,50,70,false,50,50,13117,99,9,13,210,293
740880,Forward,Medium,64,88,86,95,20,39,161,568,1,0,52,50,70,false,50,50,11926,97,9,11,238,299
740881,Forward,High,63,93,91,96,20,39,183,568,1,0,51,50,70,false,50,50,11921,97,12,18,212,293
740882,Midfielder,Low,64,83,81,95,20,39,28,564,2,0,46,50,70,false,50,50,11182,98,6,10,204,299
740883,Midfielder,Medium,64,87,85,94,20,39,27,564,2,0,47,50,70,false,50,50,11383,97,11,15,214,298
740892,Midfielder,High,64,89,88,93,20,39,39,571,1,0,51,50,70,false,50,50,11312,99,6,8,198,270
740893,Defender,Low,64,83,79,96,20,39,55,570,3,0,51,50,70,false,50,50,11400,99,10,14,212,285
740894,Defender,Medium,64,86,83,93,20,39,47,569,2,0,46,50,70,false,50,50,11127,98,9,11,214,287
740895,Defender,High,64,92,89,96,20,39,67,569,2,0,46,50,70,false,50,50,10962,98,9,12,207,272
740888,Forward,Low,63,85,83,96,20,39,152,572,1,0,48,50,70,false,50,50,11207,98,10,12,218,289
740889,Forward,Medium,64,87,85,93,20,39,181,570,1,0,48,50,70,false,50,50,10937,98,11,17,230,285
740890,Forward,High,64,90,89,93,20,39,200,574,3,0,49,50,70,false,50,50,11763,98,12,21,208,292
740891,Midfielder,Low,64,81,78,93,20,39,33,574,0,0,49,50,70,false,50,50,11676,98,9,12,202,263
740900,Midfielder,Medium,64,86,84,93,20,39,22,592,3,0,54,50,70,false,50,50,18830,99,10,14,188,289
740901,Midfielder,High,64,89,88,93,20,39,33,593,6,0,53,50,70,false,50,50,18849,99,9,11,203,282
740902,Defender,Low,64,82,78,94,20,39,48,592,0,0,54,50,70,false,50,50,18813,99,11,18,208,293
740903,Defender,Medium,64,85,82,93,20,39,47,591,2,0,53,50,70,false,50,50,18360,99,11,15,215,284
740896,Defender,High,64,92,89,96,20,39,52,594,0,0,47,50,70,false,50,50,16285,99,6,9,227,293
740897,Forward,Low,64,85,82,96,20,39,165,595,3,0,47,50,70,false,50,50,16182,99,10,15,217,303
740898,Forward,Medium,64,89,88,96,20,39,172,590,1,0,49,50,70,false,50,50,16771,99,8,14,220,307
740899,Forward,High,64,90,89,93,20,39,168,589,0,0,50,50,70,false,50,50,17073,98,10,14,205,289
740908,Midfielder,Low,64,83,77,95,20,39,27,594,2,0,50,50,70,false,50,50,18097,99,6,8,241,290
740909,Midfielder,Medium,64,90,88,97,20,39,24,594,2,0,49,50,70,false,50,50,17518,99,12,17,236,305
740910,Midfielder,High,64,89,88,93,20,39,33,591,2,0,50,50,70,false,50,50,16925,99,11,17,217,291
740911,Defender,Low,64,82,79,94,20,39,41,593,2,0,50,50,70,false,50,50,16899,99,10,15,215,296
740904,Defender,Medium,64,88,84,95,20,39,68,591,0,0,50,50,70,false,50,50,16038,99,13,19,213,311
740905,Defender,High,64,93,90,97,20,39,61,590,3,0,50,50,70,false,50,50,15443,99,13,20,226,288
740906,Forward,Low,63,81,79,92,20,39,174,588,2,0,46,50,70,false,50,50,14528,99,12,18,201,289
740907,Forward,Medium,63,86,84,92,20,39,175,589,5,0,46,50,70,false,50,50,14478,99,10,15,216,303
740916,Forward,High,63,93,91,95,20,39,178,592,4,0,52,50,70,false,50,50,17669,99,10,14,223,294
740917,Midfielder,Low,64,82,78,94,20,39,31,594,3,0,53,50,70,false,50,50,17988,99,10,15,210,299
740918,Midfielder,Medium,64,87,85,94,20,39,35,596,1,0,52,50,70,false,50,50,19267,99,11,16,215,287
740919,Midfielder,High,64,89,88,93,20,39,26,596,2,0,52,50,70,false,50,50,19266,99,10,16,207,289
740912,Defender,Low,64,83,77,96,20,39,49,597,1,0,54,50,70,false,50,50,19005,99,9,15,205,286
740913,Defender,Medium,64,86,83,94,20,39,54,597,0,0,54,50,70,false,50,50,18695,99,8,12,221,289
740914,Defender,High,64,89,87,94,20,39,62,596,1,0,56,50,70,false,50,50,18695,99,14,18,215,313
740915,Forward,Low,61,78,75,88,20,39,169,596,3,0,55,50,70,false,50,50,18431,99,11,16,197,289
740924,Forward,Medium,64,87,85,93,20,39,177,589,3,0,54,50,70,false,50,50,16193,99,10,15,209,293
740925,Forward,High,64,92,91,96,20,39,186,592,0,0,54,50,70,false,50,50,16572,99,11,15,206,280
740926,Midfielder,Low,64,81,77,93,20,39,28,584,0,0,52,50,70,false,50,50,15441,99,5,8,224,289
740927,Midfielder,Medium,64,86,84,93,20,39,25,584,3,0,53,50,70,false,50,50,15525,99,13,24,232,310
740920,Midfielder,High,64,89,85,92,20,39,29,600,2,0,60,50,70,false,50,50,21904,99,10,16,225,299
740921,Defender,Low,64,81,78,94,20,39,54,600,1,0,59,50,70,false,50,50,21523,99,8,13,235,288
740922,Defender,Medium,64,85,82,93,20,39,51,595,1,0,52,50,70,false,50,50,16365,99,9,12,196,300
740923,Defender,High,64,92,90,96,20,39,72,593,2,0,52,50,70,false,50,50,16295,99,11,16,234,309
740804,Forward,Low,63,82,80,93,20,39,161,600,1,0,71,56,70,false,50,50,29006,99,7,9,211,284
740805,Forward,Medium,64,87,85,94,20,39,172,600,5,0,70,56,70,false,50,50,29300,99,8,13,199,293
740806,Forward,High,63,89,87,91,20,39,187,600,1,0,63,51,70,false,50,50,28131,99,11,18,226,300
740807,Midfielder,Low,64,82,80,94,20,39,27,600,2,0,63,51,70,false,50,50,28533,99,12,17,227,309
740800,Midfielder,Medium,64,85,83,92,20,39,37,600,4,0,66,53,70,false,50,50,32125,99,10,15,221,288
740801,Midfielder,High,64,89,88,93,20,39,19,600,3,0,67,54,70,false,50,50,32043,99,10,17,207,303
740802,Defender,Low,64,80,76,92,20,39,45,600,5,0,65,53,70,false,50,50,27510,99,11,19,213,292
740803,Defender,Medium,64,85,82,93,20,39,48,600,2,0,66,53,70,false,50,50,27345,99,10,13,201,297
740812,Defender,High,64,88,85,92,20,39,57,599,4,0,65,51,70,false,50,50,24684,99,10,15,200,308
740813,Forward,Low,64,84,82,95,20,39,180,599,1,0,65,51,70,false,50,50,24805,99,10,16,210,281
740814,Forward,Medium,64,88,86,94,20,39,189,600,4,0,66,53,70,false,50,50,29976,99,11,15,229,291
740815,Forward,High,64,93,91,96,20,39,205,600,3,0,65,53,70,false,50,50,29561,99,12,18,201,256
740808,Midfielder,Low,64,81,79,93,20,39,34,600,2,0,70,56,70,false,50,50,30648,99,11,15,205,292
740809,Midfielder,Medium,64,86,84,93,20,39,39,600,2,0,70,57,70,false,50,50,31271,99,12,17,202,282
740810,Midfielder,High,64,89,88,93,20,39,33,600,3,0,67,54,70,false,50,50,29260,99,9,12,213,284
740811,Defender,Low,64,82,79,95,20,39,54,600,4,0,67,54,70,false,50,50,29258,99,9,15,196,263
740820,Defender,Medium,64,89,86,96,20,39,50,600,1,0,65,58,70,false,50,50,32098,99,9,14,224,299
740821,Defender,High,64,89,87,94,20,39,51,600,4,0,64,56,70,false,50,50,31900,99,9,13,212,281
740822,Forward,Low,62,82,80,94,20,39,137,600,1,0,63,55,70,false,50,50,30719,99,10,15,233,305
740823,Forward,Medium,64,86,85,93,20,39,186,600,1,0,63,55,70,false,50,50,30337,99,11,16,214,301
