seed,position,intensity,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep,career_output_sum
741491,Forward,Medium,64,87,85,93,20,39,176,600,2,0,44,50,70,false,50,50,22676
741500,Forward,High,64,91,89,94,20,39,187,600,0,0,48,50,70,false,50,50,25778
741501,Midfielder,Low,64,81,78,93,20,39,32,600,2,0,49,50,70,false,50,50,26441
741502,Midfielder,Medium,64,87,85,94,20,39,29,600,2,0,51,50,70,false,50,50,24921
741503,Midfielder,High,64,90,88,94,20,39,27,600,1,0,50,50,70,false,50,50,24364
741496,Defender,Low,64,82,78,95,20,39,62,600,5,0,48,50,70,false,50,50,21920
741497,Defender,Medium,64,85,82,93,20,39,53,600,3,0,48,50,70,false,50,50,22136
741498,Defender,High,64,90,87,94,20,39,56,600,1,0,51,50,70,false,50,50,26370
741499,Forward,Low,64,85,83,97,20,39,156,600,2,0,52,50,70,false,50,50,26496
741380,Forward,Medium,62,84,82,90,20,39,171,570,2,0,47,50,70,false,50,50,13367
741381,Forward,High,64,91,89,94,20,39,164,573,3,0,47,50,70,false,50,50,13250
741382,Midfielder,Low,64,81,78,93,20,39,27,568,3,0,45,50,70,false,50,50,12276
741383,Midfielder,Medium,64,87,85,94,20,39,28,569,2,0,46,50,70,false,50,50,12407
741376,Midfielder,High,64,90,88,94,20,39,32,553,5,0,47,50,70,false,50,50,12327
741377,Defender,Low,64,84,80,97,20,39,58,554,0,0,47,50,70,false,50,50,12049
741378,Defender,Medium,64,85,82,93,20,39,52,557,2,0,45,50,70,false,50,50,11839
741379,Defender,High,64,91,88,95,20,39,57,560,2,0,46,50,70,false,50,50,12011
741388,Forward,Low,62,80,78,91,20,39,157,571,4,0,46,50,70,false,50,50,11954
741389,Forward,Medium,63,89,87,95,20,39,199,572,5,0,46,50,70,false,50,50,12119
741390,Forward,High,64,93,91,96,20,39,173,571,0,0,46,50,70,false,50,50,12478
741391,Midfielder,Low,64,80,77,91,20,39,21,573,4,0,46,50,70,false,50,50,12536
741384,Midfielder,Medium,64,88,77,95,20,39,36,574,1,0,46,50,70,false,50,50,12870
741385,Midfielder,High,64,90,88,94,20,39,29,572,3,0,46,50,70,false,50,50,12965
741386,Defender,Low,64,83,80,96,20,39,56,570,2,0,46,50,70,false,50,50,12218
741387,Defender,Medium,64,89,86,97,20,39,47,572,1,0,46,50,70,false,50,50,12108
741396,Defender,High,64,90,86,94,20,39,64,576,2,0,50,50,70,false,50,50,13996
741397,Forward,Low,64,82,79,93,20,39,157,576,1,0,50,50,70,false,50,50,13902
741398,Forward,Medium,64,86,85,93,20,39,169,578,2,0,46,50,70,false,50,50,13472
741399,Forward,High,64,91,89,93,20,39,210,579,3,0,46,50,70,false,50,50,13300
741392,Midfielder,Low,64,81,77,93,20,39,30,584,1,0,50,50,70,false,50,50,14637
741393,Midfielder,Medium,64,85,82,92,20,39,36,585,3,0,50,50,70,false,50,50,14751
741394,Midfielder,High,64,90,88,93,20,39,38,566,1,0,46,50,70,false,50,50,11808
741395,Defender,Low,64,83,79,96,20,39,57,567,3,0,46,50,70,false,50,50,11820
741404,Defender,Medium,64,88,85,96,20,39,62,572,2,0,48,50,70,false,50,50,13588
741405,Defender,High,64,90,87,94,20,39,52,573,1,0,49,50,70,false,50,50,13669
741406,Forward,Low,64,82,80,94,20,39,164,563,1,0,49,50,70,false,50,50,13077
741407,Forward,Medium,63,86,84,92,20,39,152,560,2,0,50,50,70,false,50,50,12912
741400,Forward,High,64,94,92,97,20,39,199,575,2,0,48,50,70,false,50,50,12844
741401,Midfielder,Low,64,81,78,93,20,39,24,577,2,0,49,50,70,false,50,50,13079
741402,Midfielder,Medium,64,85,82,92,20,39,29,578,0,0,49,50,70,false,50,50,14010
741403,Midfielder,High,64,90,88,94,20,39,27,580,1,0,50,50,70,false,50,50,14097
741412,Defender,Low,64,82,79,94,20,39,48,600,1,0,44,50,70,false,50,50,20419
741413,Defender,Medium,64,86,83,94,20,39,42,600,3,0,44,50,70,false,50,50,20338
741414,Defender,High,64,92,89,96,20,39,62,600,2,0,42,50,70,false,50,50,17682
741415,Forward,Low,64,82,79,93,20,39,177,600,2,0,43,50,70,false,50,50,17251
741408,Forward,Medium,64,90,88,96,20,39,174,600,3,0,55,50,70,false,50,50,24990
741409,Forward,High,64,91,89,94,20,39,184,600,1,0,55,50,70,false,50,50,25552
741410,Midfielder,Low,64,83,81,95,20,39,36,600,2,0,45,50,70,false,50,50,21214
741411,Midfielder,Medium,64,88,85,95,20,39,21,600,0,0,46,50,70,false,50,50,21617
741420,Midfielder,High,64,93,92,97,20,39,28,596,4,0,43,50,70,false,50,50,14610
741421,Defender,Low,64,84,81,96,20,39,48,599,6,0,43,50,70,false,50,50,14644
741422,Defender,Medium,64,86,83,94,20,39,47,600,4,0,43,50,70,false,50,50,16957
741423,Defender,High,64,90,87,94,20,39,55,600,3,0,43,50,70,false,50,50,17431
741416,Forward,Low,63,81,79,92,20,39,172,600,4,0,43,50,70,false,50,50,20535
741417,Forward,Medium,64,87,85,93,20,39,177,600,0,0,43,50,70,false,50,50,20364
741418,Forward,High,64,90,89,93,20,39,162,600,0,0,43,50,70,false,50,50,18215
741419,Midfielder,Low,64,82,79,94,20,39,29,600,0,0,43,50,70,false,50,50,18995
741428,Midfielder,Medium,64,86,84,93,20,39,22,600,2,0,48,50,70,false,50,50,20374
741429,Midfielder,High,64,91,88,94,20,39,18,600,2,0,48,50,70,false,50,50,20512
741430,Defender,Low,64,83,77,96,20,39,49,600,1,0,43,50,70,false,50,50,17386
741431,Defender,Medium,64,89,85,97,20,39,48,600,2,0,44,50,70,false,50,50,18243
741424,Defender,High,64,89,86,93,20,39,46,600,1,0,55,50,70,false,50,50,27854
741425,Forward,Low,64,82,80,93,20,39,163,600,1,0,56,50,70,false,50,50,28267
741426,Forward,Medium,64,89,88,96,20,39,170,600,2,0,43,50,70,false,50,50,19618
741427,Forward,High,64,90,88,93,20,39,203,600,1,0,44,50,70,false,50,50,18586
741436,Midfielder,Low,64,83,78,95,20,39,28,600,2,0,48,50,70,false,50,50,24769
741437,Midfielder,Medium,64,90,88,97,20,39,27,600,3,0,48,50,70,false,50,50,25045
741438,Midfielder,High,64,91,87,94,20,39,28,600,0,0,51,50,70,false,50,50,26468
741439,Defender,Low,64,82,78,94,20,39,51,600,2,0,51,50,70,false,50,50,26263
741432,Defender,Medium,64,86,83,94,20,39,62,600,0,0,46,50,70,false,50,50,19241
741433,Defender,High,64,90,87,94,20,39,64,600,2,0,47,50,70,false,50,50,20007
741434,Forward,Low,64,85,83,96,20,39,174,600,3,0,48,50,70,false,50,50,23235
741435,Forward,Medium,64,90,88,96,20,39,195,600,1,0,48,50,70,false,50,50,23448
745412,Forward,High,64,89,87,92,20,39,178,559,5,0,46,50,70,false,50,50,10492
745413,Midfielder,Low,64,81,78,94,20,39,30,558,3,0,46,50,70,false,50,50,10513
745414,Midfielder,Medium,64,86,84,93,20,39,36,566,2,0,51,50,70,false,50,50,11743
745415,Midfielder,High,64,92,91,96,20,39,25,566,2,0,51,50,70,false,50,50,11878
745408,Defender,Low,64,80,77,93,20,39,45,558,5,0,46,50,70,false,50,50,9952
745409,Defender,Medium,64,86,83,94,20,39,47,559,0,0,46,50,70,false,50,50,10221
745410,Defender,High,64,90,87,94,20,39,61,567,3,0,45,50,70,false,50,50,10259
745411,Forward,Low,64,82,79,93,20,39,175,565,2,0,45,50,70,false,50,50,10444
745420,Forward,Medium,64,88,86,94,20,39,138,563,3,0,49,50,70,false,50,50,10004
745421,Forward,High,64,92,90,95,20,39,177,565,3,0,49,50,70,false,50,50,10236
745422,Midfielder,Low,64,82,80,94,20,39,30,560,3,0,51,50,70,false,50,50,10583
745423,Midfielder,Medium,64,88,86,95,20,39,25,560,2,0,51,50,70,false,50,50,10555
745416,Midfielder,High,64,89,88,93,20,39,23,562,2,0,51,50,70,false,50,50,10722
745417,Defender,Low,64,80,77,93,20,39,53,563,2,0,51,50,70,false,50,50,10952
745418,Defender,Medium,64,87,84,95,20,39,63,558,2,0,50,50,70,false,50,50,10516
745419,Defender,High,64,92,88,96,20,39,70,560,5,0,49,50,70,false,50,50,10690
745428,Forward,Low,62,83,81,95,20,39,152,568,1,0,52,50,70,false,50,50,11789
745429,Forward,Medium,63,86,84,92,20,39,170,569,3,0,53,50,70,false,50,50,11880
745430,Forward,High,64,90,88,92,20,39,178,570,0,0,53,50,70,false,50,50,11855
745431,Midfielder,Low,64,81,79,93,20,39,28,569,2,0,53,50,70,false,50,50,11917
745424,Midfielder,Medium,64,89,84,96,20,39,37,572,0,0,51,50,70,false,50,50,12517
745425,Midfielder,High,64,89,88,93,20,39,26,573,1,0,51,50,70,false,50,50,12669
745426,Defender,Low,64,82,79,95,20,39,51,562,0,0,52,50,70,false,50,50,10970
745427,Defender,Medium,64,87,84,94,20,39,57,561,4,0,52,50,70,false,50,50,11202
745436,Defender,High,64,93,89,97,20,39,59,565,3,0,55,50,70,false,50,50,11681
745437,Forward,Low,64,81,79,92,20,39,182,565,3,0,55,50,70,false,50,50,12041
745438,Forward,Medium,64,88,86,94,20,39,171,564,2,0,54,50,70,false,50,50,11503
745439,Forward,High,62,89,87,92,20,39,183,565,3,0,54,50,70,false,50,50,11638
745432,Midfielder,Low,64,82,79,94,20,39,29,568,1,0,51,50,70,false,50,50,11664
745433,Midfielder,Medium,64,88,86,95,20,39,30,568,2,0,51,50,70,false,50,50,11694
745434,Midfielder,High,64,93,88,96,20,39,25,568,4,0,54,50,70,false,50,50,12202
745435,Defender,Low,64,81,77,93,20,39,53,566,3,0,54,50,70,false,50,50,12253
745444,Defender,Medium,64,85,82,93,20,39,50,587,2,0,66,51,70,false,50,50,22109
745445,Defender,High,64,89,85,93,20,39,66,591,3,0,66,51,70,false,50,50,23105
745446,Forward,Low,63,79,77,90,20,39,145,592,1,0,69,52,70,false,50,50,25040
745447,Forward,Medium,64,86,84,92,20,39,139,591,1,0,68,52,70,false,50,50,24572
745440,Forward,High,62,86,85,89,20,39,208,597,1,0,68,52,70,false,50,50,25782
745441,Midfielder,Low,64,84,76,96,20,39,31,597,2,0,69,53,70,false,50,50,26375
745442,Midfielder,Medium,64,86,84,93,20,39,27,584,2,0,57,50,70,false,50,50,20262
745443,Midfielder,High,64,91,86,95,20,39,30,585,3,0,58,50,70,false,50,50,20549
745452,Defender,Low,64,80,77,93,20,39,59,598,1,0,64,52,70,false,50,50,25047
745453,Defender,Medium,64,87,84,94,20,39,62,598,2,0,64,52,70,false,50,50,25038
745454,Defender,High,64,89,87,94,20,39,63,595,1,0,64,52,70,false,50,50,24402
745455,Forward,Low,63,82,80,93,20,39,175,594,5,0,63,52,70,false,50,50,24082
745448,Forward,Medium,64,87,85,93,20,39,176,598,1,0,65,52,70,false,50,50,26754
745449,Forward,High,64,89,87,92,20,39,202,597,1,0,65,52,70,false,50,50,26133
745450,Midfielder,Low,64,83,81,96,20,39,38,598,3,0,64,52,70,false,50,50,27584
745451,Midfielder,Medium,64,87,85,94,20,39,41,598,4,0,64,52,70,false,50,50,28080
745460,Midfielder,High,64,93,91,96,20,39,31,596,4,0,68,52,70,false,50,50,25267
745461,Defender,Low,64,81,77,94,20,39,66,597,2,0,69,53,70,false,50,50,26190
745462,Defender,Medium,64,85,82,93,20,39,57,596,1,0,65,51,70,false,50,50,24779
745463,Defender,High,64,90,87,94,20,39,58,595,2,0,65,51,70,false,50,50,24976
745456,Forward,Low,64,82,80,93,20,39,174,584,1,0,60,50,70,false,50,50,18885
745457,Forward,Medium,62,89,87,95,20,39,162,585,1,0,60,50,70,false,50,50,19251
745458,Forward,High,64,91,89,94,20,39,204,590,1,0,67,53,70,false,50,50,24849
745459,Midfielder,Low,64,81,79,93,20,39,31,589,1,0,67,53,70,false,50,50,24562
745468,Midfielder,Medium,64,87,84,94,20,39,25,594,5,0,61,51,70,false,50,50,22884
745469,Midfielder,High,64,90,88,93,20,39,34,594,2,0,62,51,70,false,50,50,23811
745470,Defender,Low,64,81,76,93,20,39,40,598,2,0,68,53,70,false,50,50,27668
745471,Defender,Medium,64,85,82,93,20,39,63,596,2,0,68,53,70,false,50,50,27341
745464,Defender,High,64,90,87,94,20,39,71,590,1,0,65,52,70,false,50,50,23040
745465,Forward,Low,64,85,83,97,20,39,179,588,1,0,65,52,70,false,50,50,22520
745466,Forward,Medium,63,84,82,90,20,39,161,600,5,0,70,53,70,false,50,50,30145
745467,Forward,High,64,90,88,92,20,39,199,600,3,0,70,53,70,false,50,50,30165
745348,Midfielder,Low,64,82,78,94,20,39,30,567,3,0,40,50,70,false,50,50,9618
745349,Midfielder,Medium,64,86,84,93,20,39,32,565,1,0,40,50,70,false,50,50,9731
745350,Midfielder,High,64,89,88,93,20,39,31,572,0,0,42,50,70,false,50,50,10519
745351,Defender,Low,64,83,79,96,20,39,54,573,2,0,42,50,70,false,50,50,10914
745344,Defender,Medium,64,86,83,94,20,39,50,558,6,0,40,50,70,false,50,50,8582
745345,Defender,High,64,89,86,93,20,39,66,559,1,0,40,50,70,false,50,50,8656
745346,Forward,Low,64,84,82,96,20,39,160,574,0,0,42,50,70,false,50,50,10528
745347,Forward,Medium,64,86,85,93,20,39,188,574,1,0,42,50,70,false,50,50,10804
745356,Forward,High,64,93,92,96,20,39,163,563,2,0,39,50,70,false,50,50,8691
745357,Midfielder,Low,64,81,78,93,20,39,24,563,3,0,39,50,70,false,50,50,9043
745358,Midfielder,Medium,64,87,84,94,20,39,29,557,3,0,40,50,70,false,50,50,8297
745359,Midfielder,High,64,91,88,95,20,39,25,558,1,0,40,50,70,false,50,50,8508
745352,Defender,Low,64,81,76,93,20,39,53,562,1,0,39,50,70,false,50,50,8639
745353,Defender,Medium,64,86,83,94,20,39,54,563,0,0,39,50,70,false,50,50,8707
745354,Defender,High,64,90,87,94,20,39,63,567,1,0,40,50,70,false,50,50,9041
745355,Forward,Low,63,80,78,91,20,39,171,565,3,0,40,50,70,false,50,50,9161
745364,Forward,Medium,63,87,85,93,20,39,163,577,2,0,47,50,70,false,50,50,10465
745365,Forward,High,62,93,91,96,20,39,199,578,2,0,48,50,70,false,50,50,10738
745366,Midfielder,Low,64,82,80,94,20,39,41,574,1,0,48,50,70,false,50,50,8993
745367,Midfielder,Medium,64,87,85,94,20,39,27,574,1,0,48,50,70,false,50,50,8968
745360,Midfielder,High,64,90,88,94,20,39,32,569,1,0,47,50,70,false,50,50,9667
745361,Defender,Low,64,81,77,94,20,39,47,570,3,0,48,50,70,false,50,50,9874
745362,Defender,Medium,64,86,83,93,20,39,57,567,4,0,48,50,70,false,50,50,9516
745363,Defender,High,64,89,86,93,20,39,58,566,0,0,48,50,70,false,50,50,9452
745372,Forward,Low,62,81,79,92,20,39,165,567,1,0,45,50,70,false,50,50,8776
745373,Forward,Medium,64,87,85,93,20,39,166,567,2,0,46,50,70,false,50,50,9012
745374,Forward,High,64,90,88,93,20,39,193,573,3,0,47,50,70,false,50,50,9369
745375,Midfielder,Low,64,83,79,96,20,39,25,571,3,0,47,50,70,false,50,50,9308
745368,Midfielder,Medium,64,89,87,96,20,39,33,567,1,0,45,50,70,false,50,50,9311
745369,Midfielder,High,64,87,85,90,20,39,35,565,1,0,46,50,70,false,50,50,9512
745370,Defender,Low,64,84,77,97,20,39,44,567,4,0,47,50,70,false,50,50,8977
745371,Defender,Medium,64,86,82,93,20,39,66,567,2,0,47,50,70,false,50,50,9021
745380,Defender,High,64,89,85,93,20,39,62,597,4,0,44,50,70,false,50,50,16926
745381,Forward,Low,62,83,81,94,20,39,181,596,6,0,44,50,70,false,50,50,16582
745382,Forward,Medium,64,87,85,93,20,39,180,597,1,0,51,50,70,false,50,50,19991
745383,Forward,High,64,89,87,92,20,39,174,596,3,0,49,50,70,false,50,50,19257
745376,Midfielder,Low,64,82,77,94,20,39,31,598,3,0,46,50,70,false,50,50,18281
745377,Midfielder,Medium,64,87,85,94,20,39,21,598,1,0,47,50,70,false,50,50,18677
745378,Midfielder,High,64,89,87,93,20,39,34,600,4,0,48,50,70,false,50,50,19788
745379,Defender,Low,64,82,79,95,20,39,63,600,2,0,48,50,70,false,50,50,20173
745388,Defender,Medium,64,85,82,93,20,39,55,600,3,0,46,50,70,false,50,50,17691
745389,Defender,High,64,92,89,96,20,39,61,599,2,0,45,50,70,false,50,50,17588
745390,Forward,Low,63,80,78,91,20,39,147,596,0,0,47,50,70,false,50,50,16365
745391,Forward,Medium,63,87,85,93,20,39,164,595,4,0,47,50,70,false,50,50,16415
745384,Forward,High,63,89,87,92,20,39,192,594,5,0,42,50,70,false,50,50,17099
745385,Midfielder,Low,64,82,80,94,20,39,19,594,1,0,43,50,70,false,50,50,17094
745386,Midfielder,Medium,64,88,84,95,20,39,42,592,2,0,46,50,70,false,50,50,16117
745387,Midfielder,High,64,91,89,94,20,39,26,592,1,0,47,50,70,false,50,50,16243
745396,Defender,Low,64,82,79,94,20,39,51,594,3,0,47,50,70,false,50,50,15743
745397,Defender,Medium,64,89,82,96,20,39,59,593,0,0,48,50,70,false,50,50,15817
745398,Defender,High,64,90,87,94,20,39,64,598,2,0,48,50,70,false,50,50,17465
745399,Forward,Low,64,82,80,93,20,39,158,597,1,0,48,50,70,false,50,50,17429
745392,Forward,Medium,63,86,85,93,20,39,155,590,3,0,47,50,70,false,50,50,14610
745393,Forward,High,64,91,89,94,20,39,191,588,3,0,48,50,70,false,50,50,14069
745394,Midfielder,Low,64,80,76,92,20,39,29,589,1,0,48,50,70,false,50,50,15530
745395,Midfielder,Medium,64,89,87,96,20,39,36,588,1,0,48,50,70,false,50,50,15611
745404,Midfielder,High,64,89,86,93,20,39,33,594,1,0,43,50,70,false,50,50,14104
745405,Defender,Low,64,81,78,94,20,39,57,593,1,0,44,50,70,false,50,50,14330
745406,Defender,Medium,64,85,82,93,20,39,45,600,2,0,53,50,70,false,50,50,21212
745407,Defender,High,64,89,86,94,20,39,65,600,4,0,52,50,70,false,50,50,20592
745400,Forward,Low,64,82,80,93,20,39,168,592,4,0,45,50,70,false,50,50,14172
745401,Forward,Medium,64,87,85,93,20,39,165,591,1,0,45,50,70,false,50,50,13944
745402,Forward,High,64,90,89,93,20,39,167,600,2,0,48,50,70,false,50,50,17452
745403,Midfielder,Low,64,83,81,95,20,39,28,600,2,0,49,50,70,false,50,50,17801
745284,Midfielder,Medium,64,89,79,97,20,39,23,600,2,0,65,51,70,false,50,50,25877
745285,Midfielder,High,64,90,88,93,20,39,24,600,3,0,65,51,70,false,50,50,25897
745286,Defender,Low,64,82,76,95,20,39,55,598,4,0,60,50,70,false,50,50,20695
745287,Defender,Medium,64,85,82,92,20,39,48,599,0,0,60,50,70,false,50,50,21398
745280,Defender,High,64,90,87,94,20,39,60,591,8,0,62,51,70,false,50,50,20723
745281,Forward,Low,63,84,82,95,20,39,187,592,2,0,62,51,70,false,50,50,20868
745282,Forward,Medium,64,86,85,93,20,39,184,596,2,0,60,50,70,false,50,50,21058
745283,Forward,High,64,90,88,93,20,39,181,596,1,0,60,50,70,false,50,50,21091
745292,Midfielder,Low,64,81,78,94,20,39,18,597,3,0,61,51,70,false,50,50,19829
745293,Midfielder,Medium,64,87,81,94,20,39,32,597,3,0,61,51,70,false,50,50,19560
745294,Midfielder,High,64,91,89,94,20,39,37,594,1,0,57,50,70,false,50,50,19589
745295,Defender,Low,64,81,77,93,20,39,59,595,2,0,57,50,70,false,50,50,19766
745288,Defender,Medium,64,86,83,93,20,39,62,595,5,0,62,51,70,false,50,50,21207
745289,Defender,High,64,91,89,95,20,39,46,595,4,0,61,51,70,false,50,50,20619
745290,Forward,Low,64,84,81,95,20,39,161,597,4,0,59,50,70,false,50,50,19579
745291,Forward,Medium,64,90,88,96,20,39,165,596,4,0,60,50,70,false,50,50,19373
745300,Forward,High,64,90,88,93,20,39,180,592,2,0,59,50,70,false,50,50,18408
745301,Midfielder,Low,64,81,79,93,20,39,25,592,1,0,59,50,70,false,50,50,18088
745302,Midfielder,Medium,64,86,84,93,20,39,30,596,1,0,64,52,70,false,50,50,22054
745303,Midfielder,High,64,92,87,96,20,39,26,598,4,0,64,52,70,false,50,50,22813
745296,Defender,Low,64,82,78,94,20,39,46,591,4,0,61,51,70,false,50,50,20262
745297,Defender,Medium,64,89,86,97,20,39,58,591,3,0,61,51,70,false,50,50,20266
745298,Defender,High,64,89,86,93,20,39,55,600,4,0,66,52,70,false,50,50,26166
745299,Forward,Low,64,82,80,93,20,39,148,600,6,0,67,52,70,false,50,50,26221
745308,Forward,Medium,64,89,87,96,20,39,188,600,3,0,64,52,70,false,50,50,26861
745309,Forward,High,64,90,88,93,20,39,202,600,3,0,63,52,70,false,50,50,26681
745310,Midfielder,Low,64,83,80,95,20,39,31,600,2,0,62,52,70,false,50,50,23589
745311,Midfielder,Medium,64,85,82,92,20,39,29,600,2,0,62,52,70,false,50,50,24242
745304,Midfielder,High,64,88,86,92,20,39,26,599,0,0,66,52,70,false,50,50,23845
745305,Defender,Low,64,83,79,96,20,39,57,600,4,0,67,52,70,false,50,50,24316
745306,Defender,Medium,64,87,84,95,20,39,66,600,2,0,65,52,70,false,50,50,24262
745307,Defender,High,64,89,86,94,20,39,56,600,6,0,65,52,70,false,50,50,24522
745316,Forward,Low,63,79,77,90,20,39,166,595,3,0,58,50,70,false,50,50,21144
745317,Forward,Medium,64,87,85,93,20,39,151,596,2,0,58,50,70,false,50,50,21032
745318,Forward,High,64,90,89,93,20,39,175,588,2,0,50,50,70,false,50,50,18749
745319,Midfielder,Low,64,80,78,92,20,39,32,588,6,0,50,50,70,false,50,50,18371
745312,Midfielder,Medium,64,86,83,93,20,39,26,597,6,0,54,50,70,false,50,50,20484
745313,Midfielder,High,64,89,87,92,20,39,24,598,1,0,54,50,70,false,50,50,20597
745314,Defender,Low,64,81,78,94,20,39,54,585,2,0,48,50,70,false,50,50,17540
745315,Defender,Medium,64,88,85,96,20,39,64,585,3,0,48,50,70,false,50,50,17547
745324,Defender,High,64,92,89,96,20,39,63,598,2,0,53,50,70,false,50,50,20171
745325,Forward,Low,63,84,82,95,20,39,155,599,6,0,53,50,70,false,50,50,20315
745326,Forward,Medium,64,86,84,92,20,39,154,585,2,0,51,50,70,false,50,50,16602
745327,Forward,High,64,91,89,94,20,39,184,586,2,0,51,50,70,false,50,50,16698
745320,Midfielder,Low,64,81,79,93,20,39,25,591,2,0,50,50,70,false,50,50,18189
745321,Midfielder,Medium,64,87,85,93,20,39,24,593,4,0,50,50,70,false,50,50,18083
745322,Midfielder,High,64,90,88,94,20,39,35,590,2,0,52,50,70,false,50,50,17152
745323,Defender,Low,64,80,77,93,20,39,59,589,2,0,52,50,70,false,50,50,16694
745332,Defender,Medium,64,89,84,97,20,39,52,591,4,0,49,50,70,false,50,50,17390
745333,Defender,High,64,89,87,94,20,39,60,590,1,0,49,50,70,false,50,50,17131
745334,Forward,Low,64,82,80,93,20,39,155,587,0,0,50,50,70,false,50,50,18211
745335,Forward,Medium,64,90,88,97,20,39,199,588,2,0,51,50,70,false,50,50,18270
745328,Forward,High,64,90,88,93,20,39,189,586,3,0,49,50,70,false,50,50,16055
745329,Midfielder,Low,64,80,78,92,20,39,28,587,2,0,50,50,70,false,50,50,16270
745330,Midfielder,Medium,64,86,83,93,20,39,28,594,3,0,52,50,70,false,50,50,19136
745331,Midfielder,High,64,91,89,95,20,39,22,595,1,0,52,50,70,false,50,50,18981
745340,Defender,Low,64,82,78,94,20,39,49,591,3,0,54,50,70,false,50,50,19409
745341,Defender,Medium,64,85,82,93,20,39,59,591,3,0,54,50,70,false,50,50,19360
745342,Defender,High,64,89,87,94,20,39,68,589,3,0,49,50,70,false,50,50,16272
745343,Forward,Low,64,84,82,95,20,39,167,588,0,0,48,50,70,false,50,50,15792
745336,Forward,Medium,64,90,88,96,20,39,195,592,4,0,49,50,70,false,50,50,16129
745337,Forward,High,64,90,88,93,20,39,178,593,1,0,50,50,70,false,50,50,16343
745338,Midfielder,Low,64,82,80,94,20,39,32,590,3,0,49,50,70,false,50,50,17834
745339,Midfielder,Medium,64,86,84,93,20,39,34,592,4,0,49,50,70,false,50,50,17901
745220,Midfielder,High,64,89,88,93,20,39,32,593,4,0,60,50,70,false,50,50,18604
745221,Defender,Low,64,83,78,96,20,39,49,592,2,0,59,50,70,false,50,50,17974
745222,Defender,Medium,64,85,82,93,20,39,59,591,3,0,62,51,70,false,50,50,18696
745223,Defender,High,64,89,87,93,20,39,65,591,1,0,62,51,70,false,50,50,19061
745216,Forward,Low,64,83,81,94,20,39,169,593,0,0,59,50,70,false,50,50,19955
745217,Forward,Medium,64,87,85,93,20,39,168,594,0,0,58,50,70,false,50,50,19898
745218,Forward,High,64,90,88,93,20,39,190,591,2,0,62,52,70,false,50,50,18944
745219,Midfielder,Low,64,83,77,95,20,39,30,590,2,0,61,51,70,false,50,50,17999
745228,Midfielder,Medium,64,85,80,92,20,39,28,599,2,0,66,52,70,false,50,50,21233
745229,Midfielder,High,64,89,88,93,20,39,19,600,0,0,66,52,70,false,50,50,21560
745230,Defender,Low,64,80,77,93,20,39,54,597,2,0,62,51,70,false,50,50,21295
745231,Defender,Medium,64,87,82,94,20,39,56,598,2,0,62,51,70,false,50,50,21266
745224,Defender,High,64,90,88,95,20,39,60,596,6,0,64,52,70,false,50,50,22638
745225,Forward,Low,63,81,79,92,20,39,162,596,3,0,64,52,70,false,50,50,22761
745226,Forward,Medium,64,87,85,93,20,39,174,593,1,0,60,50,70,false,50,50,18572
745227,Forward,High,64,91,89,94,20,39,182,591,2,0,60,50,70,false,50,50,17698
745236,Midfielder,Low,64,82,79,94,20,39,24,586,2,0,65,51,70,false,50,50,17100
745237,Midfielder,Medium,64,86,82,92,20,39,30,587,3,0,65,51,70,false,50,50,17549
745238,Midfielder,High,64,90,87,93,20,39,30,600,2,0,69,52,70,false,50,50,23044
745239,Defender,Low,64,80,76,92,20,39,65,600,4,0,70,52,70,false,50,50,23639
745232,Defender,Medium,64,87,84,94,20,39,47,593,6,0,63,51,70,false,50,50,18942
745233,Defender,High,64,87,84,91,20,39,49,594,2,0,63,51,70,false,50,50,19097
745234,Forward,Low,64,82,80,93,20,39,152,599,2,0,68,52,70,false,50,50,23272
745235,Forward,Medium,64,88,86,94,20,39,157,600,4,0,68,52,70,false,50,50,23660
745244,Forward,High,64,90,88,93,20,39,185,600,2,0,68,53,70,false,50,50,23053
745245,Midfielder,Low,64,84,79,97,20,39,24,600,2,0,68,53,70,false,50,50,23440
745246,Midfielder,Medium,64,86,83,93,20,39,19,594,2,0,67,52,70,false,50,50,19856
745247,Midfielder,High,64,90,87,93,20,39,30,594,2,0,67,52,70,false,50,50,19765
745240,Defender,Low,64,81,77,94,20,39,52,593,4,0,66,52,70,false,50,50,20419
745241,Defender,Medium,64,85,82,93,20,39,69,595,4,0,66,52,70,false,50,50,21069
745242,Defender,High,64,90,86,94,20,39,67,597,3,0,66,52,70,false,50,50,20702
745243,Forward,Low,64,82,80,93,20,39,149,595,3,0,65,51,70,false,50,50,19347
745252,Forward,Medium,62,87,85,93,20,39,158,592,1,0,64,55,70,false,50,50,24821
745253,Forward,High,64,92,90,95,20,39,203,592,4,0,63,54,70,false,50,50,24355
745254,Midfielder,Low,64,82,79,94,20,39,26,585,3,0,59,50,70,false,50,50,19870
745255,Midfielder,Medium,64,86,83,93,20,39,38,584,2,0,59,50,70,false,50,50,19686
745248,Midfielder,High,64,90,87,93,20,39,24,585,3,0,60,50,70,false,50,50,22513
745249,Defender,Low,64,80,77,93,20,39,48,586,5,0,60,50,70,false,50,50,22030
