seed,position,intensity,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep,career_output_sum
763844,Forward,Low,64,85,83,97,20,39,161,585,1,0,54,50,70,false,50,50,21347
763845,Forward,Medium,64,87,85,93,20,39,173,586,2,0,55,50,70,false,50,50,21821
763846,Forward,High,64,92,90,95,20,39,182,594,4,0,50,50,70,false,50,50,21578
763847,Midfielder,Low,64,81,78,93,20,39,25,593,3,0,50,50,70,false,50,50,21441
763840,Midfielder,Medium,64,87,84,94,20,39,34,596,3,0,60,50,70,false,50,50,25365
763841,Midfielder,High,64,89,88,93,20,39,27,597,2,0,60,50,70,false,50,50,25839
763842,Defender,Low,64,78,74,90,20,39,48,598,4,0,60,50,70,false,50,50,25739
763843,Defender,Medium,64,87,84,94,20,39,67,598,2,0,60,50,70,false,50,50,25696
763852,Defender,High,64,89,86,93,20,39,56,600,4,0,66,53,70,false,50,50,29140
763853,Forward,Low,64,83,81,94,20,39,165,600,0,0,66,53,70,false,50,50,28958
763854,Forward,Medium,63,87,85,94,20,39,168,600,3,0,62,51,70,false,50,50,27646
763855,Forward,High,64,93,92,96,20,39,204,600,1,0,62,51,70,false,50,50,27681
763848,Midfielder,Low,64,83,78,96,20,39,26,598,0,0,61,51,70,false,50,50,25534
763849,Midfielder,Medium,64,88,86,95,20,39,25,597,1,0,60,50,70,false,50,50,25448
763850,Midfielder,High,64,89,88,93,20,39,26,582,4,0,54,50,70,false,50,50,20177
763851,Defender,Low,64,80,76,92,20,39,40,583,1,0,53,50,70,false,50,50,20177
763860,Defender,Medium,64,87,84,94,20,39,45,593,2,0,60,50,70,false,50,50,24060
763861,Defender,High,64,91,86,95,20,39,59,590,5,0,58,50,70,false,50,50,23187
763862,Forward,Low,63,82,80,93,20,39,161,590,2,0,54,50,70,false,50,50,21691
763863,Forward,Medium,64,87,85,93,20,39,172,591,2,0,54,50,70,false,50,50,22030
763856,Forward,High,64,91,89,94,20,39,192,594,2,0,57,50,70,false,50,50,24794
763857,Midfielder,Low,64,81,77,93,20,39,24,595,2,0,59,50,70,false,50,50,25243
763858,Midfielder,Medium,64,87,83,94,20,39,31,600,2,0,64,52,70,false,50,50,27626
763859,Midfielder,High,64,88,87,92,20,39,21,600,3,0,64,52,70,false,50,50,27554
763868,Defender,Low,64,83,80,96,20,39,48,600,2,0,64,52,70,false,50,50,28298
763869,Defender,Medium,64,85,82,93,20,39,52,599,2,0,62,51,70,false,50,50,27817
763870,Defender,High,64,91,87,95,20,39,55,600,3,0,59,50,70,false,50,50,27129
763871,Forward,Low,64,84,82,96,20,39,160,600,2,0,59,50,70,false,50,50,27193
763864,Forward,Medium,64,87,85,93,20,39,148,598,1,0,61,51,70,false,50,50,26688
763865,Forward,High,64,91,89,94,20,39,161,598,1,0,61,51,70,false,50,50,26678
763866,Midfielder,Low,64,82,80,94,20,39,32,592,1,0,63,52,70,false,50,50,25907
763867,Midfielder,Medium,64,85,83,91,20,39,28,593,0,0,63,52,70,false,50,50,26179
763876,Midfielder,High,64,90,88,93,20,39,27,600,4,0,53,50,70,false,50,50,19567
763877,Defender,Low,64,84,80,97,20,39,49,600,1,0,53,50,70,false,50,50,19478
763878,Defender,Medium,64,87,83,95,20,39,41,600,1,0,54,50,70,false,50,50,20049
763879,Defender,High,64,89,86,93,20,39,59,600,1,0,54,50,70,false,50,50,20005
763872,Forward,Low,64,83,81,95,20,39,171,600,2,0,53,50,70,false,50,50,21370
763873,Forward,Medium,64,89,87,96,20,39,171,600,2,0,53,50,70,false,50,50,20208
763874,Forward,High,62,91,89,94,20,39,182,600,3,0,54,50,70,false,50,50,18443
763875,Midfielder,Low,64,81,78,94,20,39,32,600,0,0,54,50,70,false,50,50,17878
763884,Midfielder,Medium,64,85,81,92,20,39,26,600,0,0,55,50,70,false,50,50,17977
763885,Midfielder,High,64,90,88,94,20,39,26,600,4,0,55,50,70,false,50,50,17607
763886,Defender,Low,64,84,81,97,20,39,46,600,1,0,56,50,70,false,50,50,20692
763887,Defender,Medium,64,89,86,97,20,39,49,600,3,0,56,50,70,false,50,50,21007
763880,Defender,High,64,91,85,96,20,39,68,600,1,0,55,50,70,false,50,50,16273
763881,Forward,Low,64,83,81,94,20,39,173,600,0,0,55,50,70,false,50,50,16678
763882,Forward,Medium,64,88,87,95,20,39,168,599,3,0,56,50,70,false,50,50,20160
763883,Forward,High,64,92,90,95,20,39,176,599,2,0,56,50,70,false,50,50,19606
763892,Midfielder,Low,64,81,79,94,20,39,23,600,2,0,44,50,70,false,50,50,17770
763893,Midfielder,Medium,64,88,85,95,20,39,17,600,3,0,44,50,70,false,50,50,17860
763894,Midfielder,High,64,87,85,90,20,39,28,600,0,0,47,50,70,false,50,50,19688
763895,Defender,Low,64,81,78,94,20,39,52,600,1,0,47,50,70,false,50,50,19875
763888,Defender,Medium,64,85,82,93,20,39,59,600,1,0,42,50,70,false,50,50,18149
763889,Defender,High,64,91,88,95,20,39,56,600,0,0,42,50,70,false,50,50,17876
763890,Forward,Low,64,84,82,95,20,39,172,600,0,0,42,50,70,false,50,50,17363
763891,Forward,Medium,64,86,84,92,20,39,160,600,2,0,41,50,70,false,50,50,17519
763900,Forward,High,64,90,89,93,20,39,166,599,3,0,41,50,70,false,50,50,15671
763901,Midfielder,Low,64,81,77,93,20,39,33,600,3,0,41,50,70,false,50,50,15345
763902,Midfielder,Medium,64,87,85,94,20,39,26,600,6,0,42,50,70,false,50,50,19148
763903,Midfielder,High,64,88,84,92,20,39,26,600,2,0,42,50,70,false,50,50,19224
763896,Defender,Low,64,84,81,97,20,39,54,598,6,0,41,50,70,false,50,50,14406
763897,Defender,Medium,64,87,84,95,20,39,53,598,3,0,41,50,70,false,50,50,14261
763898,Defender,High,64,92,86,96,20,39,58,595,2,0,43,50,70,false,50,50,16218
763899,Forward,Low,64,82,80,93,20,39,170,597,5,0,43,50,70,false,50,50,16376
763780,Forward,Medium,62,86,84,92,20,39,162,577,3,0,50,50,70,false,50,50,17197
763781,Forward,High,64,93,91,96,20,39,204,575,2,0,50,50,70,false,50,50,17200
763782,Midfielder,Low,64,82,80,95,20,39,29,581,1,0,51,50,70,false,50,50,18449
763783,Midfielder,Medium,64,86,84,93,20,39,26,582,2,0,53,50,70,false,50,50,18853
763776,Midfielder,High,64,92,91,96,20,39,28,582,1,0,54,50,70,false,50,50,19680
763777,Defender,Low,64,82,77,95,20,39,57,582,2,0,55,50,70,false,50,50,20023
763778,Defender,Medium,64,85,82,93,20,39,46,579,4,0,49,50,70,false,50,50,17537
763779,Defender,High,64,90,87,94,20,39,69,578,5,0,48,50,70,false,50,50,17462
763788,Forward,Low,62,79,77,90,20,39,147,585,3,0,61,51,70,false,50,50,21189
763789,Forward,Medium,64,87,85,93,20,39,191,582,4,0,58,50,70,false,50,50,20264
763790,Forward,High,64,90,88,93,20,39,176,585,2,0,49,50,70,false,50,50,18399
763791,Midfielder,Low,64,81,79,94,20,39,30,584,6,0,49,50,70,false,50,50,18449
763784,Midfielder,Medium,64,87,85,93,20,39,30,588,2,0,59,50,70,false,50,50,21609
763785,Midfielder,High,64,92,87,96,20,39,15,587,2,0,58,50,70,false,50,50,21372
763786,Defender,Low,64,83,77,97,20,39,58,575,4,0,54,50,70,false,50,50,18654
763787,Defender,Medium,64,87,84,95,20,39,59,576,1,0,53,50,70,false,50,50,18629
763796,Defender,High,64,89,87,94,20,39,50,569,2,0,51,50,70,false,50,50,17561
763797,Forward,Low,64,82,80,94,20,39,151,568,1,0,50,50,70,false,50,50,17650
763798,Forward,Medium,64,89,87,96,20,39,170,579,4,0,55,50,70,false,50,50,19774
763799,Forward,High,63,93,92,96,20,39,192,579,2,0,55,50,70,false,50,50,20069
763792,Midfielder,Low,64,81,78,93,20,39,33,584,3,0,52,50,70,false,50,50,19528
763793,Midfielder,Medium,64,87,84,94,20,39,26,584,3,0,53,50,70,false,50,50,19767
763794,Midfielder,High,64,87,86,91,20,39,37,583,2,0,59,50,70,false,50,50,21070
763795,Defender,Low,64,84,80,96,20,39,45,581,2,0,60,50,70,false,50,50,21058
763804,Defender,Medium,64,87,82,94,20,39,53,579,2,0,57,50,70,false,50,50,20545
763805,Defender,High,64,89,86,92,20,39,50,578,4,0,56,50,70,false,50,50,20256
763806,Forward,Low,64,82,80,93,20,39,162,581,2,0,52,50,70,false,50,50,20006
763807,Forward,Medium,64,87,85,94,20,39,177,581,4,0,52,50,70,false,50,50,20298
763800,Forward,High,64,90,88,93,20,39,194,575,4,0,49,50,70,false,50,50,18247
763801,Midfielder,Low,64,82,79,94,20,39,25,574,4,0,48,50,70,false,50,50,17985
763802,Midfielder,Medium,64,89,88,97,20,39,21,564,1,0,51,50,70,false,50,50,18352
763803,Midfielder,High,64,89,88,93,20,39,29,565,2,0,52,50,70,false,50,50,18329
763812,Defender,Low,64,80,77,93,20,39,61,600,3,0,62,52,70,false,50,50,29256
763813,Defender,Medium,64,86,83,93,20,39,65,600,4,0,62,52,70,false,50,50,29499
763814,Defender,High,64,91,87,95,20,39,52,600,2,0,58,50,70,false,50,50,26809
763815,Forward,Low,64,82,80,93,20,39,172,600,2,0,55,50,70,false,50,50,25567
763808,Forward,Medium,64,88,87,95,20,39,158,600,1,0,62,51,70,false,50,50,28851
763809,Forward,High,64,94,92,97,20,39,174,600,2,0,62,51,70,false,50,50,28661
763810,Midfielder,Low,64,83,81,95,20,39,35,600,1,0,64,51,70,false,50,50,29178
763811,Midfielder,Medium,64,85,81,92,20,39,21,600,1,0,67,54,70,false,50,50,30453
763820,Midfielder,High,64,92,90,95,20,39,27,600,1,0,62,51,70,false,50,50,26986
763821,Defender,Low,64,81,77,94,20,39,54,600,4,0,61,51,70,false,50,50,27214
763822,Defender,Medium,64,86,81,93,20,39,50,600,2,0,61,52,70,false,50,50,31030
763823,Defender,High,64,90,86,94,20,39,60,600,2,0,60,50,70,false,50,50,30645
763816,Forward,Low,64,82,80,93,20,39,132,600,1,0,61,51,70,false,50,50,29116
763817,Forward,Medium,63,90,88,96,20,39,163,600,2,0,62,52,70,false,50,50,29486
763818,Forward,High,64,91,89,93,20,39,202,600,3,0,64,52,70,false,50,50,28489
763819,Midfielder,Low,64,81,78,93,20,39,25,600,4,0,65,52,70,false,50,50,28590
763828,Midfielder,Medium,64,86,83,93,20,39,28,600,0,0,62,51,70,false,50,50,27467
763829,Midfielder,High,64,91,89,94,20,39,36,600,3,0,61,51,70,false,50,50,27274
763830,Defender,Low,64,80,77,93,20,39,50,600,3,0,65,52,70,false,50,50,29222
763831,Defender,Medium,64,87,84,94,20,39,68,600,2,0,66,52,70,false,50,50,29903
763824,Defender,High,64,89,85,93,20,39,75,600,5,0,58,50,70,false,50,50,26368
763825,Forward,Low,64,82,80,93,20,39,169,600,1,0,58,50,70,false,50,50,26695
763826,Forward,Medium,63,87,85,93,20,39,162,600,1,0,58,50,70,false,50,50,27679
763827,Forward,High,62,90,89,93,20,39,165,600,2,0,58,50,70,false,50,50,27535
763836,Midfielder,Low,64,81,79,93,20,39,23,600,1,0,56,50,70,false,50,50,25060
763837,Midfielder,Medium,64,87,84,94,20,39,28,600,2,0,55,50,70,false,50,50,24919
763838,Midfielder,High,64,92,89,95,20,39,30,600,2,0,59,50,70,false,50,50,29267
763839,Defender,Low,64,84,81,97,20,39,50,600,3,0,60,50,70,false,50,50,29745
763832,Defender,Medium,64,88,85,96,20,39,57,600,2,0,56,50,70,false,50,50,26350
763833,Defender,High,64,89,86,93,20,39,63,600,3,0,56,50,70,false,50,50,26322
763834,Forward,Low,64,82,80,93,20,39,167,600,1,0,58,50,70,false,50,50,25561
763835,Forward,Medium,63,88,86,94,20,39,169,600,4,0,58,50,70,false,50,50,25318
763716,Forward,High,64,91,89,94,20,39,205,587,2,0,48,50,70,false,50,50,12938
763717,Midfielder,Low,64,83,80,95,20,39,36,588,2,0,48,50,70,false,50,50,13188
763718,Midfielder,Medium,64,86,84,93,20,39,33,586,3,0,47,50,70,false,50,50,12266
763719,Midfielder,High,64,89,88,93,20,39,30,585,2,0,47,50,70,false,50,50,12394
763712,Defender,Low,64,82,78,95,20,39,52,589,0,0,48,50,70,false,50,50,13604
763713,Defender,Medium,64,86,83,94,20,39,62,590,4,0,48,50,70,false,50,50,13716
763714,Defender,High,64,90,87,94,20,39,48,588,1,0,47,50,70,false,50,50,13899
763715,Forward,Low,63,80,78,91,20,39,183,589,3,0,47,50,70,false,50,50,13837
763724,Forward,Medium,64,87,85,93,20,39,193,591,4,0,48,50,70,false,50,50,13631
763725,Forward,High,63,90,89,93,20,39,184,590,2,0,48,50,70,false,50,50,13938
763726,Midfielder,Low,64,81,77,93,20,39,36,589,3,0,48,50,70,false,50,50,14246
763727,Midfielder,Medium,64,87,85,94,20,39,22,589,2,0,48,50,70,false,50,50,14434
763720,Midfielder,High,64,90,87,93,20,39,24,595,3,0,48,50,70,false,50,50,14533
763721,Defender,Low,64,82,79,95,20,39,47,595,1,0,48,50,70,false,50,50,14366
763722,Defender,Medium,64,87,83,94,20,39,59,591,2,0,48,50,70,false,50,50,14939
763723,Defender,High,64,89,87,94,20,39,53,590,3,0,48,50,70,false,50,50,15076
763732,Forward,Low,64,82,80,93,20,39,171,587,1,0,41,50,70,false,50,50,12205
763733,Forward,Medium,64,86,84,92,20,39,178,587,3,0,41,50,70,false,50,50,12812
763734,Forward,High,64,93,91,96,20,39,209,588,2,0,42,50,70,false,50,50,13425
763735,Midfielder,Low,64,81,78,93,20,39,22,588,2,0,42,50,70,false,50,50,13425
763728,Midfielder,Medium,64,87,85,93,20,39,35,591,2,0,41,50,70,false,50,50,13907
763729,Midfielder,High,64,89,86,93,20,39,29,591,0,0,41,50,70,false,50,50,14286
763730,Defender,Low,64,84,80,96,20,39,50,592,1,0,42,50,70,false,50,50,15694
763731,Defender,Medium,64,85,82,93,20,39,43,591,4,0,42,50,70,false,50,50,15545
763740,Defender,High,64,92,89,96,20,39,67,599,1,0,42,50,70,false,50,50,15018
763741,Forward,Low,64,82,79,93,20,39,179,598,2,0,41,50,70,false,50,50,15043
763742,Forward,Medium,64,87,85,93,20,39,184,589,4,0,41,50,70,false,50,50,14059
763743,Forward,High,64,92,90,95,20,39,183,589,1,0,41,50,70,false,50,50,14222
763736,Midfielder,Low,64,80,76,92,20,39,39,580,3,0,41,50,70,false,50,50,12715
763737,Midfielder,Medium,64,87,85,94,20,39,33,580,2,0,41,50,70,false,50,50,13055
763738,Midfielder,High,64,89,87,93,20,39,27,591,0,0,41,50,70,false,50,50,14736
763739,Defender,Low,64,82,78,94,20,39,65,593,3,0,42,50,70,false,50,50,15008
763748,Defender,Medium,64,87,82,95,20,39,65,600,1,0,51,50,70,false,50,50,18616
763749,Defender,High,64,90,87,94,20,39,66,600,2,0,51,50,70,false,50,50,18314
763750,Forward,Low,64,85,82,96,20,39,175,600,1,0,50,50,70,false,50,50,17394
763751,Forward,Medium,64,90,88,97,20,39,173,600,2,0,50,50,70,false,50,50,17500
763744,Forward,High,64,90,88,93,20,39,167,596,3,0,51,50,70,false,50,50,15798
763745,Midfielder,Low,64,79,77,90,20,39,26,597,1,0,51,50,70,false,50,50,16024
763746,Midfielder,Medium,64,90,88,97,20,39,24,599,1,0,50,50,70,false,50,50,16976
763747,Midfielder,High,64,89,87,93,20,39,29,598,2,0,50,50,70,false,50,50,17160
763756,Defender,Low,64,82,78,94,20,39,52,594,6,0,47,50,70,false,50,50,15230
763757,Defender,Medium,64,86,83,94,20,39,55,594,3,0,47,50,70,false,50,50,15962
763758,Defender,High,64,89,87,94,20,39,69,595,3,0,46,50,70,false,50,50,16548
763759,Forward,Low,64,83,81,94,20,39,173,595,0,0,46,50,70,false,50,50,16749
763752,Forward,Medium,64,87,85,93,20,39,170,600,0,0,47,50,70,false,50,50,19072
763753,Forward,High,64,91,90,94,20,39,180,600,1,0,47,50,70,false,50,50,18569
763754,Midfielder,Low,64,82,79,94,20,39,22,598,2,0,46,50,70,false,50,50,17775
763755,Midfielder,Medium,64,86,84,93,20,39,29,598,2,0,46,50,70,false,50,50,18161
763764,Midfielder,High,64,90,85,93,20,39,28,597,1,0,54,50,70,false,50,50,17755
763765,Defender,Low,64,82,78,94,20,39,50,599,2,0,54,50,70,false,50,50,17870
763766,Defender,Medium,64,88,85,96,20,39,60,586,2,0,52,50,70,false,50,50,14688
763767,Defender,High,64,92,89,97,20,39,62,587,1,0,52,50,70,false,50,50,14931
763760,Forward,Low,64,81,79,93,20,39,167,600,1,0,54,50,70,false,50,50,22640
763761,Forward,Medium,64,88,86,94,20,39,160,600,3,0,54,50,70,false,50,50,22204
763762,Forward,High,64,90,88,93,20,39,200,600,3,0,52,50,70,false,50,50,15930
763763,Midfielder,Low,64,81,78,93,20,39,30,599,0,0,52,50,70,false,50,50,16570
763772,Midfielder,Medium,64,89,87,96,20,39,29,599,4,0,53,50,70,false,50,50,20342
763773,Midfielder,High,64,91,88,95,20,39,23,599,2,0,53,50,70,false,50,50,20487
763774,Defender,Low,64,81,77,94,20,39,55,595,2,0,53,50,70,false,50,50,16896
763775,Defender,Medium,64,86,83,94,20,39,62,595,1,0,53,50,70,false,50,50,17299
763768,Defender,High,64,89,85,93,20,39,55,598,2,0,53,50,70,false,50,50,18008
763769,Forward,Low,64,84,81,95,20,39,159,599,1,0,53,50,70,false,50,50,17948
763770,Forward,Medium,64,87,85,93,20,39,163,600,1,0,53,50,70,false,50,50,23858
763771,Forward,High,64,90,89,93,20,39,169,600,0,0,53,50,70,false,50,50,24482
763652,Midfielder,Low,64,83,81,95,20,39,26,600,0,0,52,50,70,false,50,50,24890
763653,Midfielder,Medium,64,87,85,94,20,39,22,600,0,0,53,50,70,false,50,50,25312
763654,Midfielder,High,64,89,88,93,20,39,22,600,5,0,48,50,70,false,50,50,25467
763655,Defender,Low,64,80,77,93,20,39,46,600,0,0,49,50,70,false,50,50,25448
763648,Defender,Medium,64,85,80,92,20,39,52,600,1,0,47,50,70,false,50,50,23740
763649,Defender,High,64,92,89,96,20,39,63,600,2,0,47,50,70,false,50,50,23421
763650,Forward,Low,64,83,81,94,20,39,144,600,3,0,55,50,70,false,50,50,28136
763651,Forward,Medium,63,86,85,93,20,39,166,600,3,0,54,50,70,false,50,50,27583
763660,Forward,High,64,92,90,95,20,39,182,600,3,0,52,50,70,false,50,50,27114
763661,Midfielder,Low,64,81,76,93,20,39,24,600,5,0,53,50,70,false,50,50,26961
763662,Midfielder,Medium,64,87,84,94,20,39,30,600,3,0,61,53,70,false,50,50,31034
763663,Midfielder,High,64,91,89,94,20,39,28,600,4,0,61,54,70,false,50,50,30962
763656,Defender,Low,64,82,78,94,20,39,45,600,2,0,53,50,70,false,50,50,26592
763657,Defender,Medium,64,87,84,94,20,39,50,600,3,0,54,50,70,false,50,50,27054
763658,Defender,High,64,89,87,94,20,39,56,600,1,0,52,50,70,false,50,50,24844
763659,Forward,Low,64,82,80,93,20,39,181,600,2,0,49,50,70,false,50,50,23762
763668,Forward,Medium,64,86,84,92,20,39,188,600,1,0,52,50,70,false,50,50,25729
763669,Forward,High,64,93,92,96,20,39,172,600,0,0,53,50,70,false,50,50,25992
763670,Midfielder,Low,64,82,80,94,20,39,26,600,1,0,59,50,70,false,50,50,27802
763671,Midfielder,Medium,64,86,84,93,20,39,36,600,1,0,58,50,70,false,50,50,27602
763664,Midfielder,High,64,93,91,97,20,39,39,600,2,0,61,51,70,false,50,50,28327
763665,Defender,Low,64,83,80,96,20,39,53,600,1,0,61,51,70,false,50,50,28362
763666,Defender,Medium,64,89,85,97,20,39,59,600,3,0,64,51,70,false,50,50,30603
763667,Defender,High,64,89,86,93,20,39,59,600,2,0,66,51,70,false,50,50,31019
763676,Forward,Low,62,80,78,91,20,39,152,600,1,0,63,51,70,false,50,50,29670
763677,Forward,Medium,64,88,86,94,20,39,206,600,1,0,62,51,70,false,50,50,29344
763678,Forward,High,63,92,90,95,20,39,178,600,3,0,53,50,70,false,50,50,25227
763679,Midfielder,Low,64,80,78,92,20,39,26,600,3,0,55,50,70,false,50,50,25603
763672,Midfielder,Medium,64,87,85,93,20,39,26,600,2,0,51,50,70,false,50,50,24353
763673,Midfielder,High,64,90,88,93,20,39,38,600,0,0,51,50,70,false,50,50,24340
763674,Defender,Low,64,81,77,94,20,39,51,600,0,0,65,51,70,false,50,50,31032
763675,Defender,Medium,64,86,83,94,20,39,47,600,1,0,65,51,70,false,50,50,30838
763684,Defender,High,64,90,85,94,20,39,64,580,3,0,52,50,70,false,50,50,13933
763685,Forward,Low,64,82,79,93,20,39,149,581,3,0,52,50,70,false,50,50,14353
763686,Forward,Medium,64,88,86,94,20,39,173,582,3,0,52,50,70,false,50,50,13715
763687,Forward,High,64,92,90,95,20,39,194,579,2,0,52,50,70,false,50,50,13632
763680,Midfielder,Low,64,77,75,89,20,39,28,588,0,0,54,50,70,false,50,50,14866
763681,Midfielder,Medium,64,88,86,95,20,39,18,587,0,0,54,50,70,false,50,50,15006
763682,Midfielder,High,64,89,88,93,20,39,20,581,2,0,55,50,70,false,50,50,14274
763683,Defender,Low,64,83,77,96,20,39,57,583,2,0,55,50,70,false,50,50,14596
763692,Defender,Medium,64,85,82,93,20,39,80,581,2,0,49,50,70,false,50,50,13504
763693,Defender,High,64,92,89,96,20,39,65,581,0,0,49,50,70,false,50,50,13618
763694,Forward,Low,64,84,82,96,20,39,189,585,2,0,50,50,70,false,50,50,14245
763695,Forward,Medium,64,89,87,96,20,39,208,584,2,0,51,50,70,false,50,50,14198
763688,Forward,High,64,93,91,96,20,39,180,581,1,0,52,50,70,false,50,50,14428
763689,Midfielder,Low,64,80,76,92,20,39,26,580,2,0,52,50,70,false,50,50,14563
763690,Midfielder,Medium,64,88,86,95,20,39,24,582,1,0,51,50,70,false,50,50,14129
763691,Midfielder,High,64,90,87,93,20,39,16,582,2,0,51,50,70,false,50,50,14156
763700,Defender,Low,64,83,79,96,20,39,46,580,2,0,54,50,70,false,50,50,14293
763701,Defender,Medium,64,88,84,95,20,39,56,581,2,0,54,50,70,false,50,50,14508
763702,Defender,High,64,92,90,97,20,39,69,576,3,0,52,50,70,false,50,50,13298
763703,Forward,Low,63,83,81,94,20,39,173,577,3,0,51,50,70,false,50,50,13257
763696,Forward,Medium,62,84,82,90,20,39,150,588,3,0,53,50,70,false,50,50,15374
763697,Forward,High,63,91,90,94,20,39,159,588,3,0,54,50,70,false,50,50,15552
763698,Midfielder,Low,64,82,78,94,20,39,22,579,1,0,52,50,70,false,50,50,13268
763699,Midfielder,Medium,64,86,83,93,20,39,32,579,4,0,52,50,70,false,50,50,13397
763708,Midfielder,High,64,93,91,96,20,39,28,580,0,0,52,50,70,false,50,50,13784
763709,Defender,Low,64,83,80,96,20,39,42,580,3,0,52,50,70,false,50,50,13869
763710,Defender,Medium,64,88,85,95,20,39,74,581,3,0,52,50,70,false,50,50,14356
763711,Defender,High,64,91,89,95,20,39,56,581,3,0,52,50,70,false,50,50,14516
763704,Forward,Low,64,84,82,95,20,39,177,581,2,0,54,50,70,false,50,50,15420
763705,Forward,Medium,62,86,84,92,20,39,166,582,2,0,54,50,70,false,50,50,15679
763706,Forward,High,64,91,90,94,20,39,172,585,3,0,51,50,70,false,50,50,14639
763707,Midfielder,Low,64,81,76,93,20,39,22,583,3,0,51,50,70,false,50,50,14437
763588,Midfielder,Medium,64,86,84,93,20,39,27,600,3,0,52,50,70,false,50,50,18755
763589,Midfielder,High,64,93,88,96,20,39,31,600,3,0,52,50,70,false,50,50,18173
763590,Defender,Low,64,83,78,96,20,39,60,600,2,0,49,50,70,false,50,50,18873
763591,Defender,Medium,64,85,81,93,20,39,47,600,1,0,49,50,70,false,50,50,19998
763584,Defender,High,64,92,89,97,20,39,72,600,4,0,50,50,70,false,50,50,19158
763585,Forward,Low,63,80,78,91,20,39,148,600,4,0,50,50,70,false,50,50,19295
763586,Forward,Medium,61,90,88,96,20,39,187,599,6,0,48,50,70,false,50,50,16479
763587,Forward,High,62,94,92,97,20,39,169,599,0,0,48,50,70,false,50,50,16901
763596,Midfielder,Low,64,81,77,93,20,39,25,599,2,0,52,50,70,false,50,50,16056
763597,Midfielder,Medium,64,87,85,93,20,39,27,598,1,0,52,50,70,false,50,50,15523
763598,Midfielder,High,64,92,87,96,20,39,25,600,0,0,51,50,70,false,50,50,19888
763599,Defender,Low,64,84,80,97,20,39,46,600,4,0,51,50,70,false,50,50,19710
763592,Defender,Medium,64,87,84,94,20,39,55,600,2,0,50,50,70,false,50,50,16559
763593,Defender,High,64,89,87,94,20,39,46,600,2,0,50,50,70,false,50,50,16920
763594,Forward,Low,64,82,80,94,20,39,164,600,1,0,48,50,70,false,50,50,16378
763595,Forward,Medium,63,88,86,94,20,39,174,600,3,0,48,50,70,false,50,50,17095
763604,Forward,High,64,91,89,94,20,39,169,596,1,0,52,50,70,false,50,50,16213
763605,Midfielder,Low,64,82,80,94,20,39,34,596,3,0,52,50,70,false,50,50,16182
763606,Midfielder,Medium,64,88,83,95,20,39,25,597,1,0,52,50,70,false,50,50,15611
763607,Midfielder,High,64,89,88,93,20,39,30,600,0,0,51,50,70,false,50,50,16289
763600,Defender,Low,64,80,77,92,20,39,36,600,1,0,55,50,70,false,50,50,21090
763601,Defender,Medium,64,89,86,97,20,39,60,600,3,0,55,50,70,false,50,50,21652
763602,Defender,High,64,90,87,94,20,39,59,590,0,0,52,50,70,false,50,50,15318
763603,Forward,Low,64,85,82,96,20,39,166,592,2,0,52,50,70,false,50,50,15995
763612,Forward,Medium,64,90,88,96,20,39,192,593,4,0,52,50,70,false,50,50,15706
763613,Forward,High,64,90,88,93,20,39,204,594,4,0,52,50,70,false,50,50,16049
763614,Midfielder,Low,64,81,78,93,20,39,15,596,2,0,52,50,70,false,50,50,15363
763615,Midfielder,Medium,64,88,86,95,20,39,25,596,7,0,52,50,70,false,50,50,15464
763608,Midfielder,High,64,86,85,90,20,39,25,598,4,0,52,50,70,false,50,50,16761
763609,Defender,Low,64,80,76,93,20,39,68,597,3,0,52,50,70,false,50,50,16128
763610,Defender,Medium,64,87,84,95,20,39,49,600,2,0,54,50,70,false,50,50,17106
763611,Defender,High,64,89,85,94,20,39,37,600,4,0,54,50,70,false,50,50,17822
763620,Forward,Low,63,81,79,92,20,39,165,600,4,0,46,50,70,false,50,50,13380
763621,Forward,Medium,64,88,86,94,20,39,191,599,1,0,45,50,70,false,50,50,11985
763622,Forward,High,64,91,89,94,20,39,192,600,3,0,46,50,70,false,50,50,17674
763623,Midfielder,Low,64,81,78,93,20,39,29,600,3,0,46,50,70,false,50,50,16690
763616,Midfielder,Medium,64,88,81,95,20,39,27,600,0,0,45,50,70,false,50,50,18116
763617,Midfielder,High,64,89,87,93,20,39,25,600,3,0,45,50,70,false,50,50,18362
763618,Defender,Low,64,80,75,93,20,39,42,600,0,0,45,50,70,false,50,50,19192
763619,Defender,Medium,64,87,82,94,20,39,43,600,2,0,45,50,70,false,50,50,19293
763628,Defender,High,64,89,86,93,20,39,62,600,0,0,47,50,70,false,50,50,14544
763629,Forward,Low,63,82,80,93,20,39,187,600,3,0,47,50,70,false,50,50,15129
763630,Forward,Medium,64,88,86,94,20,39,175,600,0,0,47,50,70,false,50,50,17255
763631,Forward,High,64,89,87,92,20,39,172,600,1,0,48,50,70,false,50,50,17288
763624,Midfielder,Low,64,83,76,96,20,39,21,600,3,0,46,50,70,false,50,50,17303
763625,Midfielder,Medium,64,86,84,93,20,39,23,600,3,0,47,50,70,false,50,50,17231
763626,Midfielder,High,64,92,85,96,20,39,23,600,2,0,46,50,70,false,50,50,18414
